Date,addresses/min_32_count
2015-07-30,8450.0
2015-07-31,8545.0
2015-08-01,8611.0
2015-08-02,8664.0
2015-08-03,8722.0
2015-08-04,8755.0
2015-08-05,8794.0
2015-08-06,8826.0
2015-08-07,8674.0
2015-08-08,8614.0
2015-08-09,8607.0
2015-08-10,8633.0
2015-08-11,8629.0
2015-08-12,8660.0
2015-08-13,8685.0
2015-08-14,8627.0
2015-08-15,8690.0
2015-08-16,8719.0
2015-08-17,8755.0
2015-08-18,8758.0
2015-08-19,8783.0
2015-08-20,8825.0
2015-08-21,8844.0
2015-08-22,8848.0
2015-08-23,8853.0
2015-08-24,8886.0
2015-08-25,8894.0
2015-08-26,8911.0
2015-08-27,8929.0
2015-08-28,8940.0
2015-08-29,8969.0
2015-08-30,8967.0
2015-08-31,8974.0
2015-09-01,8996.0
2015-09-02,9027.0
2015-09-03,9040.0
2015-09-04,9065.0
2015-09-05,9081.0
2015-09-06,9082.0
2015-09-07,9105.0
2015-09-08,9106.0
2015-09-09,9125.0
2015-09-10,9141.0
2015-09-11,9146.0
2015-09-12,9193.0
2015-09-13,9229.0
2015-09-14,9225.0
2015-09-15,9300.0
2015-09-16,9317.0
2015-09-17,9319.0
2015-09-18,9341.0
2015-09-19,9350.0
2015-09-20,9354.0
2015-09-21,9348.0
2015-09-22,9381.0
2015-09-23,9391.0
2015-09-24,9393.0
2015-09-25,9407.0
2015-09-26,9418.0
2015-09-27,9412.0
2015-09-28,9407.0
2015-09-29,9393.0
2015-09-30,9404.0
2015-10-01,9414.0
2015-10-02,9426.0
2015-10-03,9447.0
2015-10-04,9443.0
2015-10-05,9477.0
2015-10-06,9494.0
2015-10-07,9515.0
2015-10-08,9518.0
2015-10-09,9528.0
2015-10-10,9552.0
2015-10-11,9554.0
2015-10-12,9552.0
2015-10-13,9568.0
2015-10-14,9545.0
2015-10-15,9547.0
2015-10-16,9546.0
2015-10-17,9554.0
2015-10-18,9544.0
2015-10-19,9540.0
2015-10-20,9548.0
2015-10-21,9557.0
2015-10-22,9548.0
2015-10-23,9550.0
2015-10-24,9570.0
2015-10-25,9574.0
2015-10-26,9549.0
2015-10-27,9547.0
2015-10-28,9553.0
2015-10-29,9563.0
2015-10-30,9562.0
2015-10-31,9585.0
2015-11-01,9598.0
2015-11-02,9549.0
2015-11-03,9582.0
2015-11-04,9612.0
2015-11-05,9618.0
2015-11-06,9617.0
2015-11-07,9650.0
2015-11-08,9673.0
2015-11-09,9648.0
2015-11-10,9643.0
2015-11-11,9683.0
2015-11-12,9687.0
2015-11-13,9717.0
2015-11-14,9731.0
2015-11-15,9731.0
2015-11-16,9746.0
2015-11-17,9758.0
2015-11-18,9758.0
2015-11-19,9781.0
2015-11-20,9815.0
2015-11-21,9817.0
2015-11-22,9829.0
2015-11-23,9849.0
2015-11-24,9845.0
2015-11-25,9861.0
2015-11-26,9876.0
2015-11-27,9894.0
2015-11-28,9905.0
2015-11-29,9910.0
2015-11-30,9924.0
2015-12-01,9931.0
2015-12-02,9963.0
2015-12-03,9988.0
2015-12-04,10004.0
2015-12-05,10017.0
2015-12-06,9964.0
2015-12-07,9963.0
2015-12-08,9962.0
2015-12-09,9989.0
2015-12-10,10009.0
2015-12-11,10011.0
2015-12-12,10014.0
2015-12-13,10018.0
2015-12-14,10011.0
2015-12-15,10032.0
2015-12-16,10041.0
2015-12-17,10057.0
2015-12-18,10067.0
2015-12-19,10070.0
2015-12-20,10085.0
2015-12-21,10090.0
2015-12-22,10120.0
2015-12-23,10126.0
2015-12-24,10150.0
2015-12-25,10162.0
2015-12-26,10162.0
2015-12-27,10186.0
2015-12-28,10186.0
2015-12-29,10205.0
2015-12-30,10265.0
2015-12-31,10223.0
2016-01-01,10237.0
2016-01-02,10245.0
2016-01-03,10260.0
2016-01-04,10277.0
2016-01-05,10275.0
2016-01-06,10320.0
2016-01-07,10343.0
2016-01-08,10375.0
2016-01-09,10396.0
2016-01-10,10404.0
2016-01-11,10430.0
2016-01-12,10443.0
2016-01-13,10462.0
2016-01-14,10477.0
2016-01-15,10479.0
2016-01-16,10511.0
2016-01-17,10548.0
2016-01-18,10610.0
2016-01-19,10665.0
2016-01-20,10667.0
2016-01-21,10753.0
2016-01-22,10799.0
2016-01-23,10858.0
2016-01-24,10981.0
2016-01-25,11045.0
2016-01-26,11135.0
2016-01-27,11207.0
2016-01-28,11322.0
2016-01-29,11392.0
2016-01-30,11493.0
2016-01-31,11589.0
2016-02-01,11651.0
2016-02-02,11685.0
2016-02-03,11786.0
2016-02-04,11897.0
2016-02-05,11950.0
2016-02-06,11995.0
2016-02-07,12065.0
2016-02-08,12168.0
2016-02-09,12263.0
2016-02-10,12469.0
2016-02-11,12669.0
2016-02-12,12878.0
2016-02-13,12961.0
2016-02-14,13042.0
2016-02-15,13088.0
2016-02-16,13134.0
2016-02-17,13209.0
2016-02-18,13275.0
2016-02-19,13369.0
2016-02-20,13452.0
2016-02-21,13512.0
2016-02-22,13549.0
2016-02-23,13607.0
2016-02-24,13682.0
2016-02-25,13808.0
2016-02-26,13875.0
2016-02-27,13946.0
2016-02-28,14027.0
2016-02-29,14116.0
2016-03-01,14232.0
2016-03-02,14422.0
2016-03-03,14671.0
2016-03-04,14891.0
2016-03-05,15146.0
2016-03-06,15321.0
2016-03-07,15435.0
2016-03-08,15509.0
2016-03-09,15661.0
2016-03-10,15753.0
2016-03-11,15864.0
2016-03-12,16051.0
2016-03-13,16223.0
2016-03-14,16517.0
2016-03-15,16698.0
2016-03-16,16890.0
2016-03-17,16991.0
2016-03-18,16920.0
2016-03-19,16932.0
2016-03-20,16939.0
2016-03-21,16967.0
2016-03-22,17076.0
2016-03-23,17201.0
2016-03-24,17306.0
2016-03-25,17413.0
2016-03-26,17519.0
2016-03-27,17562.0
2016-03-28,17695.0
2016-03-29,17746.0
2016-03-30,17858.0
2016-03-31,17988.0
2016-04-01,18094.0
2016-04-02,18217.0
2016-04-03,18331.0
2016-04-04,18433.0
2016-04-05,18443.0
2016-04-06,18478.0
2016-04-07,18565.0
2016-04-08,18596.0
2016-04-09,18604.0
2016-04-10,18621.0
2016-04-11,18700.0
2016-04-12,18773.0
2016-04-13,18861.0
2016-04-14,18883.0
2016-04-15,18965.0
2016-04-16,19020.0
2016-04-17,19072.0
2016-04-18,19146.0
2016-04-19,19220.0
2016-04-20,19293.0
2016-04-21,19358.0
2016-04-22,19422.0
2016-04-23,19430.0
2016-04-24,19466.0
2016-04-25,19553.0
2016-04-26,19585.0
2016-04-27,19670.0
2016-04-28,19749.0
2016-04-29,19686.0
2016-04-30,19676.0
2016-05-01,19709.0
2016-05-02,19731.0
2016-05-03,19776.0
2016-05-04,19815.0
2016-05-05,19878.0
2016-05-06,19918.0
2016-05-07,19999.0
2016-05-08,20038.0
2016-05-09,20079.0
2016-05-10,20086.0
2016-05-11,20027.0
2016-05-12,20131.0
2016-05-13,19698.0
2016-05-14,19385.0
2016-05-15,19444.0
2016-05-16,19479.0
2016-05-17,19638.0
2016-05-18,19744.0
2016-05-19,19776.0
2016-05-20,19976.0
2016-05-21,20101.0
2016-05-22,20237.0
2016-05-23,20344.0
2016-05-24,20485.0
2016-05-25,20646.0
2016-05-26,20746.0
2016-05-27,20826.0
2016-05-28,20830.0
2016-05-29,20970.0
2016-05-30,21055.0
2016-05-31,21187.0
2016-06-01,21339.0
2016-06-02,21429.0
2016-06-03,21552.0
2016-06-04,21630.0
2016-06-05,21720.0
2016-06-06,21825.0
2016-06-07,21934.0
2016-06-08,21946.0
2016-06-09,22097.0
2016-06-10,22158.0
2016-06-11,22272.0
2016-06-12,22417.0
2016-06-13,22519.0
2016-06-14,22688.0
2016-06-15,22902.0
2016-06-16,22989.0
2016-06-17,22831.0
2016-06-18,22615.0
2016-06-19,22800.0
2016-06-20,22883.0
2016-06-21,23077.0
2016-06-22,23192.0
2016-06-23,23286.0
2016-06-24,23456.0
2016-06-25,23450.0
2016-06-26,23544.0
2016-06-27,23684.0
2016-06-28,23773.0
2016-06-29,23856.0
2016-06-30,23962.0
2016-07-01,24002.0
2016-07-02,24068.0
2016-07-03,24134.0
2016-07-04,24096.0
2016-07-05,24195.0
2016-07-06,24189.0
2016-07-07,24272.0
2016-07-08,24356.0
2016-07-09,24488.0
2016-07-10,24601.0
2016-07-11,24706.0
2016-07-12,24818.0
2016-07-13,24728.0
2016-07-14,24779.0
2016-07-15,24852.0
2016-07-16,24995.0
2016-07-17,25092.0
2016-07-18,25112.0
2016-07-19,20363.0
2016-07-20,20944.0
2016-07-21,21396.0
2016-07-22,21743.0
2016-07-23,21698.0
2016-07-24,21204.0
2016-07-25,21240.0
2016-07-26,20583.0
2016-07-27,20794.0
2016-07-28,20459.0
2016-07-29,20538.0
2016-07-30,20586.0
2016-07-31,20663.0
2016-08-01,20651.0
2016-08-02,20406.0
2016-08-03,20604.0
2016-08-04,20753.0
2016-08-05,20873.0
2016-08-06,21000.0
2016-08-07,21139.0
2016-08-08,21113.0
2016-08-09,21203.0
2016-08-10,21397.0
2016-08-11,21379.0
2016-08-12,21546.0
2016-08-13,21676.0
2016-08-14,21802.0
2016-08-15,21870.0
2016-08-16,21993.0
2016-08-17,22042.0
2016-08-18,22155.0
2016-08-19,22234.0
2016-08-20,22205.0
2016-08-21,22271.0
2016-08-22,22391.0
2016-08-23,22408.0
2016-08-24,22493.0
2016-08-25,22552.0
2016-08-26,22600.0
2016-08-27,22341.0
2016-08-28,22386.0
2016-08-29,22467.0
2016-08-30,22560.0
2016-08-31,22614.0
2016-09-01,22689.0
2016-09-02,22598.0
2016-09-03,22675.0
2016-09-04,22786.0
2016-09-05,22843.0
2016-09-06,22929.0
2016-09-07,22908.0
2016-09-08,22822.0
2016-09-09,22925.0
2016-09-10,22995.0
2016-09-11,23078.0
2016-09-12,23197.0
2016-09-13,23252.0
2016-09-14,23221.0
2016-09-15,23293.0
2016-09-16,23302.0
2016-09-17,23334.0
2016-09-18,23389.0
2016-09-19,23274.0
2016-09-20,23125.0
2016-09-21,23068.0
2016-09-22,23175.0
2016-09-23,23248.0
2016-09-24,23320.0
2016-09-25,23518.0
2016-09-26,23557.0
2016-09-27,23631.0
2016-09-28,23725.0
2016-09-29,24924.0
2016-09-30,24691.0
2016-10-01,24660.0
2016-10-02,24329.0
2016-10-03,24338.0
2016-10-04,24366.0
2016-10-05,24508.0
2016-10-06,24527.0
2016-10-07,24456.0
2016-10-08,24425.0
2016-10-09,24145.0
2016-10-10,24165.0
2016-10-11,24095.0
2016-10-12,24161.0
2016-10-13,24226.0
2016-10-14,24333.0
2016-10-15,24155.0
2016-10-16,24169.0
2016-10-17,24228.0
2016-10-18,24301.0
2016-10-19,24314.0
2016-10-20,24401.0
2016-10-21,24804.0
2016-10-22,24568.0
2016-10-23,24662.0
2016-10-24,24713.0
2016-10-25,24753.0
2016-10-26,24798.0
2016-10-27,24790.0
2016-10-28,24750.0
2016-10-29,24731.0
2016-10-30,24749.0
2016-10-31,24374.0
2016-11-01,24301.0
2016-11-02,24409.0
2016-11-03,24508.0
2016-11-04,24592.0
2016-11-05,24463.0
2016-11-06,24535.0
2016-11-07,24474.0
2016-11-08,24556.0
2016-11-09,24578.0
2016-11-10,24713.0
2016-11-11,24740.0
2016-11-12,24578.0
2016-11-13,24637.0
2016-11-14,24689.0
2016-11-15,24737.0
2016-11-16,24719.0
2016-11-17,24767.0
2016-11-18,24802.0
2016-11-19,24884.0
2016-11-20,24972.0
2016-11-21,25013.0
2016-11-22,24458.0
2016-11-23,24580.0
2016-11-24,24717.0
2016-11-25,24711.0
2016-11-26,24830.0
2016-11-27,24907.0
2016-11-28,24923.0
2016-11-29,24983.0
2016-11-30,25097.0
2016-12-01,25197.0
2016-12-02,25172.0
2016-12-03,24810.0
2016-12-04,24852.0
2016-12-05,24901.0
2016-12-06,24703.0
2016-12-07,24843.0
2016-12-08,24953.0
2016-12-09,24633.0
2016-12-10,24734.0
2016-12-11,24783.0
2016-12-12,24857.0
2016-12-13,24979.0
2016-12-14,25044.0
2016-12-15,25053.0
2016-12-16,25114.0
2016-12-17,25164.0
2016-12-18,25239.0
2016-12-19,25262.0
2016-12-20,25287.0
2016-12-21,24932.0
2016-12-22,24915.0
2016-12-23,24955.0
2016-12-24,24992.0
2016-12-25,25082.0
2016-12-26,25193.0
2016-12-27,25232.0
2016-12-28,25193.0
2016-12-29,25076.0
2016-12-30,25158.0
2016-12-31,25147.0
2017-01-01,25288.0
2017-01-02,25375.0
2017-01-03,25453.0
2017-01-04,25354.0
2017-01-05,25255.0
2017-01-06,25115.0
2017-01-07,25200.0
2017-01-08,25312.0
2017-01-09,25361.0
2017-01-10,25471.0
2017-01-11,25480.0
2017-01-12,25513.0
2017-01-13,25565.0
2017-01-14,25673.0
2017-01-15,25790.0
2017-01-16,25728.0
2017-01-17,25769.0
2017-01-18,25866.0
2017-01-19,25832.0
2017-01-20,25862.0
2017-01-21,25841.0
2017-01-22,25964.0
2017-01-23,26031.0
2017-01-24,26109.0
2017-01-25,26201.0
2017-01-26,26306.0
2017-01-27,26388.0
2017-01-28,26456.0
2017-01-29,26540.0
2017-01-30,26629.0
2017-01-31,26701.0
2017-02-01,26737.0
2017-02-02,26753.0
2017-02-03,26802.0
2017-02-04,26816.0
2017-02-05,26621.0
2017-02-06,26337.0
2017-02-07,26508.0
2017-02-08,26583.0
2017-02-09,26729.0
2017-02-10,26618.0
2017-02-11,26711.0
2017-02-12,26789.0
2017-02-13,26672.0
2017-02-14,26659.0
2017-02-15,26705.0
2017-02-16,26800.0
2017-02-17,26656.0
2017-02-18,26589.0
2017-02-19,26661.0
2017-02-20,26795.0
2017-02-21,26924.0
2017-02-22,26995.0
2017-02-23,27097.0
2017-02-24,27224.0
2017-02-25,27398.0
2017-02-26,27514.0
2017-02-27,27725.0
2017-02-28,27801.0
2017-03-01,27974.0
2017-03-02,28189.0
2017-03-03,28256.0
2017-03-04,28352.0
2017-03-05,28439.0
2017-03-06,28602.0
2017-03-07,28700.0
2017-03-08,28725.0
2017-03-09,28807.0
2017-03-10,28036.0
2017-03-11,28284.0
2017-03-12,28370.0
2017-03-13,28657.0
2017-03-14,28895.0
2017-03-15,29196.0
2017-03-16,29432.0
2017-03-17,29827.0
2017-03-18,30005.0
2017-03-19,30102.0
2017-03-20,30375.0
2017-03-21,30533.0
2017-03-22,30781.0
2017-03-23,31008.0
2017-03-24,31096.0
2017-03-25,31285.0
2017-03-26,31431.0
2017-03-27,31618.0
2017-03-28,31825.0
2017-03-29,32149.0
2017-03-30,32435.0
2017-03-31,32442.0
2017-04-01,32541.0
2017-04-02,32617.0
2017-04-03,32759.0
2017-04-04,32859.0
2017-04-05,32603.0
2017-04-06,32696.0
2017-04-07,32860.0
2017-04-08,32920.0
2017-04-09,33090.0
2017-04-10,33205.0
2017-04-11,33179.0
2017-04-12,33353.0
2017-04-13,33522.0
2017-04-14,33634.0
2017-04-15,33701.0
2017-04-16,33774.0
2017-04-17,33954.0
2017-04-18,34175.0
2017-04-19,34315.0
2017-04-20,34537.0
2017-04-21,34457.0
2017-04-22,34462.0
2017-04-23,34647.0
2017-04-24,34748.0
2017-04-25,34965.0
2017-04-26,35218.0
2017-04-27,35306.0
2017-04-28,35500.0
2017-04-29,35751.0
2017-04-30,35921.0
2017-05-01,36274.0
2017-05-02,36380.0
2017-05-03,36705.0
2017-05-04,37182.0
2017-05-05,37568.0
2017-05-06,37824.0
2017-05-07,38024.0
2017-05-08,38377.0
2017-05-09,38656.0
2017-05-10,39108.0
2017-05-11,39371.0
2017-05-12,39466.0
2017-05-13,39679.0
2017-05-14,40003.0
2017-05-15,40365.0
2017-05-16,40751.0
2017-05-17,40902.0
2017-05-18,41242.0
2017-05-19,41820.0
2017-05-20,42147.0
2017-05-21,42512.0
2017-05-22,43196.0
2017-05-23,43918.0
2017-05-24,44202.0
2017-05-25,44807.0
2017-05-26,45117.0
2017-05-27,45379.0
2017-05-28,45726.0
2017-05-29,46157.0
2017-05-30,46924.0
2017-05-31,49870.0
2017-06-01,47541.0
2017-06-02,48072.0
2017-06-03,48482.0
2017-06-04,48934.0
2017-06-05,49221.0
2017-06-06,49736.0
2017-06-07,50129.0
2017-06-08,50639.0
2017-06-09,51131.0
2017-06-10,51862.0
2017-06-11,52543.0
2017-06-12,52147.0
2017-06-13,52547.0
2017-06-14,53107.0
2017-06-15,53257.0
2017-06-16,53692.0
2017-06-17,54237.0
2017-06-18,54676.0
2017-06-19,55260.0
2017-06-20,56696.0
2017-06-21,56339.0
2017-06-22,56249.0
2017-06-23,55747.0
2017-06-24,56250.0
2017-06-25,56255.0
2017-06-26,54929.0
2017-06-27,54607.0
2017-06-28,54850.0
2017-06-29,54928.0
2017-06-30,54734.0
2017-07-01,55006.0
2017-07-02,54793.0
2017-07-03,54808.0
2017-07-04,55283.0
2017-07-05,55327.0
2017-07-06,55362.0
2017-07-07,55562.0
2017-07-08,55829.0
2017-07-09,56051.0
2017-07-10,55273.0
2017-07-11,55173.0
2017-07-12,54821.0
2017-07-13,54888.0
2017-07-14,55226.0
2017-07-15,55111.0
2017-07-16,55193.0
2017-07-17,55305.0
2017-07-18,55579.0
2017-07-19,55695.0
2017-07-20,55713.0
2017-07-21,56174.0
2017-07-22,56322.0
2017-07-23,56544.0
2017-07-24,56803.0
2017-07-25,57107.0
2017-07-26,57284.0
2017-07-27,57458.0
2017-07-28,57705.0
2017-07-29,57562.0
2017-07-30,57741.0
2017-07-31,57450.0
2017-08-01,57757.0
2017-08-02,57773.0
2017-08-03,57881.0
2017-08-04,58539.0
2017-08-05,58596.0
2017-08-06,59069.0
2017-08-07,59139.0
2017-08-08,59387.0
2017-08-09,59183.0
2017-08-10,59484.0
2017-08-11,59804.0
2017-08-12,60147.0
2017-08-13,60498.0
2017-08-14,60808.0
2017-08-15,61211.0
2017-08-16,61362.0
2017-08-17,62300.0
2017-08-18,62176.0
2017-08-19,62217.0
2017-08-20,61639.0
2017-08-21,61831.0
2017-08-22,61745.0
2017-08-23,62095.0
2017-08-24,62580.0
2017-08-25,62724.0
2017-08-26,62973.0
2017-08-27,63454.0
2017-08-28,63703.0
2017-08-29,63953.0
2017-08-30,64652.0
2017-08-31,64795.0
2017-09-01,65052.0
2017-09-02,65141.0
2017-09-03,65162.0
2017-09-04,64766.0
2017-09-05,64902.0
2017-09-06,66123.0
2017-09-07,66439.0
2017-09-08,66699.0
2017-09-09,66847.0
2017-09-10,67231.0
2017-09-11,66402.0
2017-09-12,66611.0
2017-09-13,66468.0
2017-09-14,66425.0
2017-09-15,66697.0
2017-09-16,66976.0
2017-09-17,67096.0
2017-09-18,67477.0
2017-09-19,67824.0
2017-09-20,67380.0
2017-09-21,67479.0
2017-09-22,67664.0
2017-09-23,67513.0
2017-09-24,67705.0
2017-09-25,67804.0
2017-09-26,68070.0
2017-09-27,68268.0
2017-09-28,68123.0
2017-09-29,68224.0
2017-09-30,68484.0
2017-10-01,68649.0
2017-10-02,68801.0
2017-10-03,68638.0
2017-10-04,68457.0
2017-10-05,68511.0
2017-10-06,68766.0
2017-10-07,68746.0
2017-10-08,68677.0
2017-10-09,68681.0
2017-10-10,68712.0
2017-10-11,68859.0
2017-10-12,69043.0
2017-10-13,68903.0
2017-10-14,69012.0
2017-10-15,68998.0
2017-10-16,69152.0
2017-10-17,69322.0
2017-10-18,69585.0
2017-10-19,69744.0
2017-10-20,69917.0
2017-10-21,69685.0
2017-10-22,69792.0
2017-10-23,69588.0
2017-10-24,69846.0
2017-10-25,69826.0
2017-10-26,70025.0
2017-10-27,70088.0
2017-10-28,70143.0
2017-10-29,70213.0
2017-10-30,70326.0
2017-10-31,70394.0
2017-11-01,70253.0
2017-11-02,70171.0
2017-11-03,70202.0
2017-11-04,70292.0
2017-11-05,70466.0
2017-11-06,70734.0
2017-11-07,70776.0
2017-11-08,71009.0
2017-11-09,71067.0
2017-11-10,71236.0
2017-11-11,71296.0
2017-11-12,71255.0
2017-11-13,71461.0
2017-11-14,71698.0
2017-11-15,71687.0
2017-11-16,71644.0
2017-11-17,71558.0
2017-11-18,71550.0
2017-11-19,71486.0
2017-11-20,71809.0
2017-11-21,72219.0
2017-11-22,72259.0
2017-11-23,72466.0
2017-11-24,72648.0
2017-11-25,72473.0
2017-11-26,72690.0
2017-11-27,72950.0
2017-11-28,73236.0
2017-11-29,73329.0
2017-11-30,73613.0
2017-12-01,73761.0
2017-12-02,73908.0
2017-12-03,74091.0
2017-12-04,75375.0
2017-12-05,75477.0
2017-12-06,75907.0
2017-12-07,75784.0
2017-12-08,76091.0
2017-12-09,76312.0
2017-12-10,76476.0
2017-12-11,77303.0
2017-12-12,76524.0
2017-12-13,77084.0
2017-12-14,76102.0
2017-12-15,76660.0
2017-12-16,76990.0
2017-12-17,76860.0
2017-12-18,77966.0
2017-12-19,77902.0
2017-12-20,77232.0
2017-12-21,77850.0
2017-12-22,77484.0
2017-12-23,77736.0
2017-12-24,77672.0
