Date,transactions/transfers_volume_to_exchanges_sum
2016-01-07,65364.1106187166
2016-01-08,32422.7881816801
2016-01-09,31916.5130650776
2016-01-10,38016.2911270003
2016-01-11,139220.932484767
2016-01-12,276760.858296495
2016-01-13,65429.5788442433
2016-01-14,105762.140750399
2016-01-15,194253.381514877
2016-01-16,149186.064684861
2016-01-17,71392.0785650906
2016-01-18,623201.004932505
2016-01-19,389182.635079709
2016-01-20,170841.39675953
2016-01-21,105718.771824364
2016-01-22,85620.9611963764
2016-01-23,293738.849140733
2016-01-24,506838.676319864
2016-01-25,622696.648168261
2016-01-26,476002.900342855
2016-01-27,240502.145900303
2016-01-28,224690.366067857
2016-01-29,160551.214553718
2016-01-30,491168.270443355
2016-01-31,186809.523264017
2016-02-01,130833.683930027
2016-02-02,66212.3397277278
2016-02-03,92218.0760460503
2016-02-04,62796.7351880616
2016-02-05,54925.476541232
2016-02-06,45813.225128756
2016-02-07,460617.833897136
2016-02-08,333572.890944279
2016-02-09,550407.934936317
2016-02-10,430982.634518844
2016-02-11,411878.216028648
2016-02-12,653872.611775466
2016-02-13,381774.930203529
2016-02-14,105054.181693432
2016-02-15,197438.460096614
2016-02-16,196672.017193661
2016-02-17,208125.5092731
2016-02-18,280984.388748104
2016-02-19,78696.9193594132
2016-02-20,355047.306514585
2016-02-21,91034.3469744588
2016-02-22,181604.889026397
2016-02-23,155539.865165194
2016-02-24,181500.119569128
2016-02-25,250448.228173826
2016-02-26,1644496.60557978
2016-02-27,228948.789797819
2016-02-28,106641.770506644
2016-02-29,119282.168033835
2016-03-01,233346.004287631
2016-03-02,2215073.62835405
2016-03-03,514044.121584403
2016-03-04,352225.329570548
2016-03-05,594212.630278724
2016-03-06,423042.677613954
2016-03-07,348014.245909552
2016-03-08,181333.263053733
2016-03-09,253928.997467656
2016-03-10,258050.795562707
2016-03-11,189830.928158365
2016-03-12,429708.597196962
2016-03-13,420254.497529618
2016-03-14,386090.939548375
2016-03-15,263246.338488478
2016-03-16,266927.233300841
2016-03-17,413614.509555966
2016-03-18,456948.631912589
2016-03-19,186952.904052803
2016-03-20,110652.023778083
2016-03-21,242148.289678185
2016-03-22,75248.4251251602
2016-03-23,100681.816787684
2016-03-24,240549.923698122
2016-03-25,92830.0742463814
2016-03-26,66669.9786829412
2016-03-27,247165.39446605
2016-03-28,135209.929954259
2016-03-29,622340.084266045
2016-03-30,92802.3865154503
2016-03-31,142465.499669974
2016-04-01,88442.5383468913
2016-04-02,82117.6065044273
2016-04-03,49305.1308664309
2016-04-04,78435.362147776
2016-04-05,148772.596731061
2016-04-06,115909.327417107
2016-04-07,129152.378603278
2016-04-08,174143.286594512
2016-04-09,602937.016152647
2016-04-10,311981.063332965
2016-04-11,141712.974345082
2016-04-12,257496.810323226
2016-04-13,290036.27000878
2016-04-14,472493.456748997
2016-04-15,118543.755051526
2016-04-16,42744.9957250567
2016-04-17,183514.592404434
2016-04-18,129564.145878911
2016-04-19,78910.3938413624
2016-04-20,178367.395609803
2016-04-21,101405.446962642
2016-04-22,171371.687645207
2016-04-23,596777.342868918
2016-04-24,95120.6912903172
2016-04-25,208835.534764362
2016-04-26,256355.825523301
2016-04-27,149177.655788091
2016-04-28,132346.20031589
2016-04-29,61818.1148919557
2016-04-30,951212.808609079
2016-05-01,206590.168698443
2016-05-02,320545.432132069
2016-05-03,205623.976312557
2016-05-04,158431.3013968
2016-05-05,151014.276166815
2016-05-06,302762.552110662
2016-05-07,85334.3156775789
2016-05-08,154636.707462369
2016-05-09,363054.439659373
2016-05-10,197437.370825421
2016-05-11,605272.8820997
2016-05-12,235454.67111353
2016-05-13,954834.828524307
2016-05-14,871045.959477448
2016-05-15,111069.347532965
2016-05-16,181654.669950735
2016-05-17,227706.034800392
2016-05-18,308399.627931753
2016-05-19,1177132.40804004
2016-05-20,346614.836507191
2016-05-21,206503.926565421
2016-05-22,118987.259224358
2016-05-23,165310.540849992
2016-05-24,329942.344277799
2016-05-25,282712.494264027
2016-05-26,308880.437428184
2016-05-27,466656.752504206
2016-05-28,705995.283671157
2016-05-29,227563.234621611
2016-05-30,247860.972853192
2016-05-31,204010.610443497
2016-06-01,131470.765921216
2016-06-02,85924.4250223783
2016-06-03,94136.7817531498
2016-06-04,86057.8222815897
2016-06-05,57511.6712715407
2016-06-06,81223.1099976059
2016-06-07,260806.88451463
2016-06-08,597680.1975631
2016-06-09,63167.5413935912
2016-06-10,56421.2539521298
2016-06-11,106114.480917416
2016-06-12,265318.275376294
2016-06-13,184676.173647055
2016-06-14,314277.141542701
2016-06-15,95941.4764214222
2016-06-16,497863.209179173
2016-06-17,1032938.21037743
2016-06-18,1611240.8769435
2016-06-19,312438.2164268
2016-06-20,513855.998733994
2016-06-21,357556.181961401
2016-06-22,385739.853442023
2016-06-23,111560.726960015
2016-06-24,176640.93630377
2016-06-25,521552.118758184
2016-06-26,118333.049675009
2016-06-27,67519.005255188
2016-06-28,252304.414833815
2016-06-29,146115.11635275
2016-06-30,145585.392270227
2016-07-01,173100.920729767
2016-07-02,100634.27110055
2016-07-03,80339.0793230694
2016-07-04,642896.999707617
2016-07-05,307681.905577593
2016-07-06,167304.581891162
2016-07-07,122784.389048917
2016-07-08,145647.509334397
2016-07-09,76929.602854078
2016-07-10,33211.8825550716
2016-07-11,71284.0761337661
2016-07-12,130869.198361268
2016-07-13,437615.081882324
2016-07-14,207290.533816758
2016-07-15,1085710.15094045
2016-07-16,172398.117266838
2016-07-17,112383.853980974
2016-07-18,898984.422951567
2016-07-19,8409590.41096892
2016-07-20,563952.891294467
2016-07-21,187366.690115984
2016-07-22,446647.354110257
2016-07-23,164121.409073973
2016-07-24,400752.135972427
2016-07-25,74158.7869840581
2016-07-26,1678485.51618723
2016-07-27,58164.7660252953
2016-07-28,898488.691891727
2016-07-29,305301.266859157
2016-07-30,125462.096511354
2016-07-31,152403.027078806
2016-08-01,304150.34877584
2016-08-02,634034.40894783
2016-08-03,274252.443079885
2016-08-04,163333.544347255
2016-08-05,242831.31367469
2016-08-06,80527.0473041216
2016-08-07,209463.869540015
2016-08-08,53532.2926890337
2016-08-09,117808.660154216
2016-08-10,203522.979462213
2016-08-11,167503.284801647
2016-08-12,98971.0978792593
2016-08-13,89541.5549785869
2016-08-14,101267.533800543
2016-08-15,50007.2709167591
2016-08-16,18363.8516781224
2016-08-17,97188.826747924
2016-08-18,45006.097776109
2016-08-19,56076.188603623
2016-08-20,40827.9051430614
2016-08-21,67107.7105833208
2016-08-22,82446.4801367147
2016-08-23,89684.8421358118
2016-08-24,33083.4240937666
2016-08-25,70936.653088716
2016-08-26,48297.8471781784
2016-08-27,117942.852293569
2016-08-28,44668.4115535614
2016-08-29,109039.517425472
2016-08-30,51947.4641722968
2016-08-31,36896.6622167307
2016-09-01,170903.238356898
2016-09-02,52612.9876527322
2016-09-03,68371.3561720912
2016-09-04,48697.3439368838
2016-09-05,51360.8853682674
2016-09-06,38714.0013363209
2016-09-07,56791.6293504812
2016-09-08,68771.3940137773
2016-09-09,40094.2012701078
2016-09-10,34962.6413447379
2016-09-11,68523.5921968328
2016-09-12,21778.5745738834
2016-09-13,77549.3873067517
2016-09-14,113595.410485092
2016-09-15,73761.9490841231
2016-09-16,119095.500398866
2016-09-17,56822.7222607472
2016-09-18,48353.8460431232
2016-09-19,84833.92957307
2016-09-20,126982.79443571
2016-09-21,133085.955143027
2016-09-22,106444.681024505
2016-09-23,30044.8088692492
2016-09-24,39689.9702319395
2016-09-25,70462.9070322454
2016-09-26,46914.6644387334
2016-09-27,50694.5011267462
2016-09-28,48104.2669284042
2016-09-29,20381.1799875108
2016-09-30,59405.8942511157
2016-10-01,28609.2374121007
2016-10-02,104510.26789426
2016-10-03,28420.7950031952
2016-10-04,41093.2431959629
2016-10-05,19106.3436335561
2016-10-06,56172.5145452465
2016-10-07,64217.3554726183
2016-10-08,84754.9337148854
2016-10-09,110561.553604718
2016-10-10,121229.72517502
2016-10-11,155893.787849874
2016-10-12,77857.3009473736
2016-10-13,254857.744271831
2016-10-14,9157.58814906234
2016-10-15,13835.770222786
2016-10-16,28770.391481818
2016-10-17,41512.58765329
2016-10-18,85977.0175295846
2016-10-19,73481.6127641479
2016-10-20,125526.558077202
2016-10-21,104099.465331524
2016-10-22,155753.171820235
2016-10-23,62799.4929911634
2016-10-24,145313.851176178
2016-10-25,315330.375295567
2016-10-26,263233.505663543
2016-10-27,257804.973011019
2016-10-28,228467.286240772
2016-10-29,460475.535972574
2016-10-30,140481.417414872
2016-10-31,196484.958947895
2016-11-01,374868.884074919
2016-11-02,115017.828717381
2016-11-03,194557.386601267
2016-11-04,94827.1371447671
2016-11-05,105707.837980489
2016-11-06,71184.9642727844
2016-11-07,116847.750147406
2016-11-08,109157.505109401
2016-11-09,144247.419579761
2016-11-10,152941.432333786
2016-11-11,193738.310740657
2016-11-12,280252.98219204
2016-11-13,243391.981463977
2016-11-14,79916.7889197278
2016-11-15,183995.598143159
2016-11-16,168925.273492063
2016-11-17,606577.810257272
2016-11-18,196734.149720542
2016-11-19,125740.340646646
2016-11-20,156647.400815369
2016-11-21,80703.7894971883
2016-11-22,182299.055356678
2016-11-23,101463.712390485
2016-11-24,189842.156695998
2016-11-25,111936.105027756
2016-11-26,96442.6561466587
2016-11-27,155048.21458035
2016-11-28,132714.569200288
2016-11-29,285373.892535764
2016-11-30,268549.507475638
2016-12-01,121681.626283887
2016-12-02,397468.567035251
2016-12-03,471860.738789349
2016-12-04,194001.92012606
2016-12-05,553693.71606179
2016-12-06,997317.847404878
2016-12-07,362038.691013786
2016-12-08,340786.507945759
2016-12-09,265064.897191152
2016-12-10,99565.5088068372
2016-12-11,55701.4606766647
2016-12-12,144764.812200771
2016-12-13,126577.640105064
2016-12-14,102651.349244421
2016-12-15,196054.07956716
2016-12-16,167081.046891529
2016-12-17,182578.944376376
2016-12-18,125194.49787559
2016-12-19,212385.985604357
2016-12-20,147092.377243583
2016-12-21,455101.644401364
2016-12-22,466711.302227683
2016-12-23,1198474.87914838
2016-12-24,93635.6076056011
2016-12-25,141699.169565208
2016-12-26,120005.831495884
2016-12-27,260633.815361293
2016-12-28,365360.80460562
2016-12-29,454982.500945819
2016-12-30,196558.829198717
2016-12-31,187225.808172127
2017-01-01,125283.813721072
2017-01-02,166993.345862484
2017-01-03,374150.897465366
2017-01-04,680362.135784769
2017-01-05,549864.540828048
2017-01-06,365628.071573993
2017-01-07,216121.91715123
2017-01-08,205358.243699998
2017-01-09,355637.727306105
2017-01-10,218407.375117963
2017-01-11,190492.941056787
2017-01-12,199747.326566467
2017-01-13,187160.822379605
2017-01-14,195102.909441269
2017-01-15,56426.6976520686
2017-01-16,68976.1797736276
2017-01-17,324700.612082464
2017-01-18,144184.512181291
2017-01-19,181296.237433286
2017-01-20,247217.675395291
2017-01-21,133866.3734931
2017-01-22,126690.535316987
2017-01-23,116556.659016313
2017-01-24,153611.495232711
2017-01-25,138357.557129086
2017-01-26,181485.751980137
2017-01-27,146914.079601115
2017-01-28,89879.996905145
2017-01-29,138815.479821394
2017-01-30,153898.687952486
2017-01-31,315090.230146426
2017-02-01,331723.636902102
2017-02-02,291984.980828334
2017-02-03,478749.451987809
2017-02-04,338908.148274132
2017-02-05,85139.3137013162
2017-02-06,257391.211775333
2017-02-07,225117.809877667
2017-02-08,184917.617405492
2017-02-09,217621.225985059
2017-02-10,224232.564769008
2017-02-11,174460.86763232
2017-02-12,126404.694190715
2017-02-13,116102.987289522
2017-02-14,774519.052851315
2017-02-15,408010.200706378
2017-02-16,334519.77330651
2017-02-17,158995.870551667
2017-02-18,148202.936460511
2017-02-19,141266.39760509
2017-02-20,276425.851741857
2017-02-21,346751.020915912
2017-02-22,217390.954121807
2017-02-23,146207.362051512
2017-02-24,321051.542016432
2017-02-25,222896.147359745
2017-02-26,213933.317133781
2017-02-27,1185872.01055486
2017-02-28,753881.906696573
2017-03-01,572483.8080692
2017-03-02,970600.404426993
2017-03-03,787249.634832081
2017-03-04,222528.478059977
2017-03-05,176252.456546279
2017-03-06,351217.461452763
2017-03-07,434906.079956526
2017-03-08,423650.351541188
2017-03-09,287692.959915798
2017-03-10,717789.220512951
2017-03-11,684133.02852191
2017-03-12,324628.91151407
2017-03-13,1537055.00595066
2017-03-14,358009.898934013
2017-03-15,546022.067091927
2017-03-16,1566496.18281866
2017-03-17,1041179.19936431
2017-03-18,757446.940734866
2017-03-19,287704.850368509
2017-03-20,312542.37202923
2017-03-21,268539.228263018
2017-03-22,258774.296523652
2017-03-23,313066.800854024
2017-03-24,533311.72887233
2017-03-25,376688.363682717
2017-03-26,220484.792352926
2017-03-27,251522.150789659
2017-03-28,295032.284521043
2017-03-29,219226.578243823
2017-03-30,160705.125100516
2017-03-31,502456.831140352
2017-04-01,276169.498537198
2017-04-02,527744.088842437
2017-04-03,626544.692144792
2017-04-04,393598.299020741
2017-04-05,299526.184555454
2017-04-06,602056.894642493
2017-04-07,283662.300624228
2017-04-08,267339.539311378
2017-04-09,143854.607800813
2017-04-10,164619.587432762
2017-04-11,194941.780884778
2017-04-12,202306.832553058
2017-04-13,264639.294706667
2017-04-14,225098.864954674
2017-04-15,267037.518121187
2017-04-16,74189.7530327893
2017-04-17,130918.281682264
2017-04-18,244224.45220527
2017-04-19,452251.784561063
2017-04-20,268032.940434452
2017-04-21,202672.855653364
2017-04-22,191175.069165858
2017-04-23,114433.960361069
2017-04-24,245985.772256318
2017-04-25,150001.693956325
2017-04-26,332845.988393057
2017-04-27,356728.73783869
2017-04-28,535584.035691614
2017-04-29,340259.72422741
2017-04-30,317577.293137225
2017-05-01,511446.564658942
2017-05-02,280605.375849253
2017-05-03,383455.535711457
2017-05-04,598821.613613564
2017-05-05,677433.476783037
2017-05-06,282054.555032177
2017-05-07,224469.132820387
2017-05-08,313308.867419098
2017-05-09,518271.963432414
2017-05-10,291026.785663936
2017-05-11,262473.284548603
2017-05-12,264751.473372368
2017-05-13,102892.849466586
2017-05-14,154117.848738943
2017-05-15,301786.176840188
2017-05-16,331620.539632797
2017-05-17,383908.436651397
2017-05-18,225076.835942767
2017-05-19,405197.908598158
2017-05-20,190863.959629371
2017-05-21,524569.620871367
2017-05-22,797450.4571179
2017-05-23,291588.289639761
2017-05-24,520045.903554211
2017-05-25,326679.112985141
2017-05-26,272610.599738276
2017-05-27,315230.291819427
2017-05-28,167577.617449299
2017-05-29,175170.79705472
2017-05-30,497817.540995653
2017-05-31,479816.337545485
2017-06-01,375814.802335489
2017-06-02,216594.900555045
2017-06-03,209157.028578093
2017-06-04,283646.420211324
2017-06-05,283824.182024513
2017-06-06,316299.432129129
2017-06-07,232732.593787638
2017-06-08,138882.972231933
2017-06-09,162993.673981877
2017-06-10,356200.784250595
2017-06-11,283760.076018881
2017-06-12,418051.882055253
2017-06-13,397718.265843015
2017-06-14,335480.327106195
2017-06-15,346144.158388508
2017-06-16,185964.309127568
2017-06-17,156504.281062986
2017-06-18,216304.214229479
2017-06-19,277625.751161271
2017-06-20,357180.468832113
2017-06-21,302520.48560271
2017-06-22,378292.801621487
2017-06-23,237884.497251246
2017-06-24,157219.893236078
2017-06-25,283126.252789241
2017-06-26,507188.412250406
2017-06-27,335110.85101714
2017-06-28,277672.206475183
2017-06-29,269290.04374078
2017-06-30,177664.785316096
2017-07-01,224493.550970281
2017-07-02,208627.821974306
2017-07-03,316466.455747792
2017-07-04,232986.714320604
2017-07-05,250368.317541077
2017-07-06,191847.911565539
2017-07-07,216988.000489742
2017-07-08,202672.719831058
2017-07-09,109376.329929348
2017-07-10,398414.520572979
2017-07-11,596742.722447163
2017-07-12,365981.381201167
2017-07-13,404566.638218981
2017-07-14,244229.89510397
2017-07-15,331396.507405772
2017-07-16,617988.578848538
2017-07-17,351504.267896672
2017-07-18,412200.273473248
2017-07-19,496401.972968809
2017-07-20,427805.023720226
2017-07-21,304938.014886991
2017-07-22,157052.187466361
2017-07-23,206903.338105968
2017-07-24,236577.138262836
2017-07-25,290836.897706792
2017-07-26,181016.999289299
2017-07-27,260770.271300176
2017-07-28,349716.792105859
2017-07-29,272932.085002437
2017-07-30,239210.334178929
2017-07-31,265940.473049836
2017-08-01,388320.076086927
2017-08-02,258745.247387616
2017-08-03,245321.344572789
2017-08-04,211149.393863127
2017-08-05,295647.969764485
2017-08-06,253894.522311222
2017-08-07,253104.591726941
2017-08-08,239971.172405409
2017-08-09,272183.297081466
2017-08-10,249361.628446492
2017-08-11,315534.389461326
2017-08-12,220538.746474379
2017-08-13,335612.609300167
2017-08-14,295759.824155743
2017-08-15,345520.536423619
2017-08-16,290615.169465285
2017-08-17,272594.594714482
2017-08-18,362178.336588784
2017-08-19,268402.674994209
2017-08-20,181523.19667048
2017-08-21,447784.82885598
2017-08-22,261144.471088775
2017-08-23,242997.187522319
2017-08-24,241072.119834794
2017-08-25,294879.865991848
2017-08-26,172640.219244926
2017-08-27,182675.506937031
2017-08-28,354144.30282017
2017-08-29,323829.863969496
2017-08-30,325651.175408584
2017-08-31,194927.575981505
2017-09-01,297943.712285414
2017-09-02,286925.253859526
2017-09-03,349717.40564126
2017-09-04,618786.544954928
2017-09-05,487006.135325755
2017-09-06,437687.821160109
2017-09-07,281283.812303925
2017-09-08,447628.302050065
2017-09-09,289320.811531034
2017-09-10,307336.093946643
2017-09-11,245479.751289896
2017-09-12,314622.991516461
2017-09-13,334607.910559307
2017-09-14,499482.446934402
2017-09-15,846392.879024682
2017-09-16,302983.400686785
2017-09-17,249726.121183676
2017-09-18,324828.337259447
2017-09-19,259434.526054679
2017-09-20,175741.013737099
2017-09-21,254849.425391938
2017-09-22,150853.264570544
2017-09-23,143933.908713642
2017-09-24,158725.828292595
2017-09-25,307782.387476528
2017-09-26,151792.591257548
2017-09-27,224842.430104418
2017-09-28,199717.298141208
2017-09-29,163595.639832986
2017-09-30,121741.839443628
2017-10-01,173305.793911662
2017-10-02,277860.953216803
2017-10-03,252167.366256445
2017-10-04,227830.795861598
2017-10-05,96940.7444630981
2017-10-06,134411.877542855
2017-10-07,93305.6110922628
2017-10-08,140115.614787208
2017-10-09,209934.43416951
2017-10-10,148218.091624205
2017-10-11,178337.022159304
2017-10-12,269372.622229091
2017-10-13,389500.837834274
2017-10-14,297929.474631923
2017-10-15,229395.686098067
2017-10-16,173771.799215792
2017-10-17,325847.228735979
2017-10-18,273533.634208885
2017-10-19,138885.39806532
2017-10-20,219484.330339646
2017-10-21,148396.921412196
2017-10-22,131845.196858216
2017-10-23,246144.924420778
2017-10-24,261578.623452926
2017-10-25,180558.485478171
2017-10-26,201921.891049258
2017-10-27,132412.993760963
2017-10-28,96418.0270995051
2017-10-29,163629.405749533
2017-10-30,180871.252619822
2017-10-31,136497.240979857
2017-11-01,224596.142376406
2017-11-02,415966.662787728
2017-11-03,259786.260282148
2017-11-04,144401.441182666
2017-11-05,141903.466339599
2017-11-06,274370.46687478
2017-11-07,272849.572854423
2017-11-08,523323.865732796
2017-11-09,352357.274514879
2017-11-10,395821.138345855
2017-11-11,348639.10318711
2017-11-12,623076.131897957
2017-11-13,391994.326976628
2017-11-14,395292.655630421
2017-11-15,328940.171420504
2017-11-16,264681.586547203
2017-11-17,241735.855838773
2017-11-18,224930.272394713
2017-11-19,279392.326420155
2017-11-20,574042.143854365
2017-11-21,384016.823471301
2017-11-22,300125.679676533
2017-11-23,541799.18144794
2017-11-24,433175.83947497
2017-11-25,344050.160915675
2017-11-26,291994.069446491
2017-11-27,311974.282306992
2017-11-28,389575.489705756
2017-11-29,511263.580468699
2017-11-30,387401.902407533
2017-12-01,286217.040921887
2017-12-02,225340.95218026
2017-12-03,299400.974185777
2017-12-04,231491.232079193
2017-12-05,517382.247983998
2017-12-06,589755.864154795
2017-12-07,792425.131144406
2017-12-08,462772.784784156
2017-12-09,369991.167793243
2017-12-10,332441.592205991
2017-12-11,342912.060288987
2017-12-12,710921.354244388
2017-12-13,602861.360738473
2017-12-14,652899.005632617
2017-12-15,511183.865045594
2017-12-16,269259.746157446
2017-12-17,315162.310202414
2017-12-18,487726.196051112
2017-12-19,604590.702062861
2017-12-20,615668.436180578
2017-12-21,487438.089053857
2017-12-22,843139.988402814
2017-12-23,329674.477640373
2017-12-24,381660.973816475
2017-12-25,378540.950357341
2017-12-26,357988.883620194
2017-12-27,404269.340172706
2017-12-28,489951.239968186
2017-12-29,513596.739957486
2017-12-30,650547.788208403
2017-12-31,303062.973896665
2018-01-01,399557.20121463
2018-01-02,646936.598644289
2018-01-03,528224.393658047
2018-01-04,1019787.62568713
2018-01-05,653627.82474147
2018-01-06,402626.97845518
2018-01-07,554004.999210956
2018-01-08,794859.996803853
2018-01-09,931943.143375052
2018-01-10,721389.132307855
2018-01-11,683091.515720656
2018-01-12,347376.345970873
2018-01-13,350797.11773428
2018-01-14,301809.205802231
2018-01-15,550904.592796487
2018-01-16,564589.199122113
2018-01-17,1005801.30317421
2018-01-18,564378.48391017
2018-01-19,418081.475408783
2018-01-20,242629.346718178
2018-01-21,692703.613800134
2018-01-22,319402.502158398
2018-01-23,291670.804347068
2018-01-24,495751.356667219
2018-01-25,399706.095859777
2018-01-26,557220.71481468
2018-01-27,250703.714454574
2018-01-28,351303.234578269
2018-01-29,396474.416037221
2018-01-30,445362.271434984
2018-01-31,394023.134417283
2018-02-01,559200.355936471
2018-02-02,668823.431738578
2018-02-03,232361.71380708
2018-02-04,336276.974306769
2018-02-05,498013.625601418
2018-02-06,579911.787424223
2018-02-07,407815.178192406
2018-02-08,159196.052883654
2018-02-09,215481.399101716
2018-02-10,210418.399838872
2018-02-11,355763.203936229
2018-02-12,254052.287010001
2018-02-13,243765.757591975
2018-02-14,212917.523051741
2018-02-15,260847.436854729
2018-02-16,158496.690799225
2018-02-17,143549.552193237
2018-02-18,142388.223042362
2018-02-19,126254.495356884
2018-02-20,244461.545547667
2018-02-21,218959.424292536
2018-02-22,157423.278467846
2018-02-23,171048.685918894
2018-02-24,120277.156832835
2018-02-25,92947.9977943911
2018-02-26,264597.564374421
2018-02-27,164410.897891634
2018-02-28,153813.059243801
2018-03-01,145647.876456092
2018-03-02,165991.968139864
2018-03-03,134920.861602205
2018-03-04,102930.722234716
2018-03-05,187757.003386574
2018-03-06,286558.499409063
2018-03-07,314032.345574197
2018-03-08,227716.875374388
2018-03-09,244292.246721801
2018-03-10,207454.224841816
2018-03-11,101977.163422993
2018-03-12,103618.87171886
2018-03-13,836682.092789799
2018-03-14,299312.059654577
2018-03-15,291713.998629226
2018-03-16,235813.580558714
2018-03-17,175307.670530022
2018-03-18,501699.893088789
2018-03-19,450256.642172499
2018-03-20,217698.135735408
2018-03-21,327204.452727856
2018-03-22,257237.317808325
2018-03-23,410733.874519051
2018-03-24,185048.445607248
2018-03-25,143125.710977545
2018-03-26,308591.194134081
2018-03-27,501566.893070451
2018-03-28,308458.377359402
2018-03-29,409162.100232644
2018-03-30,344717.302951912
2018-03-31,222887.10001381
2018-04-01,217164.601234767
2018-04-02,223461.501403189
2018-04-03,204525.144731273
2018-04-04,278632.982416275
2018-04-05,191828.656531591
2018-04-06,167765.634703217
2018-04-07,135956.335168139
2018-04-08,310547.149241483
2018-04-09,213500.362810122
2018-04-10,179811.78307792
2018-04-11,237740.030153329
2018-04-12,342240.732021613
2018-04-13,315012.511041816
2018-04-14,145809.95875935
