Date,supply/profit_relative
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,1.96867047835026e-06
2015-08-09,0.000129369857669235
2015-08-10,0.000774151812927234
2015-08-11,0.0264155219996226
2015-08-12,0.0303009782291172
2015-08-13,0.0839009113892629
2015-08-14,0.0936073102121968
2015-08-15,0.0442064635535572
2015-08-16,0.0538402401777644
2015-08-17,0.00708308623496219
2015-08-18,0.00514883408425651
2015-08-19,0.0250803170139428
2015-08-20,0.0935753758035035
2015-08-21,0.0880409816905356
2015-08-22,0.0885476638406764
2015-08-23,0.0752185141160011
2015-08-24,0.00782719474890134
2015-08-25,0.00504055580587158
2015-08-26,0.00605359297724162
2015-08-27,0.00592816431666587
2015-08-28,0.00907757129971717
2015-08-29,0.0117599441040792
2015-08-30,0.0916692870643358
2015-08-31,0.0998104523428887
2015-09-01,0.0965272585365104
2015-09-02,0.0866123924460843
2015-09-03,0.0204450254921487
2015-09-04,0.0239951837351621
2015-09-05,0.0985796149591783
2015-09-06,0.0917870341721389
2015-09-07,0.0180992051356803
2015-09-08,0.0210462614541078
2015-09-09,0.0127091821081441
2015-09-10,0.00907907998235929
2015-09-11,0.00306850389277139
2015-09-12,0.00518109846842315
2015-09-13,0.00194005754620358
2015-09-14,0.00180412276600702
2015-09-15,0.0139579430348964
2015-09-16,0.00235075863543382
2015-09-17,0.00246106272681666
2015-09-18,0.00207159132487542
2015-09-19,0.00398085300299856
2015-09-20,0.0151829851091128
2015-09-21,0.0175676383673885
2015-09-22,0.0144397618575086
2015-09-23,0.0110452627639756
2015-09-24,0.00170745515879293
2015-09-25,0.00132339785670898
2015-09-26,0.00530783061091936
2015-09-27,0.00116675876204839
2015-09-28,1.45433820492282e-06
2015-09-29,0.00108154831772819
2015-09-30,0.00473970790489928
2015-10-01,0.00111018378165214
2015-10-02,0.00362454573588101
2015-10-03,0.00355949742176671
2015-10-04,0.0010680154590651
2015-10-05,0.000297678713111326
2015-10-06,0.00409858544112988
2015-10-07,0.000528682026218425
2015-10-08,0.00551835992092692
2015-10-09,0.00549064008926434
2015-10-10,0.00208969026214525
2015-10-11,0.00560389468405164
2015-10-12,0.00185636433431027
2015-10-13,0.00274028320315879
2015-10-14,0.000108070081445725
2015-10-15,0.00022670258681408
2015-10-16,0.000286463294934492
2015-10-17,0.000686681646390395
2015-10-18,0.000129725838821784
2015-10-19,1.94024404602922e-05
2015-10-20,7.45105421559283e-06
2015-10-21,0.000298536419834961
2015-10-22,0.0125830583289664
2015-10-23,0.0024456413779415
2015-10-24,0.0084007504686363
2015-10-25,0.0299445868159056
2015-10-26,0.0517067114093733
2015-10-27,0.0843659651512513
2015-10-28,0.104183215285095
