Date,indicators/unrealized_profit
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,2.41239315511436e-08
2015-08-09,2.47234051381918e-06
2015-08-10,2.9427583468822e-05
2015-08-11,0.0059090793691434
2015-08-12,0.00804545815122135
2015-08-13,0.0773713383639747
2015-08-14,0.0737608806219004
2015-08-15,0.0430460580811989
2015-08-16,0.0351069570296759
2015-08-17,0.00123638396060392
2015-08-18,0.000981453246393577
2015-08-19,0.00159697809962635
2015-08-20,0.0257207215557612
2015-08-21,0.0158290870764869
2015-08-22,0.014901776558914
2015-08-23,0.0103223745669466
2015-08-24,0.00130011464346352
2015-08-25,0.000930595213792388
2015-08-26,0.00104098477392812
2015-08-27,0.000965283940016678
2015-08-28,0.00108676429975066
2015-08-29,0.00116335250938734
2015-08-30,0.00785627671907538
2015-08-31,0.014182112781543
2015-09-01,0.0115036598224944
2015-09-02,0.00409420192341672
2015-09-03,0.00191315752252799
2015-09-04,0.00222312439168797
2015-09-05,0.00939538865061463
2015-09-06,0.00391944135270576
2015-09-07,0.00176623223874224
2015-09-08,0.00189259102234613
2015-09-09,0.0013744823848756
2015-09-10,0.00097663947206032
2015-09-11,0.000499924584091544
2015-09-12,0.000699777408131579
2015-09-13,0.000389236006722011
2015-09-14,0.000297884273900655
2015-09-15,0.000574265758647174
2015-09-16,0.00035360860030396
2015-09-17,0.000323003181447296
2015-09-18,0.00027013082412859
2015-09-19,0.000339615188224377
2015-09-20,0.00102693047481553
2015-09-21,0.00110858288371592
2015-09-22,0.000541797858507631
2015-09-23,0.000414660056773705
2015-09-24,0.000184576561395606
2015-09-25,6.38646939495418e-05
2015-09-26,0.000321134817943705
2015-09-27,4.51755466490539e-05
2015-09-28,1.77805209205869e-08
2015-09-29,7.81424288214017e-05
2015-09-30,0.000355515741051973
2015-10-01,6.70043687192421e-05
2015-10-02,7.84794488820795e-05
2015-10-03,8.5205992965575e-05
2015-10-04,5.38954798128798e-05
2015-10-05,1.31553846281627e-05
2015-10-06,0.000164108781397667
2015-10-07,8.46047987576938e-06
2015-10-08,0.000280710657815538
2015-10-09,0.000186338185164693
2015-10-10,5.14723470295339e-05
2015-10-11,0.000104227590106504
2015-10-12,3.73342578234129e-05
2015-10-13,2.91971643227202e-05
2015-10-14,3.98330072842814e-06
2015-10-15,2.0866292460268e-05
2015-10-16,5.01082142681144e-06
2015-10-17,2.47421511034716e-05
2015-10-18,8.16944665289988e-07
2015-10-19,1.12840499878041e-07
2015-10-20,2.7383183130474e-08
2015-10-21,7.82163934618363e-06
2015-10-22,0.000701524006510617
2015-10-23,0.000260809399384747
2015-10-24,0.000534119733470906
2015-10-25,0.00271870679109151
