Date,distribution/herfindahl
2018-11-04,0.00218
2018-11-05,0.00219
2018-11-06,0.002188
2018-11-07,0.002193
2018-11-08,0.0022
2018-11-09,0.002194
2018-11-10,0.002194
2018-11-11,0.00219
2018-11-12,0.002198
2018-11-13,0.002195
2018-11-14,0.002191
2018-11-15,0.002194
2018-11-16,0.002191
2018-11-17,0.002191
2018-11-18,0.002197
2018-11-19,0.002217
2018-11-20,0.002236
2018-11-21,0.002215
2018-11-22,0.002225
2018-11-23,0.002234
2018-11-24,0.002234
2018-11-25,0.002242
2018-11-26,0.002256
2018-11-27,0.002254
2018-11-28,0.002249
2018-11-29,0.002245
2018-11-30,0.001978
2018-12-01,0.000974
2018-12-02,0.000974
2018-12-03,0.000975
2018-12-04,0.000993
2018-12-05,0.001002
2018-12-06,0.001003
2018-12-07,0.001
2018-12-08,0.001
2018-12-09,0.001002
2018-12-10,0.001002
2018-12-11,0.001002
2018-12-12,0.001003
2018-12-13,0.000999
2018-12-14,0.000996
2018-12-15,0.000996
2018-12-16,0.000994
2018-12-17,0.000998
2018-12-18,0.000999
2018-12-19,0.000988
2018-12-20,0.000972
2018-12-21,0.000979
2018-12-22,0.000975
2018-12-23,0.000976
2018-12-24,0.000973
2018-12-25,0.000973
2018-12-26,0.000972
2018-12-27,0.000974
2018-12-28,0.000974
2018-12-29,0.000977
2018-12-30,0.000977
2018-12-31,0.000977
2019-01-01,0.000976
2019-01-02,0.000977
2019-01-03,0.000974
2019-01-04,0.000966
2019-01-05,0.00096
2019-01-06,0.000962
2019-01-07,0.000965
2019-01-08,0.000962
2019-01-09,0.000963
2019-01-10,0.000957
2019-01-11,0.000938
2019-01-12,0.000939
2019-01-13,0.000988
2019-01-14,0.00096
2019-01-15,0.00096
2019-01-16,0.000961
2019-01-17,0.000959
2019-01-18,0.000962
2019-01-19,0.000962
2019-01-20,0.000961
2019-01-21,0.00096
2019-01-22,0.000953
2019-01-23,0.000953
2019-01-24,0.000952
2019-01-25,0.000951
2019-01-26,0.00095
2019-01-27,0.00095
2019-01-28,0.00095
2019-01-29,0.00095
2019-01-30,0.000949
2019-01-31,0.00095
2019-02-01,0.00095
2019-02-02,0.00095
2019-02-03,0.000951
2019-02-04,0.00095
2019-02-05,0.000941
2019-02-06,0.00094
2019-02-07,0.000938
2019-02-08,0.000942
2019-02-09,0.000943
2019-02-10,0.000942
2019-02-11,0.000945
2019-02-12,0.000944
2019-02-13,0.000939
2019-02-14,0.000942
2019-02-15,0.000941
2019-02-16,0.000942
2019-02-17,0.000944
2019-02-18,0.000947
2019-02-19,0.000948
2019-02-20,0.000947
2019-02-21,0.00098
2019-02-22,0.000978
2019-02-23,0.000976
2019-02-24,0.000976
2019-02-25,0.000976
2019-02-26,0.000974
2019-02-27,0.000975
2019-02-28,0.000974
2019-03-01,0.000975
2019-03-02,0.000975
2019-03-03,0.000974
2019-03-04,0.000974
2019-03-05,0.000972
2019-03-06,0.000991
2019-03-07,0.00099
2019-03-08,0.000989
2019-03-09,0.000992
2019-03-10,0.000994
2019-03-11,0.000996
2019-03-12,0.000995
2019-03-13,0.000997
2019-03-14,0.000991
2019-03-15,0.000993
2019-03-16,0.000993
2019-03-17,0.000984
2019-03-18,0.000988
2019-03-19,0.000987
2019-03-20,0.000985
2019-03-21,0.000979
2019-03-22,0.000982
2019-03-23,0.000982
2019-03-24,0.000981
2019-03-25,0.001019
2019-03-26,0.00103
2019-03-27,0.001031
2019-03-28,0.001029
2019-03-29,0.001032
2019-03-30,0.001004
2019-03-31,0.001005
2019-04-01,0.001003
2019-04-02,0.001007
2019-04-03,0.001007
2019-04-04,0.001005
2019-04-05,0.001006
2019-04-06,0.001008
2019-04-07,0.001009
2019-04-08,0.001016
2019-04-09,0.001016
2019-04-10,0.001016
2019-04-11,0.001014
2019-04-12,0.001013
2019-04-13,0.001013
2019-04-14,0.001013
2019-04-15,0.001014
2019-04-16,0.001016
2019-04-17,0.001015
2019-04-18,0.001013
2019-04-19,0.001013
2019-04-20,0.001013
2019-04-21,0.001011
2019-04-22,0.001009
2019-04-23,0.001009
2019-04-24,0.001008
2019-04-25,0.001007
2019-04-26,0.001003
2019-04-27,0.001001
2019-04-28,0.001001
2019-04-29,0.000999
2019-04-30,0.000992
2019-05-01,0.000992
2019-05-02,0.00099
2019-05-03,0.00099
2019-05-04,0.00099
2019-05-05,0.000989
2019-05-06,0.000987
2019-05-07,0.000988
2019-05-08,0.000994
2019-05-09,0.000995
2019-05-10,0.000993
2019-05-11,0.000998
2019-05-12,0.000996
2019-05-13,0.000984
2019-05-14,0.00098
2019-05-15,0.000978
2019-05-16,0.000962
2019-05-17,0.000972
2019-05-18,0.000971
2019-05-19,0.000972
2019-05-20,0.000973
2019-05-21,0.000972
2019-05-22,0.000973
2019-05-23,0.000974
2019-05-24,0.000975
2019-05-25,0.000974
2019-05-26,0.000975
2019-05-27,0.000976
2019-05-28,0.001
2019-05-29,0.000987
2019-05-30,0.000989
2019-05-31,0.000982
2019-06-01,0.000981
2019-06-02,0.000981
2019-06-03,0.000978
2019-06-04,0.000976
2019-06-05,0.000979
2019-06-06,0.000982
2019-06-07,0.000983
2019-06-08,0.000986
2019-06-09,0.000986
2019-06-10,0.000994
2019-06-11,0.000996
2019-06-12,0.000996
2019-06-13,0.001001
2019-06-14,0.00101
2019-06-15,0.001017
2019-06-16,0.001018
2019-06-17,0.001022
2019-06-18,0.001033
2019-06-19,0.001037
2019-06-20,0.00104
2019-06-21,0.00104
2019-06-22,0.001035
2019-06-23,0.001037
2019-06-24,0.001042
2019-06-25,0.001048
2019-06-26,0.001055
2019-06-27,0.001068
2019-06-28,0.00108
2019-06-29,0.001073
2019-06-30,0.001074
2019-07-01,0.001074
2019-07-02,0.001073
2019-07-03,0.001073
2019-07-04,0.001072
2019-07-05,0.001071
2019-07-06,0.00107
2019-07-07,0.00107
2019-07-08,0.00107
2019-07-09,0.001068
2019-07-10,0.001061
2019-07-11,0.001056
2019-07-12,0.001056
2019-07-13,0.001056
2019-07-14,0.001054
2019-07-15,0.001057
2019-07-16,0.001058
2019-07-17,0.001061
2019-07-18,0.001064
2019-07-19,0.001065
2019-07-20,0.001066
2019-07-21,0.001067
2019-07-22,0.001067
2019-07-23,0.001067
2019-07-24,0.00107
2019-07-25,0.001071
2019-07-26,0.001048
2019-07-27,0.001047
2019-07-28,0.001046
2019-07-29,0.00105
2019-07-30,0.001051
2019-07-31,0.001049
2019-08-01,0.001024
2019-08-02,0.001022
2019-08-03,0.001019
2019-08-04,0.001017
2019-08-05,0.001024
2019-08-06,0.001029
2019-08-07,0.001029
2019-08-08,0.001033
2019-08-09,0.001032
2019-08-10,0.001033
2019-08-11,0.001032
2019-08-12,0.001032
2019-08-13,0.00103
2019-08-14,0.00103
2019-08-15,0.001024
2019-08-16,0.001024
2019-08-17,0.001025
2019-08-18,0.001024
2019-08-19,0.001027
2019-08-20,0.001024
2019-08-21,0.001024
2019-08-22,0.001023
2019-08-23,0.001022
2019-08-24,0.001023
2019-08-25,0.001022
2019-08-26,0.001021
2019-08-27,0.001021
2019-08-28,0.00102
2019-08-29,0.001021
2019-08-30,0.001023
2019-08-31,0.001023
2019-09-01,0.001022
2019-09-02,0.001021
2019-09-03,0.001022
2019-09-04,0.001022
2019-09-05,0.001022
2019-09-06,0.001021
2019-09-07,0.001021
2019-09-08,0.001021
2019-09-09,0.001021
2019-09-10,0.001017
2019-09-11,0.001015
2019-09-12,0.001016
2019-09-13,0.001015
2019-09-14,0.001016
2019-09-15,0.001018
2019-09-16,0.001018
2019-09-17,0.001018
2019-09-18,0.00102
2019-09-19,0.001021
2019-09-20,0.001021
2019-09-21,0.001021
2019-09-22,0.00102
2019-09-23,0.00102
2019-09-24,0.001021
2019-09-25,0.001016
2019-09-26,0.001011
2019-09-27,0.001009
2019-09-28,0.001008
2019-09-29,0.001008
2019-09-30,0.001008
2019-10-01,0.001008
2019-10-02,0.001009
2019-10-03,0.001008
2019-10-04,0.001009
2019-10-05,0.001009
2019-10-06,0.001009
2019-10-07,0.001007
2019-10-08,0.001002
2019-10-09,0.001002
2019-10-10,0.001002
2019-10-11,0.001002
2019-10-12,0.001002
2019-10-13,0.001002
2019-10-14,0.000927
2019-10-15,0.000928
2019-10-16,0.000928
2019-10-17,0.000927
2019-10-18,0.000925
2019-10-19,0.000924
2019-10-20,0.000924
2019-10-21,0.000923
2019-10-22,0.000917
2019-10-23,0.000917
2019-10-24,0.000918
2019-10-25,0.000918
2019-10-26,0.000921
2019-10-27,0.000921
2019-10-28,0.000921
2019-10-29,0.000919
2019-10-30,0.000918
2019-10-31,0.000918
2019-11-01,0.000918
2019-11-02,0.000916
2019-11-03,0.000916
2019-11-04,0.000916
2019-11-05,0.000917
2019-11-06,0.000917
2019-11-07,0.000915
2019-11-08,0.00091
2019-11-09,0.00091
2019-11-10,0.00091
2019-11-11,0.000909
2019-11-12,0.00091
2019-11-13,0.000911
2019-11-14,0.000911
2019-11-15,0.00091
2019-11-16,0.00091
2019-11-17,0.00091
2019-11-18,0.00091
2019-11-19,0.00091
2019-11-20,0.00091
2019-11-21,0.00091
2019-11-22,0.000906
2019-11-23,0.000905
2019-11-24,0.000906
2019-11-25,0.000909
2019-11-26,0.000909
2019-11-27,0.000921
2019-11-28,0.000906
2019-11-29,0.000906
2019-11-30,0.000906
2019-12-01,0.000906
2019-12-02,0.000906
2019-12-03,0.000904
2019-12-04,0.000903
2019-12-05,0.000905
2019-12-06,0.000905
2019-12-07,0.000905
2019-12-08,0.000905
2019-12-09,0.000906
2019-12-10,0.000906
2019-12-11,0.000905
2019-12-12,0.000902
2019-12-13,0.000901
2019-12-14,0.000902
2019-12-15,0.000902
2019-12-16,0.000903
2019-12-17,0.000906
2019-12-18,0.000907
2019-12-19,0.000903
2019-12-20,0.000904
2019-12-21,0.000905
2019-12-22,0.000906
2019-12-23,0.000907
2019-12-24,0.000907
2019-12-25,0.000903
2019-12-26,0.000903
2019-12-27,0.000904
2019-12-28,0.000908
2019-12-29,0.000906
2019-12-30,0.000907
2019-12-31,0.000906
2020-01-01,0.000906
2020-01-02,0.000907
2020-01-03,0.000907
2020-01-04,0.000908
2020-01-05,0.000907
2020-01-06,0.000909
2020-01-07,0.000908
2020-01-08,0.000907
2020-01-09,0.000908
2020-01-10,0.000908
2020-01-11,0.000908
2020-01-12,0.000908
2020-01-13,0.000909
2020-01-14,0.00091
2020-01-15,0.000911
2020-01-16,0.000913
2020-01-17,0.000912
2020-01-18,0.000911
2020-01-19,0.000911
2020-01-20,0.000911
2020-01-21,0.000912
2020-01-22,0.000912
2020-01-23,0.00091
2020-01-24,0.000909
2020-01-25,0.000908
2020-01-26,0.000909
2020-01-27,0.000908
2020-01-28,0.000909
2020-01-29,0.000909
2020-01-30,0.00091
2020-01-31,0.000912
2020-02-01,0.000914
2020-02-02,0.000914
2020-02-03,0.000914
2020-02-04,0.000914
2020-02-05,0.000915
2020-02-06,0.000915
2020-02-07,0.000908
2020-02-08,0.000909
2020-02-09,0.000908
2020-02-10,0.000909
2020-02-11,0.000909
2020-02-12,0.000912
2020-02-13,0.000914
2020-02-14,0.000914
2020-02-15,0.000913
2020-02-16,0.000914
2020-02-17,0.000915
2020-02-18,0.000914
2020-02-19,0.000913
2020-02-20,0.000914
2020-02-21,0.000914
2020-02-22,0.000912
2020-02-23,0.000911
2020-02-24,0.000912
2020-02-25,0.000917
2020-02-26,0.000918
2020-02-27,0.000917
2020-02-28,0.000917
2020-02-29,0.000917
2020-03-01,0.000916
2020-03-02,0.000917
2020-03-03,0.000917
2020-03-04,0.000916
2020-03-05,0.000918
2020-03-06,0.000919
2020-03-07,0.000919
2020-03-08,0.000919
2020-03-09,0.000924
2020-03-10,0.000927
2020-03-11,0.000929
2020-03-12,0.000926
2020-03-13,0.000921
2020-03-14,0.000926
2020-03-15,0.000923
2020-03-16,0.000922
2020-03-17,0.000931
2020-03-18,0.00093
2020-03-19,0.00093
2020-03-20,0.000939
2020-03-21,0.00094
2020-03-22,0.00094
2020-03-23,0.000939
2020-03-24,0.000943
2020-03-25,0.000941
2020-03-26,0.000943
2020-03-27,0.000941
2020-03-28,0.000942
2020-03-29,0.000942
2020-03-30,0.000941
2020-03-31,0.00094
2020-04-01,0.00094
2020-04-02,0.000931
2020-04-03,0.000922
2020-04-04,0.000915
2020-04-05,0.000911
2020-04-06,0.000914
2020-04-07,0.000918
2020-04-08,0.000922
2020-04-09,0.000921
2020-04-10,0.000922
2020-04-11,0.00092
2020-04-12,0.000919
2020-04-13,0.000921
2020-04-14,0.000921
2020-04-15,0.000921
2020-04-16,0.000921
2020-04-17,0.000926
2020-04-18,0.000926
2020-04-19,0.000924
2020-04-20,0.000925
2020-04-21,0.000928
2020-04-22,0.000929
2020-04-23,0.000932
2020-04-24,0.000898
2020-04-25,0.000897
2020-04-26,0.000897
2020-04-27,0.000898
2020-04-28,0.000897
2020-04-29,0.000898
2020-04-30,0.000902
2020-05-01,0.000901
2020-05-02,0.0009
2020-05-03,0.000899
2020-05-04,0.000899
2020-05-05,0.000899
2020-05-06,0.0009
2020-05-07,0.000902
2020-05-08,0.000904
2020-05-09,0.000905
2020-05-10,0.000902
2020-05-11,0.000902
2020-05-12,0.000902282806878691
2020-05-13,0.000903796374375099
2020-05-14,0.00090245567473602
2020-05-15,0.000902623393551255
2020-05-16,0.000902515936352721
2020-05-17,0.000902482745048045
2020-05-18,0.000905586620739964
2020-05-19,0.000904205457499136
2020-05-20,0.000904918950614764
2020-05-21,0.000902943600894912
2020-05-22,0.000902796610347107
2020-05-23,0.000901404737649513
2020-05-24,0.00089993708119388
2020-05-25,0.000899594821464124
2020-05-26,0.000897073982172263
2020-05-27,0.000895988275594386
2020-05-28,0.000894947024378483
2020-05-29,0.000894762097842705
2020-05-30,0.000896240770535799
2020-05-31,0.000896306416412571
2020-06-01,0.000897016891174171
2020-06-02,0.000917297036329111
2020-06-03,0.000914559505647384
2020-06-04,0.000914445428770096
2020-06-05,0.000918650760186748
2020-06-06,0.000917843937107285
2020-06-07,0.000917850856136747
2020-06-08,0.000916387281880578
2020-06-09,0.00091471484785808
2020-06-10,0.000912340366388349
2020-06-11,0.000912715993239874
2020-06-12,0.000911722518684945
2020-06-13,0.000911616124797599
2020-06-14,0.000910155346795357
2020-06-15,0.000909790720873267
2020-06-16,0.000910243754134795
2020-06-17,0.0009104591013124
2020-06-18,0.000912048259203599
2020-06-19,0.000913327038008433
2020-06-20,0.000914078849206816
2020-06-21,0.000913948596371726
2020-06-22,0.000915303135185548
2020-06-23,0.000912067865957635
2020-06-24,0.000909056915966462
2020-06-25,0.000824713612794426
2020-06-26,0.000817206446103061
2020-06-27,0.000817347084891945
2020-06-28,0.000817186726005243
2020-06-29,0.000817050268847471
2020-06-30,0.000816621158381443
2020-07-01,0.000816005987680348
2020-07-02,0.000816678830624387
2020-07-03,0.000815259648811914
2020-07-04,0.000815802017879341
2020-07-05,0.000815877819675473
2020-07-06,0.00081669693143547
2020-07-07,0.000816383696247718
2020-07-08,0.000815248826027847
2020-07-09,0.000814038346440847
2020-07-10,0.000814364530777292
2020-07-11,0.000814870955357186
2020-07-12,0.000814349675680423
2020-07-13,0.000812333806752232
2020-07-14,0.000807974797375026
2020-07-15,0.000807605530610532
2020-07-16,0.000806407503350084
2020-07-17,0.00080575915344471
2020-07-18,0.000805657164613311
2020-07-19,0.000804119532013565
2020-07-20,0.000805518121218973
2020-07-21,0.000804722630705367
2020-07-22,0.000801934843402053
2020-07-23,0.000782488922089244
2020-07-24,0.000784320691061246
2020-07-25,0.000783085542319093
2020-07-26,0.00078448894167731
2020-07-27,0.000777837854127899
2020-07-28,0.000779761257081465
2020-07-29,0.000781119618055288
2020-07-30,0.000781807171264926
2020-07-31,0.000783472195578955
2020-08-01,0.000784046037138466
2020-08-02,0.000785917903396325
2020-08-03,0.000789537983881181
2020-08-04,0.000795333968645664
2020-08-05,0.000797475236494344
2020-08-06,0.00080309686651727
2020-08-07,0.000805460904172566
2020-08-08,0.000804653301816515
2020-08-09,0.000804985053513698
2020-08-10,0.000810927921856415
2020-08-11,0.000810917405007101
2020-08-12,0.000810996553083082
2020-08-13,0.000810064222134904
2020-08-14,0.000815445003967646
2020-08-15,0.000815598426471598
2020-08-16,0.000816446673099282
2020-08-17,0.00081638149105196
2020-08-18,0.000820338962353844
2020-08-19,0.000820344841706304
2020-08-20,0.000820963839082067
2020-08-21,0.000818165757267108
2020-08-22,0.000820024292302589
2020-08-23,0.000820212826019805
2020-08-24,0.0008210481196005
2020-08-25,0.000820125529062965
2020-08-26,0.000821250471851463
2020-08-27,0.000822257957231999
2020-08-28,0.000824213832877246
2020-08-29,0.000824239923651025
2020-08-30,0.000823677772580558
2020-08-31,0.0008253606244316
2020-09-01,0.000825347488663306
2020-09-02,0.000829539126071649
2020-09-03,0.000828601994160433
2020-09-04,0.000821669015513268
2020-09-05,0.000812837052574304
2020-09-06,0.000828184512527898
2020-09-07,0.000833382124858901
2020-09-08,0.000835523198937906
2020-09-09,0.000838208486366236
2020-09-10,0.000831363917277432
2020-09-11,0.000834115843836365
2020-09-12,0.000831646546760903
2020-09-13,0.000831028544196493
2020-09-14,0.000830147537596243
2020-09-15,0.000831968587407974
2020-09-16,0.000827807095316569
2020-09-17,0.000829279378756738
2020-09-18,0.00083013258164436
2020-09-19,0.000830386390497457
2020-09-20,0.000831496337475545
2020-09-21,0.000831008794422495
2020-09-22,0.000830995532748958
2020-09-23,0.000829204932222046
2020-09-24,0.000830830343809919
2020-09-25,0.000831972040767878
2020-09-26,0.000834095521186123
2020-09-27,0.000834905458395581
2020-09-28,0.000836971594098982
2020-09-29,0.000835571322460973
2020-09-30,0.000834500807331878
2020-10-01,0.000832916567377673
2020-10-02,0.000832255365334795
2020-10-03,0.000832290919319529
2020-10-04,0.000831285833359116
2020-10-05,0.000830041992333141
2020-10-06,0.000829848388034323
2020-10-07,0.00083122365687186
2020-10-08,0.00081980265609269
2020-10-09,0.000809311883072498
2020-10-10,0.000806143434600445
2020-10-11,0.000807717810040843
2020-10-12,0.000807764620210843
2020-10-13,0.00080743315450157
2020-10-14,0.000802423876057473
2020-10-15,0.000801997877221888
2020-10-16,0.000799245303965079
2020-10-17,0.000798260322465397
2020-10-18,0.000797688313331071
2020-10-19,0.000795678498018748
2020-10-20,0.000794733551945256
2020-10-21,0.00079343536883025
2020-10-22,0.000795269642977033
2020-10-23,0.000796982495626996
2020-10-24,0.000797517368194636
2020-10-25,0.000797452057588733
2020-10-26,0.000794001388061239
2020-10-27,0.000793310659267689
2020-10-28,0.000794053489042468
2020-10-29,0.000792342776287183
2020-10-30,0.000792114616012637
2020-10-31,0.000790796910041433
2020-11-01,0.000790226652272902
2020-11-02,0.000787271463777435
2020-11-03,0.000787162372716807
2020-11-04,0.000785350105343607
2020-11-05,0.000785318760753859
2020-11-06,0.000786735264118078
2020-11-07,0.000790994074138472
2020-11-08,0.000789396274957819
2020-11-09,0.000791798296203666
2020-11-10,0.000794092877386123
2020-11-11,0.000793451159417828
2020-11-12,0.000789761884891221
2020-11-13,0.000793789221891323
2020-11-14,0.000794270426392119
2020-11-15,0.000793473678949125
2020-11-16,0.00079156208416881
2020-11-17,0.000790268670534536
2020-11-18,0.000792872931123064
2020-11-19,0.000794064831211963
2020-11-20,0.00079567437859475
2020-11-21,0.000785025986918949
2020-11-22,0.000786504965349616
2020-11-23,0.000812726140158673
2020-11-24,0.000816772970182786
2020-11-25,0.000824971064313636
2020-11-26,0.000824595096690342
2020-11-27,0.000822581315561587
2020-11-28,0.000823123837169358
2020-11-29,0.000821393700565854
2020-11-30,0.000820811047650627
2020-12-01,0.000822410564677377
2020-12-02,0.000823927947166889
2020-12-03,0.000825418656623346
2020-12-04,0.000824628461817534
2020-12-05,0.000826631564903917
2020-12-06,0.00082891340383081
2020-12-07,0.000825475836424711
2020-12-08,0.00082569140840651
2020-12-09,0.000824808751805672
2020-12-10,0.000827402811491596
2020-12-11,0.000827901882235219
2020-12-12,0.000827198500596351
2020-12-13,0.000827673306314566
2020-12-14,0.000828142131233724
2020-12-15,0.000828415983690721
2020-12-16,0.000830792473820498
2020-12-17,0.000829340812945068
2020-12-18,0.000826580352415125
2020-12-19,0.000830917136197116
2020-12-20,0.00082918295440949
2020-12-21,0.000829711372567109
2020-12-22,0.000835295933553489
2020-12-23,0.000835948626388685
2020-12-24,0.000835789633830631
2020-12-25,0.000835610645255553
2020-12-26,0.000836344485574202
2020-12-27,0.000837743854282453
2020-12-28,0.000838109914441767
2020-12-29,0.000830835092758371
2020-12-30,0.000832968292309784
2020-12-31,0.00083645215992082
2021-01-01,0.000844772516332108
2021-01-02,0.000845988868969553
2021-01-03,0.0008489749962349
2021-01-04,0.000856229093842672
2021-01-05,0.000865276271280914
2021-01-06,0.000869759723474801
2021-01-07,0.000888677162078601
2021-01-08,0.000916156123074642
2021-01-09,0.000916850793288741
2021-01-10,0.000917258602862603
2021-01-11,0.000920398486695887
2021-01-12,0.000921225233882793
2021-01-13,0.000921328075713427
2021-01-14,0.000922532186847693
2021-01-15,0.000919079765173085
2021-01-16,0.000922619181425302
2021-01-17,0.000924251689795833
2021-01-18,0.000926177252628768
2021-01-19,0.000930914956933645
2021-01-20,0.000921467767409147
2021-01-21,0.00092875213462977
2021-01-22,0.000944992147115675
2021-01-23,0.000944837229817313
2021-01-24,0.000943432078364762
2021-01-25,0.000944167599814284
2021-01-26,0.000945407166022182
2021-01-27,0.000947103685251548
2021-01-28,0.000941226761582619
2021-01-29,0.000926629372274871
2021-01-30,0.000928926788440171
2021-01-31,0.000928614107080499
2021-02-01,0.000929555658497122
2021-02-02,0.000916641940713892
2021-02-03,0.000922620102862753
2021-02-04,0.000917598315913871
2021-02-05,0.000915123605334499
2021-02-06,0.000912403714382109
2021-02-07,0.000912895718449491
2021-02-08,0.000908651738959162
2021-02-09,0.000910739332160222
2021-02-10,0.000908883434712518
2021-02-11,0.00090995436764658
2021-02-12,0.000907360145131247
2021-02-13,0.00090624462209321
2021-02-14,0.00090723666984465
2021-02-15,0.000908065736340889
2021-02-16,0.000907385643319577
2021-02-17,0.00090279131511183
2021-02-18,0.000938133252730809
2021-02-19,0.000954236530886668
