Date,indicators/net_unrealized_profit_loss
2016-02-17,0.384360617252923
2016-02-18,0.476352122454918
2016-02-19,0.513458733878015
2016-02-20,0.468598464517038
2016-02-21,0.504801469022999
2016-02-22,0.599003718348305
2016-02-23,0.591971339323122
2016-02-24,0.63631813658532
2016-02-25,0.622907663499953
2016-02-26,0.595833588253902
2016-02-27,0.629466986291405
2016-02-28,0.627336880315247
2016-02-29,0.617700419994759
2016-03-01,0.686493389996607
2016-03-02,0.691595406021272
2016-03-03,0.718072580165498
2016-03-04,0.746385627929927
2016-03-05,0.748285007368689
2016-03-06,0.753505234406475
2016-03-07,0.693840376358458
2016-03-08,0.685778088945399
2016-03-09,0.730221881827121
2016-03-10,0.742383426598674
2016-03-11,0.743161871000524
2016-03-12,0.760063714240151
2016-03-13,0.782930298045395
2016-03-14,0.732087859449141
2016-03-15,0.745177878359706
2016-03-16,0.727969116330504
2016-03-17,0.680969058312519
2016-03-18,0.67467374300865
2016-03-19,0.659242076001844
2016-03-20,0.647171345745728
2016-03-21,0.699413618413557
2016-03-22,0.676321953250923
2016-03-23,0.710649192438696
2016-03-24,0.670838148094034
2016-03-25,0.651973482370947
2016-03-26,0.662915209661174
2016-03-27,0.637160785599066
2016-03-28,0.679049800071704
2016-03-29,0.675977518599431
2016-03-30,0.682354671415062
2016-03-31,0.663550959104527
2016-04-01,0.670485621025954
2016-04-02,0.670259830340788
2016-04-03,0.668183217768356
2016-04-04,0.651544063113713
2016-04-05,0.64035911536062
2016-04-06,0.631149327670153
2016-04-07,0.609432917636337
2016-04-08,0.58966582150613
2016-04-09,0.558898884282177
2016-04-10,0.545332523965463
2016-04-11,0.534344005367645
2016-04-12,0.45590715840062
2016-04-13,0.49365484149092
2016-04-14,0.51717503861158
2016-04-15,0.507379154289206
2016-04-16,0.528251072875065
2016-04-17,0.562232001147794
2016-04-18,0.548160742990413
2016-04-19,0.533653821938369
2016-04-20,0.522840502537621
2016-04-21,0.496751020461267
2016-04-22,0.477306606822513
2016-04-23,0.506222878552338
2016-04-24,0.487182288023196
2016-04-25,0.447577534064107
2016-04-26,0.436374035568389
2016-04-27,0.468513112336922
2016-04-28,0.41499458340496
2016-04-29,0.434394609528574
2016-04-30,0.526746340615413
2016-05-01,0.528081952268343
2016-05-02,0.595577968293615
2016-05-03,0.559744206532702
2016-05-04,0.558705237848101
2016-05-05,0.578736989029994
2016-05-06,0.56156804002799
2016-05-07,0.557526178212473
2016-05-08,0.562991532883046
2016-05-09,0.551886648787076
2016-05-10,0.569539206375803
2016-05-11,0.601441748825959
2016-05-12,0.590367529602343
2016-05-13,0.627383398452575
2016-05-14,0.582209314213247
2016-05-15,0.569110891404823
2016-05-16,0.640088884995153
2016-05-17,0.682039266794594
2016-05-18,0.735051506031789
2016-05-19,0.748590519818986
2016-05-20,0.721075670411747
2016-05-21,0.728983626386227
2016-05-22,0.735304084736292
2016-05-23,0.704910642621269
2016-05-24,0.677075464673183
2016-05-25,0.666192639743872
2016-05-26,0.662470224600129
2016-05-27,0.602020181629317
2016-05-28,0.620818396935609
2016-05-29,0.651817401668506
2016-05-30,0.650015830738351
2016-05-31,0.717833002863338
2016-06-01,0.70523167984337
2016-06-02,0.702669515527974
2016-06-03,0.711348622457243
2016-06-04,0.699272732740478
2016-06-05,0.700531115164048
2016-06-06,0.703422062114712
2016-06-07,0.72333657601085
2016-06-08,0.71880550796156
2016-06-09,0.715763199581459
2016-06-10,0.698533777999048
2016-06-11,0.702521286247726
2016-06-12,0.754214660976621
2016-06-13,0.809529749824544
2016-06-14,0.836932571669483
2016-06-15,0.828045969080251
2016-06-16,0.872759887887804
2016-06-17,0.708461250344047
2016-06-18,0.508836422758265
2016-06-19,0.591540513545521
2016-06-20,0.53570934467488
2016-06-21,0.620430281288759
2016-06-22,0.603445816738082
2016-06-23,0.620756137607408
2016-06-24,0.62663430904758
2016-06-25,0.633641405314618
2016-06-26,0.608766945947933
2016-06-27,0.661712766871528
2016-06-28,0.534507344373214
2016-06-29,0.563509395752464
2016-06-30,0.539581216142729
2016-07-01,0.526604112422104
2016-07-02,0.518267926069734
2016-07-03,0.504957548267294
2016-07-04,0.48405570085755
2016-07-05,0.473537811972415
2016-07-06,0.449105651340454
2016-07-07,0.396448683759766
2016-07-08,0.476420198592303
2016-07-09,0.448649481677139
2016-07-10,0.453373272489563
2016-07-11,0.436778876647309
2016-07-12,0.43977747094675
2016-07-13,0.431935337342017
2016-07-14,0.469799280581073
2016-07-15,0.486889032991457
2016-07-16,0.465512716079114
2016-07-17,0.442007459020809
2016-07-18,0.43237294204958
2016-07-19,0.464361628126425
2016-07-20,0.461876038800395
2016-07-21,0.473436602849238
2016-07-22,0.55263414653007
2016-07-23,0.527424557340845
2016-07-24,0.411988576187342
2016-07-25,0.471585374363104
2016-07-26,0.365614668143177
2016-07-27,0.420543172946514
2016-07-28,0.411617589057979
2016-07-29,0.401230751547351
2016-07-30,0.376328034899041
2016-07-31,0.328229894318721
2016-08-01,0.280416082849859
2016-08-02,0.102278971000638
2016-08-03,0.226856162190093
2016-08-04,0.302849570819413
2016-08-05,0.259354861379483
2016-08-06,0.257967135831749
2016-08-07,0.254930297704703
2016-08-08,0.27986693156762
2016-08-09,0.331983659827062
2016-08-10,0.326525726043954
2016-08-11,0.287300982361616
2016-08-12,0.295249564519914
2016-08-13,0.284240303618894
2016-08-14,0.248553331064789
2016-08-15,0.259408732901315
2016-08-16,0.248979777286573
2016-08-17,0.231965127800026
2016-08-18,0.219268891918589
2016-08-19,0.219634727455838
2016-08-20,0.233818671008232
2016-08-21,0.250476931528507
2016-08-22,0.256888515618244
2016-08-23,0.232501906276215
2016-08-24,0.228346116753705
2016-08-25,0.244525759836636
2016-08-26,0.247888871312754
2016-08-27,0.246423669806126
2016-08-28,0.231402834495175
2016-08-29,0.229997577634037
2016-08-30,0.245505161186957
2016-08-31,0.275208836638651
2016-09-01,0.306201940886694
2016-09-02,0.32220928820078
2016-09-03,0.289599081130248
2016-09-04,0.276992349131294
2016-09-05,0.288014056402747
2016-09-06,0.287994870722559
2016-09-07,0.268190305831448
2016-09-08,0.253170674453194
2016-09-09,0.271526581869649
2016-09-10,0.286853155868601
2016-09-11,0.26868831139733
2016-09-12,0.277619941641429
2016-09-13,0.286265746237357
2016-09-14,0.284002072333714
2016-09-15,0.283787634236764
2016-09-16,0.311368415912979
2016-09-17,0.323236930033143
2016-09-18,0.30380139630438
2016-09-19,0.350840151750565
2016-09-20,0.401721200188342
2016-09-21,0.381448541558975
2016-09-22,0.342349537171744
2016-09-23,0.358830499167765
2016-09-24,0.326357946782787
2016-09-25,0.329389183502773
2016-09-26,0.327917520157453
2016-09-27,0.32854274684306
2016-09-28,0.337937656399399
2016-09-29,0.325295842685813
2016-09-30,0.321527739244106
2016-10-01,0.324502843438379
2016-10-02,0.323713984017471
2016-10-03,0.336275727615732
2016-10-04,0.328605826168423
2016-10-05,0.310625564388736
2016-10-06,0.303503512594473
2016-10-07,0.293066360296746
2016-10-08,0.254827288057657
2016-10-09,0.261328278562896
2016-10-10,0.222145918192966
2016-10-11,0.217375906044131
2016-10-12,0.222530532023318
2016-10-13,0.245863612117835
2016-10-14,0.233973663872153
2016-10-15,0.239128224184443
2016-10-16,0.238083939068363
2016-10-17,0.247085841258822
2016-10-18,0.27228121266205
2016-10-19,0.233705344154158
2016-10-20,0.243681989728696
2016-10-21,0.237680158081364
2016-10-22,0.240303108114146
2016-10-23,0.240788528663243
2016-10-24,0.23526111476678
2016-10-25,0.192335295550334
2016-10-26,0.207760290885546
2016-10-27,0.197989715460527
2016-10-28,0.170256649052645
2016-10-29,0.112594355749308
2016-10-30,0.188448532323908
2016-10-31,0.165558370159136
2016-11-01,0.141429672330181
2016-11-02,0.146624591038557
2016-11-03,0.150984310593242
2016-11-04,0.180713243756873
2016-11-05,0.170462718627747
2016-11-06,0.156355937709712
2016-11-07,0.164900624197841
2016-11-08,0.157890354380047
2016-11-09,0.148494019915749
2016-11-10,0.133013633302563
2016-11-11,0.106503060309335
2016-11-12,0.053032816919772
2016-11-13,0.10301176527595
2016-11-14,0.087710989325224
2016-11-15,0.120884089585163
2016-11-16,0.081688491366826
2016-11-17,0.0842868351891112
2016-11-18,0.0415417025022687
2016-11-19,0.0750661880779293
2016-11-20,0.0393459908851323
2016-11-21,0.0512997719096085
2016-11-22,0.0773401068932502
2016-11-23,0.0697125240074928
2016-11-24,0.0146875110376868
2016-11-25,0.0422341294024958
2016-11-26,0.0421792082145225
2016-11-27,0.0333197896595371
2016-11-28,-0.038310614629507
2016-11-29,-0.0879448597924766
2016-11-30,-0.0531550611144807
2016-12-01,-0.0818779252368216
2016-12-02,-0.188765102296461
2016-12-03,-0.112751417128208
2016-12-04,-0.208580506966952
2016-12-05,-0.335168455487496
2016-12-06,-0.151384695972969
2016-12-07,-0.0608326703152468
2016-12-08,-0.0882081947791926
2016-12-09,-0.0382505199322223
2016-12-10,-0.0777412272773152
2016-12-11,-0.058606884486719
2016-12-12,-0.0324001138927658
2016-12-13,-0.0564697355963258
2016-12-14,-0.0575656460281813
2016-12-15,-0.155704682766695
2016-12-16,-0.134223101081969
2016-12-17,-0.168462259178686
2016-12-18,-0.124619468252177
2016-12-19,-0.161286244839163
2016-12-20,-0.177938235799983
2016-12-21,-0.120352203879967
2016-12-22,-0.146399756226278
2016-12-23,-0.223786378225115
2016-12-24,-0.216426633423576
2016-12-25,-0.222991726708136
2016-12-26,-0.215631230384156
2016-12-27,-0.224974642934335
2016-12-28,-0.0325997802375684
2016-12-29,-0.0536226802619246
2016-12-30,-0.0396357344796356
2016-12-31,-0.0677405381256265
2017-01-01,-0.0726665257424052
2017-01-02,-0.0326896141439847
2017-01-03,0.100010169996998
2017-01-04,0.219263936930359
2017-01-05,0.144737228328059
2017-01-06,0.131478068943737
2017-01-07,0.117938063184932
2017-01-08,0.150438201181743
2017-01-09,0.14596221704539
2017-01-10,0.170788051325874
2017-01-11,0.109009980216061
2017-01-12,0.0873275143531071
2017-01-13,0.132304423356084
2017-01-14,0.0977153093783674
2017-01-15,0.0939504915859561
2017-01-16,0.0735920494685087
2017-01-17,0.128043512576505
2017-01-18,0.143723508626757
2017-01-19,0.151143925057327
2017-01-20,0.175153146254438
2017-01-21,0.186450744536651
2017-01-22,0.17742375798159
2017-01-23,0.177862041358518
2017-01-24,0.161547122364011
2017-01-25,0.164981614583502
2017-01-26,0.170640848710449
2017-01-27,0.16791211052407
2017-01-28,0.159082158065274
2017-01-29,0.154695143165935
2017-01-30,0.170682048270359
2017-01-31,0.17281268623824
2017-02-01,0.170011810435652
2017-02-02,0.17530691534994
2017-02-03,0.189907347647973
2017-02-04,0.220119790647424
2017-02-05,0.207960483688751
2017-02-06,0.214258602085383
2017-02-07,0.228209353142659
2017-02-08,0.225228449356646
2017-02-09,0.189892760219888
2017-02-10,0.212397899482123
2017-02-11,0.217749304284309
2017-02-12,0.219206258059652
2017-02-13,0.210681444403833
2017-02-14,0.337449479539974
2017-02-15,0.329150376046983
2017-02-16,0.321860529298528
2017-02-17,0.307050783742642
2017-02-18,0.310637375911396
2017-02-19,0.308501011308455
2017-02-20,0.299230887680688
2017-02-21,0.311504579311866
2017-02-22,0.301350138721979
2017-02-23,0.33495800524249
2017-02-24,0.331762316845372
2017-02-25,0.360281497075376
2017-02-26,0.422740649197815
2017-02-27,0.442369954701703
2017-02-28,0.462899633176274
2017-03-01,0.52477971456365
2017-03-02,0.566403211911013
2017-03-03,0.570931588627563
2017-03-04,0.540165093627112
2017-03-05,0.555349937052686
2017-03-06,0.575283621220203
2017-03-07,0.541907236732004
2017-03-08,0.454060154031081
2017-03-09,0.507080365625983
2017-03-10,0.54137140505149
2017-03-11,0.606627982504224
2017-03-12,0.649576750465025
2017-03-13,0.730125519295672
2017-03-14,0.724699792134723
2017-03-15,0.789634788653684
2017-03-16,0.852094343979066
2017-03-17,0.827351552343461
2017-03-18,0.716209927122846
2017-03-19,0.805433629851762
2017-03-20,0.795285751479042
2017-03-21,0.796766612634522
2017-03-22,0.784560526414983
2017-03-23,0.79698486450241
2017-03-24,0.855628630136247
2017-03-25,0.837562243933034
2017-03-26,0.829585674821602
2017-03-27,0.816434259408423
2017-03-28,0.822285769944905
2017-03-29,0.834837957360104
2017-03-30,0.817967886456644
2017-03-31,0.783037266650683
2017-04-01,0.793735671080509
2017-04-02,0.776690060072598
2017-04-03,0.736018235588122
2017-04-04,0.742454790257134
2017-04-05,0.744788715064802
2017-04-06,0.725898772685365
2017-04-07,0.710167671615188
2017-04-08,0.731892851536914
2017-04-09,0.720103171267071
2017-04-10,0.717525314421867
2017-04-11,0.713541022582002
2017-04-12,0.734964752639979
2017-04-13,0.762784980319608
2017-04-14,0.736474351996505
2017-04-15,0.744967988408882
2017-04-16,0.741765052702827
2017-04-17,0.740311808760902
2017-04-18,0.750488555370242
2017-04-19,0.733793648713086
2017-04-20,0.744581775143197
2017-04-21,0.734429545135562
2017-04-22,0.732206676023092
2017-04-23,0.732656167645968
2017-04-24,0.746223947632753
2017-04-25,0.742928920682198
2017-04-26,0.759888946063419
2017-04-27,0.81713994504353
2017-04-28,0.854225431757961
2017-04-29,0.837077349697192
2017-04-30,0.869273376458079
2017-05-01,0.836866067341449
2017-05-02,0.83383342390941
2017-05-03,0.838647053758913
2017-05-04,0.883826437596512
2017-05-05,0.858571319863657
2017-05-06,0.867284646948636
2017-05-07,0.849387544799686
2017-05-08,0.836896532085301
2017-05-09,0.82504946875703
2017-05-10,0.828989427868449
2017-05-11,0.823297758455811
2017-05-12,0.809996243145991
2017-05-13,0.818671244918891
2017-05-14,0.81881228327922
2017-05-15,0.81525667320142
2017-05-16,0.802922933483553
2017-05-17,0.795291955589139
2017-05-18,0.827242304389257
2017-05-19,0.892757142473124
2017-05-20,0.884233716074427
2017-05-21,0.913498902225652
2017-05-22,0.928910400187607
2017-05-23,0.928706541466828
2017-05-24,0.943318795875441
2017-05-25,0.918744726088553
2017-05-26,0.883254650577618
2017-05-27,0.867484844391838
2017-05-28,0.889366009653239
2017-05-29,0.911549839971645
2017-05-30,0.936432763082587
2017-05-31,0.924971885949598
2017-06-01,0.90801655767106
2017-06-02,0.907474517681983
2017-06-03,0.907439657386137
2017-06-04,0.924445903751676
2017-06-05,0.916809659208773
2017-06-06,0.925731720244606
2017-06-07,0.908335562398585
2017-06-08,0.908447501768145
2017-06-09,0.920944260729481
2017-06-10,0.949743787143174
2017-06-11,0.946981507179841
2017-06-12,0.96079299460053
2017-06-13,0.944478808817262
2017-06-14,0.911002049627844
2017-06-15,0.9092573019644
2017-06-16,0.909510443547581
2017-06-17,0.91755932871374
2017-06-18,0.904380718514919
2017-06-19,0.904963675308
2017-06-20,0.891715474335374
2017-06-21,0.871768218591505
2017-06-22,0.8600981596857
2017-06-23,0.863582905504224
2017-06-24,0.841085793001086
2017-06-25,0.812488546708702
2017-06-26,0.786459366483238
2017-06-27,0.825842554609674
2017-06-28,0.852805079494651
2017-06-29,0.813064106136012
2017-06-30,0.796760413370941
2017-07-01,0.770797558655036
2017-07-02,0.796599659415704
2017-07-03,0.785311065774478
2017-07-04,0.775463602989635
2017-07-05,0.770680804177873
2017-07-06,0.767734272093518
2017-07-07,0.73177339130191
2017-07-08,0.73688463134481
2017-07-09,0.724431744272339
2017-07-10,0.667738352526088
2017-07-11,0.631347264395217
2017-07-12,0.699920386791958
2017-07-13,0.660502432893322
2017-07-14,0.641964343488997
2017-07-15,0.562646231066915
2017-07-16,0.517274717756839
2017-07-17,0.629152719730386
2017-07-18,0.705009167782808
2017-07-19,0.622095222754171
2017-07-20,0.693592872785505
2017-07-21,0.669140487325572
2017-07-22,0.694898543239902
2017-07-23,0.689482248331213
2017-07-24,0.679262539010012
2017-07-25,0.63523116508849
2017-07-26,0.634955511835074
2017-07-27,0.635782971871523
2017-07-28,0.605920475361345
2017-07-29,0.642741357538779
2017-07-30,0.618764000479645
2017-07-31,0.632021354246221
2017-08-01,0.68228312165079
2017-08-02,0.665351969368381
2017-08-03,0.676400376784837
2017-08-04,0.665329950487625
2017-08-05,0.727439054360692
2017-08-06,0.740255963630358
2017-08-07,0.744457785921782
2017-08-08,0.776938628573753
2017-08-09,0.770346530103982
2017-08-10,0.773839841888404
2017-08-11,0.782313625239985
2017-08-12,0.779838495646946
2017-08-13,0.763688965062778
2017-08-14,0.765583933776725
2017-08-15,0.749197736799004
2017-08-16,0.764729814396195
2017-08-17,0.762854348924013
2017-08-18,0.750459786739096
2017-08-19,0.750561673296753
2017-08-20,0.754618978212556
2017-08-21,0.779163675307472
2017-08-22,0.770939015897471
2017-08-23,0.773385604990238
2017-08-24,0.776174878269589
2017-08-25,0.781399580216095
2017-08-26,0.779870928267691
2017-08-27,0.791099452630263
2017-08-28,0.78916140150278
2017-08-29,0.807917375750943
2017-08-30,0.812581093963978
2017-08-31,0.81164245972747
2017-09-01,0.812451610562445
2017-09-02,0.770988163637636
2017-09-03,0.769170454290483
2017-09-04,0.704680016162017
2017-09-05,0.728454186563804
2017-09-06,0.750565585172782
2017-09-07,0.745333244331605
2017-09-08,0.710881306484669
2017-09-09,0.704137217934158
2017-09-10,0.699752939613275
2017-09-11,0.697255835756776
2017-09-12,0.690852350117336
2017-09-13,0.662984295838098
2017-09-14,0.555801749042957
2017-09-15,0.632811068642055
2017-09-16,0.626507454450816
2017-09-17,0.636203609725067
2017-09-18,0.695347664490801
2017-09-19,0.673912071081006
2017-09-20,0.673266227839616
2017-09-21,0.630346789063799
2017-09-22,0.638902096772862
2017-09-23,0.675699435188782
2017-09-24,0.670197744719637
2017-09-25,0.685895572143885
2017-09-26,0.675812517604433
2017-09-27,0.703199414650449
2017-09-28,0.69162066450043
2017-09-29,0.677439833053989
2017-09-30,0.688858879374665
2017-10-01,0.687724255128578
2017-10-02,0.673911918011456
2017-10-03,0.665378564281481
2017-10-04,0.665423333009834
2017-10-05,0.669833970739435
2017-10-06,0.6867504135615
2017-10-07,0.69513632740303
2017-10-08,0.690148815892309
2017-10-09,0.66814242262724
2017-10-10,0.671451994171997
2017-10-11,0.677267032013604
2017-10-12,0.676612246054761
2017-10-13,0.722309550405481
2017-10-14,0.722862939524233
2017-10-15,0.720489384510257
2017-10-16,0.715414966495753
2017-10-17,0.689297012357579
2017-10-18,0.685774649526722
2017-10-19,0.676208907167753
2017-10-20,0.669315285902326
2017-10-21,0.662167427721457
2017-10-22,0.653794881196351
2017-10-23,0.638029603780738
2017-10-24,0.655407057472568
2017-10-25,0.655529100441747
2017-10-26,0.654238252049443
2017-10-27,0.65486329020368
2017-10-28,0.649697678288813
2017-10-29,0.66249938949813
2017-10-30,0.667230893941127
2017-10-31,0.662184308203736
2017-11-01,0.639527844283796
2017-11-02,0.630967642761129
2017-11-03,0.663600738277974
2017-11-04,0.655106527884253
2017-11-05,0.64819546011413
2017-11-06,0.648627190742247
2017-11-07,0.638506642224534
2017-11-08,0.658964436720026
2017-11-09,0.676094698285144
2017-11-10,0.640776948468213
2017-11-11,0.664674765403387
2017-11-12,0.651039468727579
2017-11-13,0.660564416051223
2017-11-14,0.687928477162395
2017-11-15,0.681321925421279
2017-11-16,0.678584453987575
2017-11-17,0.679903095586759
2017-11-18,0.699149314183529
2017-11-19,0.708602090842863
2017-11-20,0.720194937446064
2017-11-21,0.703841745683566
2017-11-22,0.721762728978277
2017-11-23,0.748118097650092
2017-11-24,0.798198897658788
2017-11-25,0.789186606364553
2017-11-26,0.789973090515505
2017-11-27,0.789940082609763
2017-11-28,0.780295226011863
2017-11-29,0.746826622575024
2017-11-30,0.746072629101124
2017-12-01,0.767246689431166
2017-12-02,0.760967807093454
2017-12-03,0.764916212340292
2017-12-04,0.765690084850835
2017-12-05,0.756764833064501
2017-12-06,0.71871032738646
2017-12-07,0.712292864546691
2017-12-08,0.735538792146575
2017-12-09,0.751417980798612
2017-12-10,0.718424362733589
2017-12-11,0.777527533979457
2017-12-12,0.85433105429769
2017-12-13,0.859710694334484
2017-12-14,0.849843308921821
2017-12-15,0.843579794614622
2017-12-16,0.842325642998292
2017-12-17,0.848587803888324
2017-12-18,0.870308790683981
2017-12-19,0.873215914887626
2017-12-20,0.864131545898794
2017-12-21,0.856295522829964
2017-12-22,0.804715916543456
2017-12-23,0.822981924659127
2017-12-24,0.807750777502262
2017-12-25,0.824366431715184
2017-12-26,0.83158878473606
2017-12-27,0.822302145717478
2017-12-28,0.81090798154104
2017-12-29,0.818271514048493
2017-12-30,0.797111206280522
2017-12-31,0.809959636085133
2018-01-01,0.814107853815999
2018-01-02,0.849405514082294
2018-01-03,0.871302117736782
2018-01-04,0.8642331116609
2018-01-05,0.864040438345037
2018-01-06,0.86908097830838
2018-01-07,0.890686461073909
2018-01-08,0.888659367388927
2018-01-09,0.912673587127529
2018-01-10,0.895394085362582
2018-01-11,0.867226155274752
2018-01-12,0.888841348418089
2018-01-13,0.90708267037147
2018-01-14,0.89890840392217
2018-01-15,0.876237501668219
2018-01-16,0.824899827747586
2018-01-17,0.812154441363928
2018-01-18,0.81064784828257
2018-01-19,0.812666684640459
2018-01-20,0.842301955841179
2018-01-21,0.811395224132466
2018-01-22,0.795389200035383
2018-01-23,0.787140374019002
2018-01-24,0.80971484375403
2018-01-25,0.802769317294097
2018-01-26,0.802435832370001
2018-01-27,0.818677360038895
2018-01-28,0.84786117726316
2018-01-29,0.829657982657605
