Date,addresses/min_100_count
2015-07-30,7952.0
2015-07-31,8002.0
2015-08-01,8029.0
2015-08-02,8050.0
2015-08-03,8077.0
2015-08-04,8105.0
2015-08-05,8133.0
2015-08-06,8155.0
2015-08-07,7980.0
2015-08-08,7918.0
2015-08-09,7879.0
2015-08-10,7881.0
2015-08-11,7862.0
2015-08-12,7880.0
2015-08-13,7900.0
2015-08-14,7828.0
2015-08-15,7866.0
2015-08-16,7880.0
2015-08-17,7904.0
2015-08-18,7894.0
2015-08-19,7912.0
2015-08-20,7925.0
2015-08-21,7934.0
2015-08-22,7940.0
2015-08-23,7948.0
2015-08-24,7971.0
2015-08-25,7980.0
2015-08-26,7992.0
2015-08-27,7995.0
2015-08-28,7996.0
2015-08-29,8008.0
2015-08-30,8018.0
2015-08-31,8021.0
2015-09-01,8025.0
2015-09-02,8044.0
2015-09-03,8042.0
2015-09-04,8055.0
2015-09-05,8061.0
2015-09-06,8070.0
2015-09-07,8096.0
2015-09-08,8088.0
2015-09-09,8092.0
2015-09-10,8105.0
2015-09-11,8128.0
2015-09-12,8153.0
2015-09-13,8185.0
2015-09-14,8178.0
2015-09-15,8232.0
2015-09-16,8243.0
2015-09-17,8243.0
2015-09-18,8256.0
2015-09-19,8279.0
2015-09-20,8285.0
2015-09-21,8271.0
2015-09-22,8291.0
2015-09-23,8296.0
2015-09-24,8304.0
2015-09-25,8305.0
2015-09-26,8319.0
2015-09-27,8331.0
2015-09-28,8329.0
2015-09-29,8314.0
2015-09-30,8311.0
2015-10-01,8323.0
2015-10-02,8338.0
2015-10-03,8362.0
2015-10-04,8364.0
2015-10-05,8384.0
2015-10-06,8394.0
2015-10-07,8407.0
2015-10-08,8405.0
2015-10-09,8412.0
2015-10-10,8426.0
2015-10-11,8436.0
2015-10-12,8424.0
2015-10-13,8438.0
2015-10-14,8438.0
2015-10-15,8432.0
2015-10-16,8441.0
2015-10-17,8447.0
2015-10-18,8438.0
2015-10-19,8443.0
2015-10-20,8441.0
2015-10-21,8450.0
2015-10-22,8450.0
2015-10-23,8452.0
2015-10-24,8466.0
2015-10-25,8469.0
2015-10-26,8463.0
2015-10-27,8451.0
2015-10-28,8444.0
2015-10-29,8455.0
2015-10-30,8452.0
2015-10-31,8447.0
2015-11-01,8462.0
2015-11-02,8448.0
2015-11-03,8451.0
2015-11-04,8463.0
2015-11-05,8483.0
2015-11-06,8485.0
2015-11-07,8499.0
2015-11-08,8522.0
2015-11-09,8502.0
2015-11-10,8496.0
2015-11-11,8527.0
2015-11-12,8534.0
2015-11-13,8554.0
2015-11-14,8569.0
2015-11-15,8571.0
2015-11-16,8568.0
2015-11-17,8590.0
2015-11-18,8596.0
2015-11-19,8613.0
2015-11-20,8632.0
2015-11-21,8642.0
2015-11-22,8649.0
2015-11-23,8672.0
2015-11-24,8676.0
2015-11-25,8683.0
2015-11-26,8695.0
2015-11-27,8715.0
2015-11-28,8728.0
2015-11-29,8731.0
