Date,supply/active_1m_3m
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-29,49885854.3239763
2015-08-30,49874403.9033291
2015-08-31,50414843.0999264
2015-09-01,50397980.2017142
2015-09-02,50395570.9995259
2015-09-03,50369059.0975869
2015-09-04,50342119.9819398
2015-09-05,50330492.2389951
2015-09-06,50461576.4957267
2015-09-07,57305131.7390997
2015-09-08,57229408.5778566
2015-09-09,56367993.9708338
2015-09-10,56507318.7539013
2015-09-11,56550524.9165819
2015-09-12,56627325.7331625
2015-09-13,56838466.1991926
2015-09-14,59127514.1223568
2015-09-15,58647709.9432703
2015-09-16,62861843.9337433
2015-09-17,63016157.0655584
2015-09-18,62975481.7214009
2015-09-19,64318239.7330931
2015-09-20,68512904.7885089
2015-09-21,68769899.3277772
2015-09-22,68938742.7745973
2015-09-23,68993933.8175296
2015-09-24,69138094.9382526
2015-09-25,69244426.6636244
2015-09-26,69223766.1329298
2015-09-27,69461946.5721627
2015-09-28,69431259.9352905
2015-09-29,69546644.7507606
2015-09-30,69609319.5658624
2015-10-01,70124055.8634337
2015-10-02,70165848.9633463
2015-10-03,70223243.26775
2015-10-04,70285001.0727356
2015-10-05,70295035.9966727
2015-10-06,70183237.6432599
2015-10-07,70191549.1417245
2015-10-08,70225506.1002187
2015-10-09,70278640.7389013
2015-10-10,70331373.2072347
2015-10-11,70492756.9151331
2015-10-12,70589507.1801834
2015-10-13,70625204.3181378
2015-10-14,70095052.6939658
2015-10-15,70083547.5901131
2015-10-16,70173195.0792227
2015-10-17,70619904.2353492
2015-10-18,70670305.4608286
2015-10-19,70572869.1832354
2015-10-20,70587475.3016522
2015-10-21,70475554.4446264
2015-10-22,70672798.4985782
2015-10-23,70455807.9299974
2015-10-24,70463971.046528
2015-10-25,70500922.8980354
2015-10-26,70352745.1976082
2015-10-27,69543572.019615
2015-10-28,24537865.9444536
2015-10-29,24140873.4426318
2015-10-30,24009872.7029726
2015-10-31,24225228.8286565
2015-11-01,24223494.462694
2015-11-02,24183936.8633717
2015-11-03,24236446.0997059
2015-11-04,24361505.1309598
2015-11-05,24233043.7310345
2015-11-06,17973432.0359968
2015-11-07,18001581.9194335
2015-11-08,17919292.5123037
2015-11-09,17852430.4710093
