Date,indicators/msol
2015-08-07,7.62788194444444
2015-08-08,3.91879161690948
2015-08-09,1.79533564814815
2015-08-10,0.706260446423182
2015-08-11,0.69924617662474
2015-08-12,0.5204194056767
2015-08-13,0.712753067689913
2015-08-14,1.01477537695732
2015-08-15,0.6892475804383
2015-08-16,0.613137604834305
2015-08-17,0.554733522992443
2015-08-18,0.83585273274117
2015-08-19,0.600095093849081
2015-08-20,0.895838732275146
2015-08-21,0.649698509148977
2015-08-22,0.727070993331295
2015-08-23,1.4949870267676
2015-08-24,0.625162037037037
2015-08-25,0.671654612899378
2015-08-26,0.59544022715754
2015-08-27,0.499237960245874
2015-08-28,0.500308066446472
2015-08-29,0.509037366415615
2015-08-30,0.549470620514066
2015-08-31,0.526147203594446
2015-09-01,0.451895392826862
2015-09-02,0.464216350913048
2015-09-03,0.542809807997611
2015-09-04,0.537016513684282
2015-09-05,0.52371609967064
2015-09-06,0.601456126929433
2015-09-07,0.560870891136152
2015-09-08,0.374858926471185
2015-09-09,0.382087349993763
2015-09-10,0.468859979526864
2015-09-11,0.518116448560247
2015-09-12,0.553154285671534
2015-09-13,0.583635036335499
2015-09-14,0.501283166149148
2015-09-15,0.435983201579915
2015-09-16,0.986539456182056
2015-09-17,1.04386616557285
2015-09-18,0.40456651420505
2015-09-19,0.408833127617836
2015-09-20,0.45403330736966
2015-09-21,0.647121438952508
2015-09-22,0.564424658368031
2015-09-23,0.600130537185404
2015-09-24,0.665465014190586
2015-09-25,0.384445686696304
2015-09-26,0.437979694279256
2015-09-27,0.523580978565194
2015-09-28,0.626575995664354
2015-09-29,0.637594297875961
2015-09-30,0.497560108466833
2015-10-01,0.343916203708008
2015-10-02,0.392717309058816
2015-10-03,0.451580732550334
2015-10-04,0.516794560493694
2015-10-05,0.583016230425349
2015-10-06,0.448824542308295
2015-10-07,0.321283259822263
2015-10-08,0.397354885988213
2015-10-09,0.4611468748224
2015-10-10,0.529702303119832
2015-10-11,0.536614402871993
2015-10-12,0.630768905359286
2015-10-13,0.673966888073418
2015-10-14,0.409410430165353
2015-10-15,0.347169058907915
2015-10-16,0.333498007798636
2015-10-17,0.296343700888532
2015-10-18,0.347700592284953
2015-10-19,0.34581102674482
2015-10-20,0.354732889052894
2015-10-21,0.390752780809999
2015-10-22,0.44696637460755
2015-10-23,0.478546402440579
2015-10-24,0.41038823734279
2015-10-25,0.543542926391518
2015-10-26,0.599973623206218
2015-10-27,0.646460140692415
2015-10-28,0.465985679593351
2015-10-29,0.614661398033301
2015-10-30,0.604288562812187
2015-10-31,0.539015693220275
2015-11-01,0.556089770388272
2015-11-02,0.581603753028644
2015-11-03,0.578379303443211
2015-11-04,0.691329891833442
2015-11-05,0.621451918228909
2015-11-06,0.679502151263533
2015-11-07,0.809885652512312
2015-11-08,0.581466708166732
2015-11-09,0.693935904295908
2015-11-10,0.811546593010426
2015-11-11,2.68459763053115
2015-11-12,1.1904998779766
2015-11-13,0.902425053881274
2015-11-14,0.429048997205165
2015-11-15,0.407046532766135
2015-11-16,0.409868275112024
2015-11-17,0.387762188820375
2015-11-18,0.386008169697943
2015-11-19,1.43949402960914
2015-11-20,0.386429512531117
2015-11-21,0.371153822005899
2015-11-22,0.356601520249689
2015-11-23,0.816736075908498
2015-11-24,0.553350980579853
2015-11-25,0.485178541232038
2015-11-26,0.321927448050291
2015-11-27,0.317380885076192
2015-11-28,0.395693277769067
2015-11-29,0.348707073499207
2015-11-30,0.281111016066538
2015-12-01,0.313288834583428
2015-12-02,1.20868111329222
2015-12-03,1.41530215952131
2015-12-04,1.5986498433048
2015-12-05,0.337688027576164
2015-12-06,1.96220823699953
2015-12-07,0.3357358347321
2015-12-08,0.292486142587883
2015-12-09,0.281815336884724
2015-12-10,0.336855667868146
2015-12-11,0.283861933397474
2015-12-12,0.746608796296296
2015-12-13,0.347198115554121
2015-12-14,2.40979166666667
2015-12-15,3.29822916666667
2015-12-16,4.26752314814815
2015-12-17,2.64989781666961
2015-12-18,2.62598184815436
2015-12-19,2.66767361111111
2015-12-20,4.37207557012637
2015-12-21,2.51910613167893
2015-12-22,6.76352818605524
2015-12-23,2.58824819946731
2015-12-24,2.04712682469575
2015-12-25,2.53242717578179
2015-12-26,1.59576221737045
2015-12-27,6.29584860767479
2015-12-28,6.86522649127024
