Date,indicators/average_dormancy
2015-12-01,21.187724790559656
2015-12-02,17.35102505114069
2015-12-03,9.349240934558095
2015-12-04,28.02045086897055
2015-12-05,14.220567486415172
2015-12-06,31.716872909810693
2015-12-07,30.076088094328103
2015-12-08,22.526962921585547
2015-12-09,14.235848414355148
2015-12-10,30.935093740273913
2015-12-11,47.19371820851261
2015-12-12,33.85250732504646
2015-12-13,12.770036486122
2015-12-14,137.83152450097916
2015-12-15,37.77879982985517
2015-12-16,105.99886793633752
2015-12-17,51.04094703735673
2015-12-18,26.032532680888718
2015-12-19,24.763436522175187
2015-12-20,13.04275510171537
2015-12-21,43.67851175357858
2015-12-22,7.025182500663649
2015-12-23,21.032836380235818
2015-12-24,8.232462201369156
2015-12-25,7.6971928072786095
2015-12-26,8.415992013531358
2015-12-27,17.44621268047946
2015-12-28,60.78133375765702
2015-12-29,32.88233153745473
2015-12-30,33.484403369973066
2015-12-31,31.376478756039145
2016-01-01,36.175675389608905
2016-01-02,27.558837321526322
2016-01-03,27.392566891115028
2016-01-04,8.234796627802295
2016-01-05,34.63763852081519
2016-01-06,188.00422504133317
2016-01-07,34.948315773247565
2016-01-08,16.012696591320044
2016-01-09,9.890121512738943
2016-01-10,18.02517378685127
2016-01-11,36.61123466430835
2016-01-12,23.770073549102563
2016-01-13,11.83781534892494
2016-01-14,47.78409853041791
2016-01-15,37.462782746933826
2016-01-16,25.058673163689697
2016-01-17,45.298179383451725
2016-01-18,43.22322126850102
2016-01-19,28.38450441330129
2016-01-20,44.03705412024968
2016-01-21,27.2773378246331
2016-01-22,70.26845988909113
2016-01-23,40.42635885094304
2016-01-24,40.74421332471773
2016-01-25,35.76900550126755
2016-01-26,38.04743238637319
2016-01-27,37.3218361273075
2016-01-28,48.06936357535095
2016-01-29,59.20799552914981
2016-01-30,36.74374267902177
2016-01-31,22.677376793175615
2016-02-01,40.16316817406491
2016-02-02,72.07705520021428
2016-02-03,58.72703268087516
2016-02-04,21.659746325558352
2016-02-05,63.843897362716916
2016-02-06,29.58424872345996
2016-02-07,101.33414216328414
2016-02-08,47.160700556666406
2016-02-09,70.51297959247951
2016-02-10,80.51735393371212
2016-02-11,41.426739204952455
2016-02-12,56.24051553072867
2016-02-13,29.020914342550302
2016-02-14,44.5167583426537
2016-02-15,58.1557990269444
2016-02-16,54.36898347856955
2016-02-17,29.41170103457917
2016-02-18,74.91079964924756
2016-02-19,16.721521852947053
2016-02-20,7.395428066080186
2016-02-21,45.88743054047411
2016-02-22,25.723213769155684
2016-02-23,15.126246214013518
2016-02-24,15.903526961956352
2016-02-25,44.47279418563383
2016-02-26,85.74078385541053
2016-02-27,19.374956913549436
2016-02-28,16.15994211351503
2016-02-29,29.954791680946343
2016-03-01,35.981068589231796
2016-03-02,72.52017253534552
2016-03-03,51.27420252026782
2016-03-04,49.26212976451718
2016-03-05,50.664285947817156
2016-03-06,53.16374709095151
2016-03-07,71.92897431507762
2016-03-08,122.09760968476571
2016-03-09,29.623279692447156
2016-03-10,41.76034382407979
2016-03-11,61.213068362668125
2016-03-12,27.558296470121252
2016-03-13,38.17452883776481
2016-03-14,35.75956771935691
2016-03-15,54.85287557270987
2016-03-16,41.55863227042686
2016-03-17,33.35188169472579
2016-03-18,13.625761563846051
2016-03-19,27.51762909410732
2016-03-20,60.905845074185955
2016-03-21,35.639647898469576
2016-03-22,28.615100505327614
2016-03-23,29.019423708174003
2016-03-24,47.72592985014169
2016-03-25,45.7610153046642
2016-03-26,55.19879371784657
2016-03-27,79.24901585649356
2016-03-28,18.693090289913794
2016-03-29,44.2241331150331
2016-03-30,34.06322591101443
2016-03-31,40.788311182531594
2016-04-01,28.560352095507554
2016-04-02,45.07013893040951
2016-04-03,29.451743028410306
2016-04-04,34.46006713455661
2016-04-05,31.488478842387156
2016-04-06,36.00180508314861
2016-04-07,24.943462930410103
2016-04-08,47.45149112993082
2016-04-09,43.62973173291573
2016-04-10,31.399988801737415
2016-04-11,17.148080531053726
2016-04-12,20.405010754216526
2016-04-13,24.72952334322808
2016-04-14,82.01214043104765
2016-04-15,18.429589105068874
2016-04-16,28.729838597377835
2016-04-17,11.347299077656201
2016-04-18,10.805725308987544
2016-04-19,22.81693566932564
2016-04-20,24.899016863288363
2016-04-21,22.771350523844152
2016-04-22,22.874013954816817
2016-04-23,80.5287946027003
2016-04-24,19.669476507934895
2016-04-25,19.225767625396937
2016-04-26,16.031131882478018
2016-04-27,16.730806784201956
2016-04-28,16.650690542957346
2016-04-29,29.395629510950016
2016-04-30,46.60576149346234
2016-05-01,42.24137484677242
2016-05-02,22.370814868579682
2016-05-03,42.73980156470314
2016-05-04,22.52640492765195
2016-05-05,47.86160965879997
2016-05-06,35.79104233614597
2016-05-07,66.42053252310927
2016-05-08,41.39130486148342
2016-05-09,55.59336765709216
2016-05-10,39.69262398999621
2016-05-11,73.41865630674255
2016-05-12,50.383794195925255
2016-05-13,62.36288009370128
2016-05-14,81.49015908369844
2016-05-15,67.32753259809216
2016-05-16,39.84584336388009
2016-05-17,16.769003545128488
2016-05-18,32.63913778145929
2016-05-19,69.9421959189657
2016-05-20,21.34974752918961
2016-05-21,12.25671137835256
2016-05-22,46.92897665496733
2016-05-23,39.30121226928888
2016-05-24,27.483380951120104
2016-05-25,42.303235021761026
2016-05-26,34.61348865527791
2016-05-27,34.377339270471055
2016-05-28,46.326306878964246
2016-05-29,47.85477777027124
2016-05-30,19.520527375256968
2016-05-31,23.629323584758303
2016-06-01,21.71288238910731
2016-06-02,37.16470027813127
2016-06-03,13.15917109527458
2016-06-04,28.687167735342936
2016-06-05,28.466859013741658
2016-06-06,16.325615439817632
2016-06-07,42.230259277609846
2016-06-08,41.65641621429554
2016-06-09,63.95069901403318
2016-06-10,31.977213388645204
2016-06-11,40.17800274109139
2016-06-12,31.869251914632994
2016-06-13,20.749110226116674
2016-06-14,18.7204722706696
2016-06-15,25.290961414538696
2016-06-16,66.76746621710991
2016-06-17,75.29885573095471
2016-06-18,42.38638159540687
2016-06-19,19.46181991522248
2016-06-20,23.862324883531198
2016-06-21,193.08594124715236
2016-06-22,22.093959091887516
2016-06-23,40.42538772836282
2016-06-24,61.912316848690644
2016-06-25,27.101862826212145
2016-06-26,8.548013313020322
2016-06-27,32.38092887187435
2016-06-28,38.741187014478946
2016-06-29,41.50926212908852
2016-06-30,50.48446420180926
2016-07-01,15.15302882449231
2016-07-02,15.010214436469301
2016-07-03,31.97128427738578
2016-07-04,89.22436091075845
2016-07-05,56.88725899233684
2016-07-06,7.793999416985201
2016-07-07,77.47348333923675
2016-07-08,34.012677696615704
2016-07-09,7.228553923429649
2016-07-10,33.97355351053429
2016-07-11,37.222871753513694
2016-07-12,28.53334353176616
2016-07-13,43.78581638204224
2016-07-14,14.092598546023618
2016-07-15,52.9149599292489
2016-07-16,25.76081484699747
2016-07-17,29.928676059957684
2016-07-18,5.823907697963138
2016-07-19,72.65712411746135
2016-07-20,28.581718279948973
2016-07-21,17.55082128181093
2016-07-22,10.344188964648952
2016-07-23,9.117348467834018
2016-07-24,22.257832399678623
2016-07-25,32.50088867850717
2016-07-26,16.498850854625804
2016-07-27,25.736135618792336
2016-07-28,16.528203238765933
2016-07-29,25.571585248798236
2016-07-30,16.892495830268825
2016-07-31,25.041298000797266
2016-08-01,43.90945860759161
2016-08-02,9.761926053695591
2016-08-03,36.4134608874061
2016-08-04,38.1589932211826
2016-08-05,58.655640152905214
2016-08-06,34.275983692142546
2016-08-07,32.7727742647689
2016-08-08,30.610680604512126
2016-08-09,54.03520051212471
2016-08-10,37.33005984646106
2016-08-11,44.9131398822417
2016-08-12,12.144799963184212
2016-08-13,24.64600701058519
2016-08-14,30.031064234707586
2016-08-15,14.799790564118316
2016-08-16,13.103124490774587
2016-08-17,20.982160198201218
2016-08-18,25.28795226220255
2016-08-19,18.64773480559553
2016-08-20,9.076954764081608
2016-08-21,8.266950853476839
2016-08-22,26.95820394573699
2016-08-23,5.636351232213027
2016-08-24,21.954370773153183
2016-08-25,31.47325578481273
2016-08-26,10.112947043870044
2016-08-27,10.0331798369228
2016-08-28,13.848762505524077
2016-08-29,39.58850278931098
2016-08-30,21.666241733760508
2016-08-31,16.97858878683696
2016-09-01,10.88507260811004
2016-09-02,14.477772469829358
2016-09-03,10.927264746362846
2016-09-04,15.443458831478436
2016-09-05,24.683923022730152
2016-09-06,26.196113605650627
2016-09-07,18.083682680629884
2016-09-08,30.860014873852563
2016-09-09,31.283164198458145
2016-09-10,12.927329788088272
2016-09-11,37.12558254712949
2016-09-12,42.960560402066
2016-09-13,20.589413915687015
2016-09-14,34.90954879003576
2016-09-15,13.081552896634532
2016-09-16,42.01537276381104
2016-09-17,8.04033302588545
2016-09-18,7.843903092176021
2016-09-19,9.6166731124814
2016-09-20,7.350684838692411
2016-09-21,48.38665259444219
2016-09-22,18.79608584847459
2016-09-23,7.1733506384402315
2016-09-24,87.89530394774285
2016-09-25,10.42901691149789
2016-09-26,18.04780701416355
2016-09-27,8.448436061615704
2016-09-28,175.45229680091546
2016-09-29,66.6515902472788
2016-09-30,50.95321223799571
2016-10-01,28.926532301347034
2016-10-02,23.845828197505394
2016-10-03,17.64271224063725
2016-10-04,14.131700388541407
2016-10-05,18.774908110590115
2016-10-06,23.113549257060267
2016-10-07,16.209514827652633
2016-10-08,17.41258355205438
2016-10-09,5.74013654113202
2016-10-10,9.772483507241066
2016-10-11,39.22846510874651
2016-10-12,27.18308244375301
2016-10-13,6.186914710222745
2016-10-14,70.07219093620822
2016-10-15,7.33404528893899
2016-10-16,4.651493440877606
2016-10-17,11.9288811107807
2016-10-18,3.2632686967647686
2016-10-19,14.872116434845816
2016-10-20,15.561617451966963
2016-10-21,39.29795430358353
2016-10-22,9.123743305581991
2016-10-23,15.63543477360343
2016-10-24,19.89400742168415
2016-10-25,15.584170513963103
2016-10-26,43.87600824117324
2016-10-27,13.317379678053884
2016-10-28,53.08000542758833
2016-10-29,18.611993487172917
2016-10-30,53.0989798563514
2016-10-31,15.478446321078692
2016-11-01,8.992611782834581
2016-11-02,8.33597581892714
2016-11-03,1.7561166468401206
2016-11-04,9.80057671803199
2016-11-05,18.06878616377213
2016-11-06,13.737140904195995
2016-11-07,22.445875131177317
2016-11-08,14.541279996155925
2016-11-09,4.448419105007536
2016-11-10,8.928571215127478
2016-11-11,17.638528980307132
2016-11-12,16.047915327975883
2016-11-13,27.3963255519758
2016-11-14,9.808600412284312
2016-11-15,22.061715507720812
2016-11-16,13.647251966763632
2016-11-17,17.06793909404875
2016-11-18,14.684054602045498
2016-11-19,33.31795540391629
2016-11-20,64.99562006453012
2016-11-21,33.97932325617845
2016-11-22,12.71166194422509
2016-11-23,3.067369377572692
2016-11-24,36.03594674745099
2016-11-25,7.407807611783516
2016-11-26,42.02603045485727
2016-11-27,14.842940096976614
2016-11-28,41.65576251942249
2016-11-29,42.99375507431151
2016-11-30,25.214531672089745
2016-12-01,34.17314133582323
2016-12-02,14.048855300043265
2016-12-03,12.501358458987099
2016-12-04,13.092696346830072
2016-12-05,14.503974513999475
2016-12-06,13.776166187030661
2016-12-07,23.346739164254515
2016-12-08,28.781330013965597
2016-12-09,5.3143041136002935
2016-12-10,8.209309270802166
2016-12-11,20.03993683273779
2016-12-12,7.791632760063052
2016-12-13,25.859751247746136
2016-12-14,7.5519753054580745
2016-12-15,6.3533165124240245
2016-12-16,7.583145106354506
2016-12-17,13.671794324514833
2016-12-18,5.663322526564769
2016-12-19,23.308891407880765
2016-12-20,18.713376991927834
2016-12-21,17.035074815573033
2016-12-22,6.935730425359469
2016-12-23,21.60282129305724
2016-12-24,2.309704785252557
2016-12-25,11.079698879306559
2016-12-26,20.164369950398125
2016-12-27,21.32032993634555
2016-12-28,11.019210805600444
2016-12-29,8.26994198972881
2016-12-30,11.798519670393688
2016-12-31,2.329502138554302
2017-01-01,35.99423363322695
2017-01-02,5.178535512946143
2017-01-03,4.580261762969834
2017-01-04,10.578924783098348
2017-01-05,6.546013926792919
2017-01-06,11.465595217109955
2017-01-07,12.485805812871323
2017-01-08,3.4076366519639993
2017-01-09,12.874515187568697
2017-01-10,6.976208714353573
2017-01-11,1.7629156174371523
2017-01-12,13.365045159196836
2017-01-13,17.694458163741935
2017-01-14,23.239007541857585
2017-01-15,21.576464841558423
2017-01-16,10.619639299811425
2017-01-17,30.479334770042776
2017-01-18,9.119439071543605
2017-01-19,33.16487765066474
2017-01-20,47.24387196150573
2017-01-21,15.065674105087375
2017-01-22,33.74181519537685
2017-01-23,14.691935811816249
2017-01-24,12.50589356618705
2017-01-25,68.38733415980802
2017-01-26,14.778257244808596
2017-01-27,16.298373432306793
2017-01-28,10.728239333255853
2017-01-29,81.92962364972249
2017-01-30,8.688177569850055
2017-01-31,9.758490429226114
2017-02-01,10.55777777847703
2017-02-02,45.446518929337685
2017-02-03,9.616889082062485
2017-02-04,22.245789129143212
2017-02-05,35.99497340381779
2017-02-06,14.244151393748806
2017-02-07,19.954176661537105
2017-02-08,16.851732097519914
2017-02-09,10.358010770078074
2017-02-10,35.57776626565779
2017-02-11,40.99834718423454
2017-02-12,23.316159857437537
2017-02-13,15.458450523621675
2017-02-14,12.829125356500008
2017-02-15,13.230664132071462
2017-02-16,35.451637935276715
2017-02-17,5.405787687998391
2017-02-18,3.819058454954897
2017-02-19,7.22461245812486
2017-02-20,6.161715018876173
2017-02-21,12.927530901802115
2017-02-22,6.430035689858022
2017-02-23,6.617566592836376
2017-02-24,8.587622566732495
2017-02-25,8.887344116986835
2017-02-26,9.954247652788828
2017-02-27,26.693499643620896
2017-02-28,9.965265070672988
2017-03-01,7.961501365531573
2017-03-02,12.083946872313412
2017-03-03,9.665770405619655
2017-03-04,2.9134870876240555
2017-03-05,2.4839548493830867
2017-03-06,4.308399919843032
2017-03-07,7.390809766731244
2017-03-08,6.625317184456381
2017-03-09,5.274839117348898
2017-03-10,6.91323149206023
2017-03-11,3.1967325564404683
2017-03-12,2.395743108182026
2017-03-13,8.601533382260293
2017-03-14,24.540018193084627
2017-03-15,12.405262261989545
2017-03-16,9.741886262347503
2017-03-17,14.962508360088789
2017-03-18,3.4696701002357835
2017-03-19,6.149286664012988
2017-03-20,24.39204374145749
2017-03-21,5.379756624037253
2017-03-22,7.584726837911637
2017-03-23,3.4035119837158914
2017-03-24,4.4488736305089
2017-03-25,3.626991882165745
2017-03-26,9.930794129677738
2017-03-27,3.111276140955457
2017-03-28,4.638411169527148
2017-03-29,8.407586302329605
2017-03-30,8.594792969091753
2017-03-31,19.43621039950669
2017-04-01,4.24450397370559
2017-04-02,2.633681606434833
2017-04-03,6.703198757307693
2017-04-04,4.905798771841601
2017-04-05,7.016010840204818
2017-04-06,3.0645932012086576
2017-04-07,12.942163735283025
2017-04-08,3.5109150712937187
2017-04-09,10.92037648078189
2017-04-10,12.84899232236277
2017-04-11,11.872556936720816
2017-04-12,7.4850430212440875
2017-04-13,7.184855248517088
2017-04-14,9.44130840120788
2017-04-15,3.996834889908799
2017-04-16,4.106289704863694
2017-04-17,8.826727444258138
2017-04-18,5.453756781234053
2017-04-19,4.050869720607032
2017-04-20,5.544539395088392
2017-04-21,2.3699185666943103
2017-04-22,14.466168053154417
2017-04-23,2.2146721322621725
2017-04-24,4.476575589723811
2017-04-25,4.016596457372965
2017-04-26,22.64089777787747
2017-04-27,1.545769525066611
2017-04-28,3.8977598616953713
2017-04-29,3.9444429904638025
2017-04-30,3.307806227345534
2017-05-01,12.596315846834916
2017-05-02,2.5962390095006693
2017-05-03,1.389433957153047
2017-05-04,4.730027757673182
2017-05-05,10.588068399955397
2017-05-06,7.268219956425212
2017-05-07,7.962919080385085
2017-05-08,2.234415092903738
2017-05-09,6.80131442579561
2017-05-10,2.4529846535363706
2017-05-11,1.2991669623352007
2017-05-12,2.710505068920253
2017-05-13,1.1542533406883457
2017-05-14,3.513829661014382
2017-05-15,3.77253003657177
2017-05-16,2.0692333661856637
2017-05-17,8.034971661191502
2017-05-18,2.894416368919623
2017-05-19,9.310517927744325
2017-05-20,3.5961121864316334
2017-05-21,16.58094742509164
2017-05-22,7.01594371982775
2017-05-23,7.040327522862649
2017-05-24,6.699236928649707
2017-05-25,9.593705158603845
2017-05-26,6.299560732110123
2017-05-27,11.233554948613554
2017-05-28,6.899039369676021
2017-05-29,4.923215806072151
2017-05-30,6.217827554321843
2017-05-31,7.248582778473759
2017-06-01,4.54054265141681
2017-06-02,2.2347113851095894
2017-06-03,5.882834819468244
2017-06-04,2.1234208461157125
2017-06-05,4.937300515797404
2017-06-06,2.5451734514449527
2017-06-07,7.870634175595344
2017-06-08,3.2527305033885803
2017-06-09,4.496997586019575
2017-06-10,5.346071908492257
2017-06-11,4.084669869059675
2017-06-12,7.341764992237388
2017-06-13,7.429818156415912
2017-06-14,7.217596697189812
2017-06-15,2.917271884864362
2017-06-16,2.9158586612549406
2017-06-17,6.270300006058663
2017-06-18,6.4030935817419525
2017-06-19,5.283352511032471
2017-06-20,12.577015146504433
2017-06-21,14.504681511791611
2017-06-22,30.359957764921926
2017-06-23,4.255135341519405
2017-06-24,4.989501355573846
2017-06-25,15.820513552628574
2017-06-26,5.575925722082398
2017-06-27,3.8870552242028724
2017-06-28,2.0934500360264368
2017-06-29,39.50610827702521
2017-06-30,10.626457655722378
2017-07-01,5.896706853273598
2017-07-02,11.578654554602345
2017-07-03,2.685582574833867
2017-07-04,1.554031566474351
2017-07-05,4.161523308623436
2017-07-06,3.5181380625606957
2017-07-07,3.055267478947006
2017-07-08,10.036396933380237
2017-07-09,5.283621504155157
2017-07-10,3.3774364394799834
2017-07-11,3.0352635400895887
2017-07-12,6.439554171121217
2017-07-13,3.1152544198715186
2017-07-14,2.411474336453827
2017-07-15,1.5233426712237956
2017-07-16,2.9513689079436496
2017-07-17,3.2023043380555802
2017-07-18,0.8398153314397074
2017-07-19,5.166924960239693
2017-07-20,5.210505096078052
2017-07-21,1.4258923138464057
2017-07-22,18.732083913583764
2017-07-23,3.14947987479541
2017-07-24,1.8450596441100888
2017-07-25,1.0540225941819241
2017-07-26,1.2060271423516342
2017-07-27,1.1288883871763946
2017-07-28,3.539144180717587
2017-07-29,1.7411452779345291
2017-07-30,0.924113839184436
2017-07-31,3.331697968617378
2017-08-01,8.301168179001666
2017-08-02,3.2085937305112413
2017-08-03,9.845168593541379
2017-08-04,1.9857341113662572
2017-08-05,1.8828515948962945
2017-08-06,8.240159119115141
2017-08-07,8.368622266910148
2017-08-08,2.6557821433162583
2017-08-09,10.91567045290251
2017-08-10,4.602148164064711
2017-08-11,2.0386488635489632
2017-08-12,0.6427712598754509
2017-08-13,1.0005058604081143
2017-08-14,1.0012094928940427
2017-08-15,2.174216674832805
2017-08-16,6.565615168889344
2017-08-17,2.0336840151931095
2017-08-18,2.5433867878053373
2017-08-19,1.4796529024197658
2017-08-20,4.106232972411105
2017-08-21,8.814176863947246
2017-08-22,2.5450658412866174
2017-08-23,3.1564530953111882
2017-08-24,11.690911390184379
2017-08-25,4.618726803476733
2017-08-26,5.022857900118329
2017-08-27,3.5550011590720554
2017-08-28,3.415668732560146
2017-08-29,4.818243407069856
2017-08-30,2.086534381678725
2017-08-31,5.653537949126203
2017-09-01,2.8930202753365224
2017-09-02,7.02937873176824
2017-09-03,1.6941614014328186
2017-09-04,3.8944759588790707
2017-09-05,2.2856301623197344
2017-09-06,2.931728967656514
2017-09-07,1.8284508696751136
2017-09-08,1.6631047549187108
2017-09-09,2.176963902380452
2017-09-10,1.098584300921577
2017-09-11,1.9499325605011577
2017-09-12,2.022804504800026
2017-09-13,6.946193274248025
2017-09-14,7.622686147607383
2017-09-15,3.4656686508921317
2017-09-16,3.1275585829064334
2017-09-17,4.929182351147072
2017-09-18,1.357462584297334
2017-09-19,1.3958249879351226
2017-09-20,2.3334935927307434
2017-09-21,2.402298655683555
2017-09-22,3.018446362969099
2017-09-23,2.8934474716979177
2017-09-24,4.014886540536985
2017-09-25,2.9015517210840214
2017-09-26,7.37967166012339
2017-09-27,13.933858564412823
2017-09-28,3.315624768496666
2017-09-29,1.9288921093830833
2017-09-30,3.2377361601922288
2017-10-01,44.54940351672913
2017-10-02,17.088717355150944
2017-10-03,2.1444349410302133
2017-10-04,1.408970901901856
2017-10-05,1.372472152161334
2017-10-06,2.2965060046206265
2017-10-07,2.515506915923893
2017-10-08,2.524311930673654
2017-10-09,8.211460598588761
2017-10-10,2.9625752076284493
2017-10-11,2.875190094268843
2017-10-12,2.1308439582409506
2017-10-13,2.057692555904764
2017-10-14,1.9557778238247652
2017-10-15,3.3211593073413432
2017-10-16,2.874195785643908
2017-10-17,9.216788376125628
2017-10-18,1.642591960916209
2017-10-19,2.3609873331433766
2017-10-20,2.4740786736430906
2017-10-21,2.1258029328579826
2017-10-22,1.7649272225951513
2017-10-23,7.122976509325549
2017-10-24,2.0839740395035147
2017-10-25,5.081713190104375
2017-10-26,1.844260913008798
2017-10-27,1.7011446963235515
2017-10-28,4.721506360664552
2017-10-29,2.8202612917215917
2017-10-30,2.512620973178358
2017-10-31,2.2782676775767823
2017-11-01,2.2776436839502354
2017-11-02,1.8410341632031961
2017-11-03,1.7870307808396877
2017-11-04,2.398813080051983
2017-11-05,3.4516697585423755
2017-11-06,7.447030058032211
2017-11-07,4.266945367083829
2017-11-08,17.111468868729347
2017-11-09,2.201794610591304
2017-11-10,1.8632921458569538
2017-11-11,1.5907518468933148
2017-11-12,3.4791629207105204
2017-11-13,6.180712001964483
2017-11-14,6.304824375672941
2017-11-15,2.0275346030598773
2017-11-16,2.5445520453349326
2017-11-17,1.9123309631891536
2017-11-18,1.206620219904352
2017-11-19,3.2984403067565586
2017-11-20,8.193151415440356
2017-11-21,9.986007633307196
2017-11-22,8.426566699097037
2017-11-23,1.9550335385117508
2017-11-24,3.7640412428301118
2017-11-25,3.5193062018090786
2017-11-26,2.7351863127331653
2017-11-27,8.134855312494102
2017-11-28,2.1403280222920538
2017-11-29,4.643914759748885
2017-11-30,2.8498527881477282
2017-12-01,1.372044413127857
2017-12-02,1.1841892700823577
2017-12-03,1.1103518070234186
2017-12-04,3.5430976047852067
2017-12-05,6.097940640837551
2017-12-06,4.067264773639343
2017-12-07,23.221456096052595
2017-12-08,16.568902075752167
2017-12-09,3.969169392582264
2017-12-10,11.1247390110823
2017-12-11,5.156065387580623
2017-12-12,11.453013410851723
2017-12-13,7.649666147501117
2017-12-14,11.34461609457933
2017-12-15,3.600778058259133
2017-12-16,18.308987864388914
2017-12-17,9.000646831916324
2017-12-18,6.223335778988894
2017-12-19,6.414418981261261
2017-12-20,3.326532810516868
2017-12-21,7.103657939373982
2017-12-22,6.074801404612757
2017-12-23,2.543963876715764
2017-12-24,6.449188940227064
2017-12-25,13.293096560752392
2017-12-26,5.845627663851397
2017-12-27,3.2030528037468824
2017-12-28,2.4705776930547816
2017-12-29,3.1361612831109698
2017-12-30,1.6225269809375962
2017-12-31,19.79722179909146
2018-01-01,5.93270702905768
2018-01-02,5.191637346429098
2018-01-03,3.4154671662138334
2018-01-04,5.939691372388152
2018-01-05,3.4545035704698304
2018-01-06,8.825513452556752
2018-01-07,3.69294867969229
2018-01-08,7.394165888861541
2018-01-09,4.302370373976576
2018-01-10,6.850328517832633
2018-01-11,5.302714357407189
2018-01-12,12.999056840419938
2018-01-13,7.279620162832504
2018-01-14,2.119930436140491
2018-01-15,9.609412916057993
2018-01-16,4.406423364152089
2018-01-17,4.17674133098221
2018-01-18,2.4437224902984345
2018-01-19,5.007422200034148
2018-01-20,4.8808764378145995
2018-01-21,4.110646777569964
2018-01-22,12.291246791396874
2018-01-23,9.518201622474514
2018-01-24,15.90120503782173
2018-01-25,20.1723185063397
2018-01-26,3.44946513361136
2018-01-27,4.137735565270766
2018-01-28,6.3069117076918
2018-01-29,10.987542906633733
2018-01-30,5.582390687658358
2018-01-31,9.116894342344219
2018-02-01,4.929600963619095
2018-02-02,6.376763538699904
2018-02-03,6.5283874126862065
2018-02-04,5.592256186367269
2018-02-05,5.705359853351788
2018-02-06,7.403499110386321
2018-02-07,16.38520128334848
2018-02-08,13.68976237087626
2018-02-09,3.7845997948824186
2018-02-10,6.602135194488283
2018-02-11,5.7575399496406146
2018-02-12,18.031177507600916
2018-02-13,6.762143114462264
2018-02-14,6.410094628437876
