Date,addresses/new_non_zero_count,addresses/active_count,addresses/sending_count,addresses/receiving_count,addresses/count,blockchain/block_height,blockchain/block_count,blockchain/block_interval_mean,blockchain/block_interval_median,blockchain/block_size_sum,blockchain/block_size_mean,fees/volume_sum,fees/volume_mean,fees/volume_median,fees/gas_used_sum,fees/gas_used_mean,fees/gas_used_median,fees/gas_price_mean,fees/gas_price_median,fees/gas_limit_tx_mean,fees/gas_limit_tx_median,indicators/sopr,market/price_usd_close,market/price_drawdown_relative,market/marketcap_usd,mining/difficulty_latest,mining/hash_rate_mean,supply/current,transactions/count,transactions/rate,transactions/transfers_count,transactions/transfers_rate,transactions/transfers_volume_sum,transactions/transfers_volume_mean,transactions/transfers_volume_median,addresses/non_zero_count,addresses/min_point_zero_1_count,addresses/min_point_1_count,addresses/min_1_count,addresses/min_10_count,addresses/min_100_count,addresses/min_1k_count,addresses/min_10k_count,addresses/min_32_count,distribution/balance_1pct_holders,distribution/gini,distribution/herfindahl,distribution/supply_contracts,transactions/transfers_volume_to_exchanges_sum,transactions/transfers_volume_from_exchanges_sum,transactions/transfers_volume_exchanges_net,transactions/transfers_to_exchanges_count,transactions/transfers_from_exchanges_count,transactions/transfers_volume_to_exchanges_mean,transactions/transfers_volume_from_exchanges_mean,distribution/balance_exchanges,fees/fee_ratio_multiple,indicators/net_unrealized_profit_loss,indicators/unrealized_profit,indicators/unrealized_loss,indicators/cdd,indicators/liveliness,indicators/average_dormancy,indicators/asol,indicators/msol,indicators/nvt,indicators/nvts,indicators/velocity,market/marketcap_realized_usd,market/mvrv,mining/thermocap,mining/marketcap_thermocap_ratio,mining/revenue_sum,mining/revenue_from_fees,supply/profit_relative,supply/profit_sum,supply/loss_sum,supply/active_24h,supply/active_1d_1w,supply/active_1w_1m,supply/active_1m_3m,supply/active_3m_6m,supply/active_6m_12m,supply/active_1y_2y,supply/active_2y_3y,supply/active_3y_5y,supply/active_5y_7y,supply/active_7y_10y,supply/active_more_10y,supply/issued,supply/inflation_rate,transactions/contract_calls_internal_count,Closed Price USD,Daily Return in USD,Daily Return in Percent,Daily Log Return in Percent,Log Price in USD
2015-08-09,253.0,731.0,457.0,489.0,10894.0,60992.0,5123.0,16.8643373023619,12.0,3167541.0,618.298067538552,14.0989497032056,0.0106086905215994,0.001223010533325,38863003.0,29242.289691497,21000.0,475467129047.558,58003730392.0,80584.452219714,22000.0,0.40394201880106,0.719830109410067,-0.7491200924679905,55072452.79812666,1741399466631.0,101396920722.077,72335041.28073,1312.0,0.015185185185185185,1244.0,0.014398148148148148,1165448.07459555,936.855365430503,12.25023674,10816.0,10315.0,10136.0,9904.0,9518.0,7879.0,5122.0,965.0,8607.0,0.434502,0.864086,0.003025,0.170968,534051.727119676,93621.53366315,440430.193456526,412.0,141.0,1296.2420561157182,663.9825082492907,2721995.858835145,1928.6812686139754,-2.91020749973457,2.47234051381918e-06,2.91020997207508,5399171.05719957,0.187901769193232,4.632699795804515,4.36991685743035,1.79533564814815,62.06629266244462,8.155553754789727,0.016111804928298626,186187613.650371,0.295534806842971,390768.26419233216,1.9483474165172967e-06,27192.380199703,0.000518489,0.000129369857669235,7818.264785,60424543.884181,766191.047626026,14498923.6597623,57069926.5733417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27178.28125,0.1469598877658953,2.0,0.719830109410067,-0.050150635883067896,-6.513232465829432,-6.735028340758417,-0.3287400539674616
2015-08-10,649.0,997.0,804.0,749.0,11543.0,66247.0,5255.0,16.4376784015224,12.0,3316883.0,631.186108468126,31.1651444383787,0.0152995308975841,0.00122826248427035,74070061.0,36362.327442317,21000.0,421654904253.764,55701790215.0,82231.792341679,50000.0,0.360587019149118,0.7007051824579207,-0.7557856373550238,48788613.042786,1948102094734.0,111643071601.253,72362858.62448,2027.0,0.023460648148148147,1525.0,0.01765046296296296,1670883.90856051,1095.66157938394,4.0,11064.0,10455.0,10243.0,9982.0,9547.0,7881.0,5092.0,953.0,8633.0,0.439678,0.866853,0.003068,0.172656,876757.97619884,174193.12352931,702564.85266953,392.0,173.0,2236.627490303163,1006.8966677994797,3424905.4049173486,893.5786885089482,-2.96817324557237,2.9427583468822e-05,2.96820267315584,9413977.11817756,0.181831647251553,5.6341299775206,3.08385531781251,0.706260446423182,43.30813065691776,9.125844590583206,0.023090352431091747,184501077.105108,0.264290068209155,409523.322324292,1.6463573901516024e-06,27848.508894438,0.001119096,0.000774151812927234,46805.429991,60366154.309762,357484.650262882,15743090.408033,56262283.5661841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27817.34375,0.1506009708431606,0.0,0.7007051824579207,-0.019124926952146293,-2.6568667664957815,-2.69279935503383,-0.3556680475177999
2015-08-11,1889.0,2339.0,2119.0,2106.0,13432.0,71527.0,5280.0,16.3668560606061,12.0,3653834.0,692.014015151515,11.3114485860198,0.00227915546766467,0.001217964866769,163481740.0,32940.104775337,21000.0,77838819161.93271,50000000000.0,74161.196050776,22000.0,0.614763377820822,1.0883609568759975,-0.6206773061406466,57453602.41862398,2171897473895.0,124075704134.252,72390886.43698,4955.0,0.05734953703703704,3286.0,0.03803240740740741,1485696.53360261,452.129194644738,0.1196642,11327.0,10566.0,10302.0,10008.0,9537.0,7862.0,5077.0,946.0,8629.0,0.444132,0.869847,0.00308,0.173271,454735.11952737,180965.69144572,273769.42808165005,458.0,156.0,992.8714400160918,1160.0364836264102,3698674.618813694,2478.8269809439366,-1.54102199468362,0.0059090793691434,1.54693107405276,5332549.35104379,0.17565777669675,3.589258795746861,2.60837451824808,0.69924617662474,48.72521729686078,12.731284999985137,0.020523253778581444,183205814.173146,0.314179045708749,431767.81849357963,1.838159108880765e-06,28039.123948586,0.000403417,0.0264155219996226,1597835.629292,58886656.737466,220246.970343218,16249328.8893996,55921310.5772372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28027.8125,0.15175961681048533,15.0,1.0883609568759975,0.38765577441807686,55.32366309298086,44.034090276531884,0.08467285524751887
2015-08-12,312.0,904.0,565.0,673.0,13744.0,76651.0,5124.0,16.8579234972678,12.0,3348157.0,653.426424668228,32.5869924043777,0.0160053990198319,0.001244069511888,70102332.0,34431.400785855,21000.0,444902379011.10004,57949429013.0,153478.538310413,30000.0,0.609176247876279,1.2140711147663539,-0.5768639780024087,80790167.32663517,2248237602936.0,130892997332.715,72418257.37448,2009.0,0.023252314814814816,1811.0,0.02096064814814815,747447.449022974,412.726366108766,10.0,11620.0,10724.0,10426.0,10082.0,9571.0,7880.0,5061.0,943.0,8660.0,0.450447,0.873245,0.003097,0.173812,366976.640936944,147114.86186924,219861.779067704,532.0,138.0,689.8057160468873,1066.049723690145,3918536.2302150335,840.9344487011638,-1.26986463399659,0.00804545815122135,1.27791009214781,4078404.90985315,0.169392332336517,5.456443680668437,3.50771421421815,0.5204194056767,96.88742328191972,20.717374516335624,0.010321257043757208,182386897.018376,0.442170137637798,462302.97220595175,2.41314685369422e-06,27403.524492404,0.001189153,0.0303009782291172,1833578.799538,58678590.86329,270977.470786709,16465871.1753082,55681408.7283851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27370.9375,0.14789288781990795,2.0,1.2140711147663539,0.12571015789035633,11.550410467791075,10.930641455908209,0.19397926980660088
2015-08-13,530.0,1273.0,858.0,989.0,14274.0,81937.0,5286.0,16.3393870601589,12.0,3519008.0,665.722285281877,24.9291691099431,0.0087716991942094,0.001210078439094,88234087.0,31046.476776918,21000.0,268683475202.317,57407543882.0,88564.72765658,22000.0,0.839076718480296,1.8432856832260898,-0.3575659927009285,104558789.57857223,2419921828013.0,142846542586.419,72446525.49948,2834.0,0.03280092592592593,2604.0,0.03013888888888889,1787810.85400364,686.563307989109,10.0,12085.0,10949.0,10595.0,10213.0,9614.0,7900.0,5041.0,937.0,8685.0,0.458712,0.877998,0.00313,0.174795,683335.994775631,265584.06286017,417751.931915461,811.0,433.0,842.5844571832688,613.3581128410392,4336287.635128643,1134.9377126983804,-0.430594853157465,0.0773713383639747,0.50796619152144,9757533.57969835,0.163135302986292,5.457810907595309,3.75517884316278,0.712753067689913,40.522477720303904,28.1742100939277,0.024677661788162254,181943566.42872,0.574328219887589,503101.0769221951,2.8687172063742595e-06,28293.05416911,0.000881106,0.0839009113892629,5079464.124683,55402591.669787,390602.798948413,16957699.3657133,55098223.3348183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28268.125,0.15302930330290576,35.0,1.8432856832260898,0.6292145684597359,51.8268296483462,41.757040675765346,0.6115496765642543
2015-08-14,536.0,1592.0,1098.0,1172.0,14810.0,87746.0,5809.0,14.882423825099,11.0,3832496.0,659.751420210019,14.3548341128275,0.00452263204562932,0.00120996327669,78746522.0,24809.868304978,21000.0,193455494453.19202,57413399396.0,66965.374606175,22000.0,0.862418965439728,1.8333619024579544,-0.3610246938151652,145026549.33405373,3177173581368.0,177180146081.296,72477632.21823,3166.0,0.03664351851851852,3061.0,0.03542824074074074,2295429.08010175,749.895158478193,12.24402437,12598.0,11164.0,10752.0,10288.0,9596.0,7828.0,4968.0,914.0,8627.0,0.470955,0.884455,0.003213,0.177269,1166503.43324455,232015.52848121,934487.9047633399,1021.0,386.0,1142.510708368805,601.0764986559844,5270775.072409484,2167.985595619178,-0.432602984393047,0.0737608806219004,0.506363865014947,17053682.2062707,0.167349396889142,7.429409322249572,4.81750394114957,1.01477537695732,31.574764320323617,37.95117738307448,0.03167086189005482,181220751.432649,0.801899079238766,565345.1092304512,3.5394018816833403e-06,31121.073584113,0.000461258,0.0936073102121968,5669225.522248,54894683.143897,577489.994099117,17607019.9641196,54293122.2600113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31106.71875,0.16955222601618947,12.0,1.8333619024579544,-0.009923780768135382,-0.5383745372972754,-0.5398289956470683,0.6061513866077836
2015-08-15,365.0,1309.0,845.0,1050.0,15175.0,93128.0,5382.0,16.0442214790041,12.0,3435520.0,638.33519137867,8.83659302804685,0.00386891113312034,0.001209753059466,59565914.0,26079.647110333,21000.0,144368937208.076,57510202945.0,58293.196584939,22000.0,1.0705238852768,1.6744560982512584,-0.4164075861734019,124819551.87887527,3636757923666.0,210273663901.635,72506144.87448,2269.0,0.026261574074074073,2179.0,0.025219907407407406,4631228.96095204,2125.39190498028,11.17746892,12952.0,11366.0,10889.0,10396.0,9685.0,7866.0,4995.0,943.0,8690.0,0.474542,0.890159,0.003065,0.131858,521918.68412277,258872.084289639,263046.59983313095,679.0,242.0,768.657855850913,1069.7193565687562,5533821.375917215,3227.6571697375252,-0.566650558939619,0.0430460580811989,0.609696617020817,27008525.2229149,0.168631637434268,5.831826811119865,4.07896447819781,0.6892475804383,15.65591886857931,29.14539495388227,0.06387360642286878,180895441.987805,0.689882537608118,614429.7348461492,2.8017899925001464e-06,28521.492843028,0.000309822,0.0442064635535572,2814858.967462,60860324.1984,3020231.81161744,6522126.54779356,62963786.515069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28512.65625,0.15431384761613542,2.0,1.6744560982512584,-0.15890580420669598,-8.667454254048474,-9.066299152481978,0.5154883950829637
2015-08-16,275.0,1202.0,748.0,976.0,15450.0,98260.0,5132.0,16.8429462197974,12.0,3287835.0,640.653741231489,6.67723792490556,0.00273657292004326,0.001207801265937,58241191.0,23869.34057377,21000.0,120940093311.21901,57375395027.0,63010.490163934,22000.0,0.69673487878175,1.5699231049497122,-0.4528401101130143,99757425.64262255,3884083612249.0,214978134556.6,72533239.40573,2438.0,0.028217592592592593,2353.0,0.027233796296296298,1708588.89573193,726.132127382887,8.31505447514927,13222.0,11536.0,11027.0,10502.0,9741.0,7880.0,4989.0,940.0,8719.0,0.479116,0.89209,0.003088,0.132634,657096.809611,165126.651519779,491970.158091221,766.0,209.0,857.8287331736293,790.0796723434402,6025791.153392029,4058.745366379649,-0.669613180832201,0.0351069570296759,0.704720137861877,9444090.19968637,0.180068823439701,5.527421033390648,3.64424889003684,0.613137604834305,42.45213087063755,24.394303286107792,0.023555943588491574,181276228.979239,0.545451712731419,651693.7631542529,2.110399107307735e-06,27101.208487925,0.000246382,0.0538402401777644,3430273.878879,60279642.119563,306549.948743447,9682531.49706481,62544157.9599217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27094.53125,0.1460474024430829,1.0,1.5699231049497122,-0.1045329933015462,-6.2428028665975,-6.446175466123248,0.45102664042173124
2015-08-17,279.0,1249.0,800.0,989.0,15729.0,103607.0,5347.0,16.1602767907238,12.0,3393782.0,634.707686553207,7.64281183963496,0.00304252063679736,0.001210227972051,60515132.0,24090.418789809,21000.0,132149993345.25201,57548718219.0,61840.339570064,22000.0,0.883887700506661,1.2078850916837387,-0.5790199713106483,100335806.11619644,4207278821566.0,241380632162.915,72561358.31198,2512.0,0.029074074074074075,2458.0,0.028449074074074075,2244762.51476953,913.247564999808,7.99877959,13469.0,11685.0,11113.0,10539.0,9780.0,7904.0,4992.0,955.0,8755.0,0.477904,0.894545,0.003017,0.116744,297328.105673405,213843.890819561,83484.214853844,791.0,198.0,375.88888201441847,1080.0196506038435,6109275.125236745,3680.131037110948,-1.17558821657107,0.00123638396060392,1.17682460053168,17639495.1246215,0.177991759498367,7.858067394016756,3.01596174333715,0.554733522992443,32.32473717578533,25.085244065554637,0.030936059729175663,180730117.897809,0.553745350844544,690575.7961168814,2.0023462905387475e-06,28126.54906184,0.000271729,0.00708308623496219,459008.477847,64327632.486516,1547087.40502816,9752688.82077421,61261582.0861776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28118.90625,0.15190494068404825,1.0,1.2078850916837387,-0.3620380132659735,-23.060875537440435,-26.215566821192855,0.18887097220980278
2015-08-18,276.0,1294.0,824.0,1046.0,16005.0,108555.0,4948.0,17.4607922392886,12.0,3208720.0,648.488278092158,11.906071340176,0.00477388586213955,0.001205692772676,66816413.0,26790.863271852,21000.0,146513014268.086,57305139601.0,73680.886126704,22000.0,0.601220024728077,1.1425963795275509,-0.6017748211766148,87114443.49331631,4329807603837.0,250647826221.543,72587521.12448,2493.0,0.028854166666666667,2412.0,0.027916666666666666,1548718.91502124,642.089102413449,7.11589107,13724.0,11848.0,11213.0,10559.0,9790.0,7894.0,4978.0,950.0,8758.0,0.483673,0.896879,0.003048,0.117173,493556.586615168,292053.94555512,201502.64106004802,745.0,294.0,662.4920625706953,993.3807671942858,6310777.41243703,2198.4345485160893,-1.28273165131648,0.000981453246393577,1.28371310456287,14233931.9090785,0.181638937277225,9.190778114105546,3.85304677696307,0.83585273274117,46.86939664805765,22.796673997792283,0.02133588378593821,179840580.283983,0.484070596975004,721974.5657104726,1.6622881273129916e-06,26174.71857134,0.000454869,0.00514883408425651,333756.017992,64487897.256911,884179.619485455,7561433.92382162,64141907.5811729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26162.8125,0.14057635695180415,15.0,1.1425963795275509,-0.06528871215618781,-5.405208873401874,-5.556777353293175,0.1333031986768711
