Date,addresses/min_10k_count
2015-07-30,1017.0
2015-07-31,1018.0
2015-08-01,1019.0
2015-08-02,1019.0
2015-08-03,1019.0
2015-08-04,1019.0
2015-08-05,1020.0
2015-08-06,1020.0
2015-08-07,985.0
2015-08-08,972.0
2015-08-09,965.0
2015-08-10,953.0
2015-08-11,946.0
2015-08-12,943.0
2015-08-13,937.0
2015-08-14,914.0
2015-08-15,943.0
2015-08-16,940.0
2015-08-17,955.0
2015-08-18,950.0
2015-08-19,946.0
2015-08-20,945.0
2015-08-21,947.0
2015-08-22,950.0
2015-08-23,952.0
2015-08-24,955.0
2015-08-25,957.0
2015-08-26,952.0
2015-08-27,952.0
2015-08-28,949.0
2015-08-29,950.0
2015-08-30,952.0
2015-08-31,953.0
2015-09-01,959.0
2015-09-02,960.0
2015-09-03,960.0
2015-09-04,959.0
2015-09-05,959.0
2015-09-06,960.0
2015-09-07,961.0
2015-09-08,963.0
2015-09-09,966.0
2015-09-10,967.0
2015-09-11,970.0
2015-09-12,971.0
2015-09-13,971.0
2015-09-14,970.0
2015-09-15,976.0
2015-09-16,979.0
2015-09-17,980.0
2015-09-18,980.0
2015-09-19,979.0
2015-09-20,979.0
2015-09-21,981.0
2015-09-22,981.0
2015-09-23,981.0
2015-09-24,980.0
2015-09-25,981.0
2015-09-26,984.0
2015-09-27,985.0
2015-09-28,979.0
2015-09-29,984.0
2015-09-30,981.0
2015-10-01,980.0
2015-10-02,979.0
2015-10-03,981.0
2015-10-04,985.0
2015-10-05,986.0
2015-10-06,989.0
2015-10-07,988.0
2015-10-08,988.0
2015-10-09,986.0
2015-10-10,986.0
2015-10-11,987.0
2015-10-12,986.0
2015-10-13,988.0
2015-10-14,987.0
2015-10-15,985.0
2015-10-16,985.0
2015-10-17,982.0
2015-10-18,984.0
2015-10-19,986.0
2015-10-20,980.0
2015-10-21,974.0
2015-10-22,973.0
2015-10-23,970.0
2015-10-24,971.0
2015-10-25,971.0
2015-10-26,970.0
2015-10-27,965.0
2015-10-28,964.0
2015-10-29,958.0
2015-10-30,958.0
2015-10-31,961.0
2015-11-01,961.0
2015-11-02,961.0
2015-11-03,963.0
2015-11-04,963.0
2015-11-05,962.0
2015-11-06,960.0
2015-11-07,962.0
2015-11-08,971.0
2015-11-09,958.0
2015-11-10,962.0
2015-11-11,968.0
2015-11-12,968.0
2015-11-13,974.0
2015-11-14,974.0
2015-11-15,972.0
2015-11-16,975.0
2015-11-17,981.0
2015-11-18,982.0
2015-11-19,981.0
2015-11-20,984.0
2015-11-21,987.0
2015-11-22,988.0
2015-11-23,988.0
2015-11-24,994.0
2015-11-25,996.0
2015-11-26,994.0
2015-11-27,995.0
2015-11-28,995.0
2015-11-29,996.0
2015-11-30,996.0
2015-12-01,998.0
2015-12-02,998.0
2015-12-03,999.0
2015-12-04,1000.0
2015-12-05,999.0
2015-12-06,1000.0
2015-12-07,1000.0
2015-12-08,1000.0
2015-12-09,1000.0
2015-12-10,1001.0
2015-12-11,1000.0
2015-12-12,1001.0
2015-12-13,1001.0
2015-12-14,1001.0
2015-12-15,1000.0
2015-12-16,998.0
2015-12-17,997.0
2015-12-18,995.0
2015-12-19,995.0
2015-12-20,996.0
2015-12-21,997.0
2015-12-22,996.0
2015-12-23,996.0
2015-12-24,997.0
2015-12-25,997.0
2015-12-26,998.0
2015-12-27,998.0
2015-12-28,998.0
2015-12-29,1000.0
2015-12-30,1001.0
2015-12-31,1000.0
2016-01-01,997.0
2016-01-02,999.0
2016-01-03,998.0
2016-01-04,1001.0
2016-01-05,1000.0
2016-01-06,1001.0
2016-01-07,1001.0
2016-01-08,1003.0
2016-01-09,1002.0
2016-01-10,1003.0
2016-01-11,1002.0
2016-01-12,1006.0
2016-01-13,1010.0
2016-01-14,1011.0
2016-01-15,1018.0
2016-01-16,1015.0
2016-01-17,1017.0
2016-01-18,1013.0
2016-01-19,1013.0
2016-01-20,1013.0
2016-01-21,1018.0
2016-01-22,1017.0
2016-01-23,1022.0
2016-01-24,1025.0
2016-01-25,1018.0
2016-01-26,1017.0
2016-01-27,1026.0
2016-01-28,1033.0
2016-01-29,1034.0
2016-01-30,1038.0
2016-01-31,1044.0
2016-02-01,1051.0
2016-02-02,1055.0
2016-02-03,1057.0
2016-02-04,1058.0
2016-02-05,1060.0
2016-02-06,1060.0
2016-02-07,1059.0
2016-02-08,1055.0
2016-02-09,1057.0
2016-02-10,1058.0
2016-02-11,1061.0
2016-02-12,1055.0
2016-02-13,1056.0
2016-02-14,1058.0
2016-02-15,1067.0
2016-02-16,1070.0
2016-02-17,1073.0
2016-02-18,1078.0
2016-02-19,1080.0
2016-02-20,1084.0
2016-02-21,1085.0
2016-02-22,1090.0
2016-02-23,1092.0
2016-02-24,1089.0
2016-02-25,1093.0
2016-02-26,1088.0
2016-02-27,1091.0
2016-02-28,1089.0
2016-02-29,1091.0
2016-03-01,1095.0
2016-03-02,1095.0
2016-03-03,1105.0
2016-03-04,1102.0
2016-03-05,1107.0
2016-03-06,1093.0
2016-03-07,1091.0
2016-03-08,1094.0
2016-03-09,1091.0
2016-03-10,1093.0
2016-03-11,1099.0
2016-03-12,1098.0
2016-03-13,1095.0
2016-03-14,1091.0
2016-03-15,1093.0
2016-03-16,1097.0
2016-03-17,1096.0
2016-03-18,1094.0
2016-03-19,1099.0
2016-03-20,1100.0
2016-03-21,1097.0
2016-03-22,1095.0
2016-03-23,1094.0
2016-03-24,1093.0
2016-03-25,1097.0
2016-03-26,1097.0
2016-03-27,1093.0
2016-03-28,1091.0
2016-03-29,1094.0
2016-03-30,1090.0
2016-03-31,1096.0
2016-04-01,1095.0
2016-04-02,1096.0
2016-04-03,1096.0
2016-04-04,1098.0
2016-04-05,1101.0
2016-04-06,1102.0
2016-04-07,1103.0
2016-04-08,1103.0
2016-04-09,1100.0
2016-04-10,1096.0
2016-04-11,1103.0
2016-04-12,1107.0
2016-04-13,1106.0
2016-04-14,1102.0
2016-04-15,1108.0
2016-04-16,1107.0
2016-04-17,1109.0
2016-04-18,1105.0
2016-04-19,1105.0
2016-04-20,1107.0
2016-04-21,1106.0
2016-04-22,1107.0
2016-04-23,1098.0
2016-04-24,1099.0
2016-04-25,1099.0
2016-04-26,1107.0
2016-04-27,1106.0
2016-04-28,1106.0
2016-04-29,1111.0
2016-04-30,1098.0
2016-05-01,1096.0
2016-05-02,1096.0
2016-05-03,1092.0
2016-05-04,1095.0
2016-05-05,1095.0
2016-05-06,1089.0
2016-05-07,1090.0
2016-05-08,1088.0
2016-05-09,1081.0
2016-05-10,1074.0
2016-05-11,1056.0
2016-05-12,1041.0
2016-05-13,1019.0
2016-05-14,987.0
2016-05-15,985.0
2016-05-16,982.0
2016-05-17,976.0
2016-05-18,976.0
2016-05-19,969.0
2016-05-20,970.0
2016-05-21,970.0
2016-05-22,969.0
2016-05-23,968.0
2016-05-24,973.0
2016-05-25,969.0
2016-05-26,972.0
2016-05-27,974.0
2016-05-28,965.0
2016-05-29,968.0
2016-05-30,969.0
2016-05-31,972.0
2016-06-01,974.0
2016-06-02,974.0
2016-06-03,973.0
2016-06-04,977.0
2016-06-05,975.0
2016-06-06,976.0
2016-06-07,974.0
2016-06-08,960.0
2016-06-09,957.0
2016-06-10,960.0
2016-06-11,957.0
2016-06-12,952.0
2016-06-13,950.0
2016-06-14,952.0
2016-06-15,952.0
2016-06-16,944.0
2016-06-17,943.0
2016-06-18,923.0
2016-06-19,924.0
2016-06-20,915.0
2016-06-21,914.0
2016-06-22,910.0
