Date,market/mvrv
2015-07-30,0.999999999999998
2015-07-31,0.999999999999998
2015-08-01,0.999999999999998
2015-08-02,0.999999999999998
2015-08-03,0.999999999999998
2015-08-04,0.999999999999997
2015-08-05,0.999999999999998
2015-08-06,0.999999999999998
2015-08-07,0.999999999999997
2015-08-08,0.577266906072351
2015-08-09,0.295534806842971
2015-08-10,0.264290068209155
2015-08-11,0.314179045708749
2015-08-12,0.442170137637798
2015-08-13,0.574328219887589
2015-08-14,0.801899079238766
2015-08-15,0.689882537608118
2015-08-16,0.545451712731419
2015-08-17,0.553745350844544
2015-08-18,0.484070596975004
2015-08-19,0.507562353307259
2015-08-20,0.545260039991652
2015-08-21,0.60808662824318
2015-08-22,0.578499373290652
2015-08-23,0.553117022428972
2015-08-24,0.533376678461462
2015-08-25,0.48993286657697
2015-08-26,0.468911800615182
2015-08-27,0.477635711061926
2015-08-28,0.480195873796692
2015-08-29,0.484308831367824
2015-08-30,0.525785573401379
2015-08-31,0.54740202464656
2015-09-01,0.561535504429831
2015-09-02,0.547106167149769
2015-09-03,0.525843072511284
2015-09-04,0.525694607755158
2015-09-05,0.538978528205358
2015-09-06,0.552935082494129
2015-09-07,0.527890235771072
2015-09-08,0.519253709310801
2015-09-09,0.512919836826765
2015-09-10,0.499646389674886
2015-09-11,0.440859767833547
2015-09-12,0.432375196908487
2015-09-13,0.412830069911904
2015-09-14,0.382280079989084
2015-09-15,0.389457710691389
2015-09-16,0.389603552825068
2015-09-17,0.3700751660251
2015-09-18,0.36601633837314
2015-09-19,0.361757015809094
2015-09-20,0.37987270420804
2015-09-21,0.393479098227119
2015-09-22,0.38022661784807
2015-09-23,0.380940432949093
2015-09-24,0.36663741232198
2015-09-25,0.32828173561318
2015-09-26,0.314183247356618
2015-09-27,0.318854180240335
2015-09-28,0.27862686053134
2015-09-29,0.266054873770051
2015-09-30,0.289070461986279
2015-10-01,0.299944438907999
2015-10-02,0.290266638288145
2015-10-03,0.299963687498832
2015-10-04,0.293555931233902
2015-10-05,0.286145749311514
2015-10-06,0.269684711919147
2015-10-07,0.274365063386555
2015-10-08,0.261561323412326
2015-10-09,0.285989264225
2015-10-10,0.277970111061864
2015-10-11,0.273856789393253
2015-10-12,0.277766543860415
2015-10-13,0.2678501240737
2015-10-14,0.248211659460174
2015-10-15,0.237045255953321
2015-10-16,0.240363686478964
2015-10-17,0.236576706518556
2015-10-18,0.234558768079161
2015-10-19,0.220924777960519
2015-10-20,0.215468780720177
2015-10-21,0.197048169227835
2015-10-22,0.204291773482172
2015-10-23,0.244947284243504
2015-10-24,0.245239390261434
2015-10-25,0.278394322194353
2015-10-26,0.287570869088902
2015-10-27,0.364713371694191
2015-10-28,0.397879249730311
2015-10-29,0.484806255509498
2015-10-30,0.511818652532376
2015-10-31,0.436903267831879
2015-11-01,0.434838051501405
2015-11-02,0.480472079112576
2015-11-03,0.453693416580809
2015-11-04,0.419973445000654
2015-11-05,0.421134072891256
2015-11-06,0.410113842652776
2015-11-07,0.415595974441186
2015-11-08,0.437488955564866
2015-11-09,0.472071239797225
2015-11-10,0.451108439553077
2015-11-11,0.387028739996915
2015-11-12,0.389811314185104
2015-11-13,0.4051659648808
2015-11-14,0.410428092823023
2015-11-15,0.415611182053584
2015-11-16,0.421407832759803
2015-11-17,0.440022676412351
2015-11-18,0.45198287173131
2015-11-19,0.451075886659163
2015-11-20,0.426142644285038
2015-11-21,0.437105918650288
2015-11-22,0.447299848033081
2015-11-23,0.442955457142847
2015-11-24,0.434172296110813
2015-11-25,0.406561053197606
2015-11-26,0.40471659990753
2015-11-27,0.412989807551905
2015-11-28,0.423980123071904
2015-11-29,0.415812472815356
2015-11-30,0.409062893483863
2015-12-01,0.410447992203521
2015-12-02,0.397835180117496
2015-12-03,0.38255446922514
2015-12-04,0.385230983841299
2015-12-05,0.399201584954757
2015-12-06,0.402166765123955
2015-12-07,0.381676989197073
2015-12-08,0.374443289189202
2015-12-09,0.372799173772948
2015-12-10,0.38500796347134
2015-12-11,0.404124475025199
2015-12-12,0.460211746152709
2015-12-13,0.45939090567109
2015-12-14,0.468538880073877
2015-12-15,0.478768971304795
2015-12-16,0.477894924027998
2015-12-17,0.457711395353339
2015-12-18,0.443428335793201
2015-12-19,0.435884032405753
2015-12-20,0.439889861336308
2015-12-21,0.433532656808379
2015-12-22,0.431558716907076
2015-12-23,0.415883719810446
2015-12-24,0.417657618812339
2015-12-25,0.420041383254344
2015-12-26,0.421854229857969
2015-12-27,0.413336192399694
2015-12-28,0.412450038165178
2015-12-29,0.409932574846432
2015-12-30,0.432234881781232
2015-12-31,0.462014764256523
2016-01-01,0.455809047296634
2016-01-02,0.462652310154431
2016-01-03,0.466157849134774
2016-01-04,0.462306984246383
2016-01-05,0.463477978718396
2016-01-06,0.462891981622065
2016-01-07,0.464266457887399
2016-01-08,0.471274275592406
2016-01-09,0.478974155411135
2016-01-10,0.482190993799422
2016-01-11,0.50517684606945
2016-01-12,0.558380907127117
2016-01-13,0.542519567499439
2016-01-14,0.553683267748921
2016-01-15,0.602644527974245
2016-01-16,0.603751541829851
2016-01-17,0.604438340593561
2016-01-18,0.689287498323038
2016-01-19,0.665328645996269
2016-01-20,0.710667241325102
2016-01-21,0.741923827852166
2016-01-22,0.741606090039437
2016-01-23,0.853355640829567
2016-01-24,1.03805354308854
2016-01-25,1.11385237056818
2016-01-26,1.23614796005658
2016-01-27,1.1492214800277
2016-01-28,1.1889783084561
2016-01-29,1.19233406270047
2016-01-30,1.19359253653
2016-01-31,1.12637059776833
2016-02-01,1.04615773308461
2016-02-02,1.05182382782446
2016-02-03,1.1412145582256
2016-02-04,1.18852063109285
2016-02-05,1.18131583652921
2016-02-06,1.17320105674557
2016-02-07,1.26189521132853
2016-02-08,1.44694292950469
2016-02-09,1.61896364494688
2016-02-10,1.97702462584399
2016-02-11,2.2055650797339
2016-02-12,2.56291967838011
2016-02-13,2.14644964350557
2016-02-14,2.10209268920004
2016-02-15,2.32604252137935
2016-02-16,2.04419883709947
2016-02-17,1.72616960533415
2016-02-18,1.70543914075353
2016-02-19,1.88137866678364
2016-02-20,1.8570108534053
2016-02-21,1.85733246669796
2016-02-22,2.15016284146518
2016-02-23,2.3641839271465
2016-02-24,2.40876891328736
2016-02-25,2.57201088297964
2016-02-26,2.41718186308701
2016-02-27,2.46130033334522
2016-02-28,2.53159282108325
2016-02-29,2.49792059408255
2016-03-01,2.62058075130673
2016-03-02,2.99849804510366
2016-03-03,3.23304872074614
2016-03-04,3.17496943551243
2016-03-05,3.70390455662874
2016-03-06,3.55410271675372
2016-03-07,3.23512926985183
2016-03-08,2.96589372844916
2016-03-09,3.14332698523407
2016-03-10,3.37053662365373
2016-03-11,3.47135701624268
2016-03-12,3.72241549081563
2016-03-13,4.01768998979303
2016-03-14,3.70342773091636
2016-03-15,3.430685880442
2016-03-16,3.52336009292581
2016-03-17,3.02933081328574
2016-03-18,2.64459468212941
2016-03-19,2.73137230803654
2016-03-20,2.64920158069978
2016-03-21,2.81907806466732
2016-03-22,2.96283972008482
2016-03-23,3.01772496151301
2016-03-24,2.87052979100039
2016-03-25,2.70524764984017
2016-03-26,2.72482834503749
2016-03-27,2.6543271871055
2016-03-28,2.77644673539699
2016-03-29,2.83990026257124
2016-03-30,2.87050191068656
2016-03-31,2.84137428520279
2016-04-01,2.79756698127855
2016-04-02,2.76035889128628
2016-04-03,2.76273388906376
2016-04-04,2.70371328443665
2016-04-05,2.58114209312422
2016-04-06,2.55675502679478
2016-04-07,2.45809635767857
2016-04-08,2.32956551642216
2016-04-09,2.26184939299476
2016-04-10,2.02217626426447
2016-04-11,1.98933798242061
2016-04-12,1.84726103712913
2016-04-13,1.82536147980737
2016-04-14,1.96216240784806
2016-04-15,1.94112525961389
2016-04-16,1.92653397128958
2016-04-17,2.14656159095636
2016-04-18,2.15162337396927
2016-04-19,2.09360456724727
2016-04-20,1.99961197372247
2016-04-21,1.96477556656629
2016-04-22,1.85582634261405
2016-04-23,1.85184216095905
2016-04-24,1.89054625978122
2016-04-25,1.80367617452181
2016-04-26,1.68823929360867
2016-04-27,1.74663867135008
2016-04-28,1.69880710367332
2016-04-29,1.70699383698449
2016-04-30,1.87021357447643
2016-05-01,1.95473862293264
2016-05-02,2.14032796840818
2016-05-03,2.14137840309832
2016-05-04,2.12198079144851
2016-05-05,2.11918193442079
2016-05-06,2.13963726339901
2016-05-07,2.04905039486701
2016-05-08,2.02391016321962
2016-05-09,2.08000363541202
2016-05-10,2.04714361658214
2016-05-11,2.09414313227246
2016-05-12,2.17262003865671
2016-05-13,2.14029124974774
2016-05-14,1.99159121813902
2016-05-15,1.92670183738566
2016-05-16,1.96287256717289
2016-05-17,2.18213844120509
2016-05-18,2.40524310438465
2016-05-19,2.54732721134316
2016-05-20,2.51798536877558
2016-05-21,2.36566033269096
2016-05-22,2.45342031396555
2016-05-23,2.43710118547234
2016-05-24,2.25148975733923
2016-05-25,2.15011812441906
2016-05-26,2.14417470960289
2016-05-27,1.94625026472191
2016-05-28,1.9342276899445
2016-05-29,2.05493434273047
2016-05-30,2.09974900695464
2016-05-31,2.20247619989419
2016-06-01,2.32666432231261
2016-06-02,2.30789910410019
2016-06-03,2.27924601641708
2016-06-04,2.28262499872114
2016-06-05,2.2803338200523
2016-06-06,2.29686361649539
2016-06-07,2.3233690355903
2016-06-08,2.35907714120667
2016-06-09,2.32896510170725
2016-06-10,2.28162640393235
2016-06-11,2.23200179599454
2016-06-12,2.33137329396314
2016-06-13,2.62824699811447
2016-06-14,2.85975775126132
2016-06-15,2.8721658305238
2016-06-16,3.05099175474854
2016-06-17,2.53675545564669
2016-06-18,1.80010571623824
2016-06-19,1.72947682441642
