Date,mining/marketcap_thermocap_ratio
2017-08-25,3.674993225739195e-07
2017-08-26,3.650457157783185e-07
2017-08-27,3.681722740131145e-07
2017-08-28,3.732561987085458e-07
2017-08-29,3.891843075138515e-07
2017-08-30,4.0637947635350165e-07
2017-08-31,4.093491538691601e-07
2017-09-01,4.137790222582249e-07
2017-09-02,3.781038942131221e-07
2017-09-03,3.6629446780428773e-07
2017-09-04,3.249279742530599e-07
2017-09-05,3.102479301170002e-07
2017-09-06,3.3805483616105533e-07
2017-09-07,3.3581370318774377e-07
2017-09-08,3.225533838761479e-07
2017-09-09,3.0378645408835067e-07
2017-09-10,2.9364535811093493e-07
2017-09-11,2.941635739189184e-07
2017-09-12,2.979907074164546e-07
2017-09-13,2.69923964648791e-07
2017-09-14,2.474791947585576e-07
2017-09-15,2.3023588291042925e-07
2017-09-16,2.4924176431278345e-07
2017-09-17,2.4424690925162674e-07
2017-09-18,2.7561581410431077e-07
2017-09-19,2.7290553550537107e-07
2017-09-20,2.704567197469877e-07
2017-09-21,2.594195623387408e-07
2017-09-22,2.455478834472168e-07
2017-09-23,2.565681294236344e-07
2017-09-24,2.647917890086194e-07
2017-09-25,2.690818844072271e-07
2017-09-26,2.687864118133889e-07
2017-09-27,2.7223183343599706e-07
2017-09-28,2.7811555565435744e-07
2017-09-29,2.658658358108454e-07
2017-09-30,2.7167279121202845e-07
2017-10-01,2.7049054941784375e-07
2017-10-02,2.691439834456572e-07
2017-10-03,2.6248820969486356e-07
2017-10-04,2.6145384523886353e-07
2017-10-05,2.5995612285709895e-07
2017-10-06,2.6538205822568225e-07
2017-10-07,2.718654503447889e-07
2017-10-08,2.734376298979529e-07
2017-10-09,2.637638222698498e-07
2017-10-10,2.604734520960818e-07
2017-10-11,2.610953685240663e-07
2017-10-12,2.635309390195583e-07
2017-10-13,2.804602812119281e-07
2017-10-14,2.9230002959023065e-07
2017-10-15,2.8322824769393806e-07
2017-10-16,2.8827794288764784e-07
2017-10-17,2.736940464806238e-07
2017-10-18,2.560758273995625e-07
2017-10-19,2.584728014349352e-07
2017-10-20,2.5470598653739935e-07
2017-10-21,2.465008551272057e-07
2017-10-22,2.440134558118791e-07
2017-10-23,2.340870994236677e-07
2017-10-24,2.4732271296711195e-07
2017-10-25,2.4009408983607524e-07
2017-10-26,2.3970918787819755e-07
2017-10-27,2.3810298321176484e-07
2017-10-28,2.358503906609218e-07
2017-10-29,2.4001441751713804e-07
2017-10-30,2.4278739279788734e-07
2017-10-31,2.4196192074333203e-07
2017-11-01,2.349598347321115e-07
2017-11-02,2.2249635411338271e-07
2017-11-03,2.2951360855435657e-07
2017-11-04,2.3261672506038342e-07
2017-11-05,2.2930688016818024e-07
2017-11-06,2.2809612140872905e-07
2017-11-07,2.2561210676224644e-07
2017-11-08,2.282418993681524e-07
2017-11-09,2.401491285105114e-07
2017-11-10,2.3372783589260371e-07
2017-11-11,2.2924944184510018e-07
2017-11-12,2.2990771516229418e-07
2017-11-13,2.3262907495910342e-07
2017-11-14,2.4134654739633465e-07
2017-11-15,2.449432442059992e-07
2017-11-16,2.3987515255294453e-07
2017-11-17,2.405510440460184e-07
2017-11-18,2.4175233317436427e-07
2017-11-19,2.551820964047862e-07
2017-11-20,2.584650915263699e-07
2017-11-21,2.599234982591805e-07
2017-11-22,2.5951695009456925e-07
2017-11-23,2.806102992662905e-07
2017-11-24,3.0132544537919765e-07
2017-11-25,3.256860432415259e-07
2017-11-26,3.1696801310398447e-07
2017-11-27,3.25973445247864e-07
2017-11-28,3.209290199467453e-07
2017-11-29,3.195700101119619e-07
2017-11-30,2.937192721571376e-07
2017-12-01,2.955889476986144e-07
2017-12-02,3.073546606524745e-07
2017-12-03,3.092358531997425e-07
2017-12-04,3.0333705130999824e-07
2017-12-05,3.0160804771000977e-07
2017-12-06,2.8769696234455835e-07
2017-12-07,2.721821587217379e-07
2017-12-08,2.8161607979919795e-07
2017-12-09,3.072887980589782e-07
2017-12-10,2.852361741034008e-07
2017-12-11,2.955872423343765e-07
2017-12-12,3.530638998769424e-07
2017-12-13,4.182618501152968e-07
2017-12-14,4.3674462106982104e-07
2017-12-15,4.07375609232584e-07
2017-12-16,4.205234428916659e-07
2017-12-17,4.3024282686268167e-07
2017-12-18,4.351576664522661e-07
2017-12-19,4.829597300840702e-07
2017-12-20,4.614400701816226e-07
2017-12-21,4.6527317436003285e-07
2017-12-22,3.8489146841363703e-07
2017-12-23,4.123330929967141e-07
2017-12-24,3.7580043362773876e-07
2017-12-25,4.053407309434286e-07
2017-12-26,4.1239265676811595e-07
2017-12-27,4.091795606322571e-07
2017-12-28,3.8279803974085424e-07
2017-12-29,3.961240115300411e-07
2017-12-30,3.8323559904586605e-07
2017-12-31,3.800059089726512e-07
2018-01-01,3.9003555492242654e-07
2018-01-02,4.393068161244161e-07
2018-01-03,4.567495733081224e-07
2018-01-04,4.850662886005102e-07
2018-01-05,4.945676307968903e-07
2018-01-06,4.970155040484216e-07
2018-01-07,5.283409919507688e-07
2018-01-08,5.59529081512459e-07
2018-01-09,5.837138591772702e-07
2018-01-10,6.24721109031794e-07
2018-01-11,5.713617862135125e-07
2018-01-12,5.68500622668602e-07
2018-01-13,6.171935830959073e-07
2018-01-14,6.069627405285879e-07
2018-01-15,5.910994161886333e-07
2018-01-16,4.996871823405738e-07
2018-01-17,4.182468608563218e-07
2018-01-18,4.5264464600435844e-07
2018-01-19,4.5100981637460946e-07
2018-01-20,4.777472017332763e-07
2018-01-21,4.561602265512247e-07
2018-01-22,4.273010112539048e-07
2018-01-23,4.065163145135578e-07
2018-01-24,4.1596576656169145e-07
2018-01-25,4.3388325316946695e-07
2018-01-26,4.220895147114256e-07
2018-01-27,4.3161862356473606e-07
2018-01-28,4.665710880283171e-07
2018-01-29,4.6121732396837743e-07
2018-01-30,4.389125488213824e-07
2018-01-31,4.188923601781608e-07
2018-02-01,4.15988750755527e-07
2018-02-02,3.4715669829149096e-07
2018-02-03,3.554837488064244e-07
2018-02-04,3.3765679027484136e-07
2018-02-05,2.869679765391406e-07
2018-02-06,2.516514465250603e-07
2018-02-07,2.94660512881588e-07
2018-02-08,2.9791643611465157e-07
2018-02-09,3.0328583904428956e-07
2018-02-10,3.1522486811670744e-07
2018-02-11,2.9666843102996124e-07
2018-02-12,3.0633046981518506e-07
2018-02-13,3.006449535797107e-07
2018-02-14,3.1218581203171317e-07
2018-02-15,3.2680921377906327e-07
2018-02-16,3.2607157212679066e-07
2018-02-17,3.3515988427312e-07
2018-02-18,3.263111639449193e-07
2018-02-19,3.2294613884759457e-07
2018-02-20,3.209478963408951e-07
2018-02-21,2.961023331738373e-07
2018-02-22,2.8094406759927884e-07
2018-02-23,2.8436839569177917e-07
2018-02-24,2.8146064642593157e-07
2018-02-25,2.777804645357787e-07
2018-02-26,2.83136728111389e-07
2018-02-27,2.8762219910736515e-07
2018-02-28,2.8387951967508677e-07
2018-03-01,2.805866592645553e-07
2018-03-02,2.7766020987705654e-07
2018-03-03,2.753399730477648e-07
2018-03-04,2.7145166295345576e-07
2018-03-05,2.7256422745339e-07
2018-03-06,2.622195923779491e-07
2018-03-07,2.447408837938635e-07
2018-03-08,2.304878804450479e-07
2018-03-09,2.131070012512298e-07
2018-03-10,2.236627030041536e-07
2018-03-11,2.16216670374472e-07
2018-03-12,2.1900388614752088e-07
2018-03-13,2.1176196268034444e-07
2018-03-14,2.005467932732886e-07
2018-03-15,1.8209845788156334e-07
2018-03-16,1.8336884130489288e-07
2018-03-17,1.7552678392704917e-07
2018-03-18,1.5199814318192767e-07
2018-03-19,1.6096424702026072e-07
2018-03-20,1.6208901696224888e-07
2018-03-21,1.6881970488635884e-07
2018-03-22,1.6023302538065599e-07
2018-03-23,1.5415552549390996e-07
2018-03-24,1.5754624110457546e-07
2018-03-25,1.52702325393979e-07
2018-03-26,1.4574869943053524e-07
2018-03-27,1.349126458661147e-07
2018-03-28,1.310985357537284e-07
2018-03-29,1.2025634211777155e-07
2018-03-30,1.1132647396705006e-07
2018-03-31,1.1575667942640768e-07
2018-04-01,1.1010673635953599e-07
2018-04-02,1.1068424576687372e-07
2018-04-03,1.1497765703588819e-07
2018-04-04,1.1185485871330104e-07
2018-04-05,1.0783027126117834e-07
2018-04-06,1.0565914255751606e-07
2018-04-07,1.0864607472635895e-07
2018-04-08,1.1134553416782802e-07
2018-04-09,1.1386348207532646e-07
2018-04-10,1.1307508874470471e-07
2018-04-11,1.1689043065565654e-07
2018-04-12,1.1661509810204788e-07
2018-04-13,1.1633517965901873e-07
2018-04-14,1.1605992541342973e-07
2018-04-15,1.157858311109349e-07
2018-04-16,1.4150079555218458e-07
2018-04-17,1.4094041772857438e-07
2018-04-18,1.4132966945810864e-07
2018-04-19,1.4876725220519798e-07
2018-04-20,1.5962661247726487e-07
2018-04-21,1.6474537677847796e-07
2018-04-22,1.687475966680037e-07
2018-04-23,1.7263056473564376e-07
2018-04-24,1.8564075834346618e-07
2018-04-25,1.7362383080657933e-07
2018-04-26,1.6914243955692305e-07
2018-04-27,1.776370323151504e-07
2018-04-28,1.7984938132679907e-07
2018-04-29,1.8131941601802167e-07
2018-04-30,1.804656886424669e-07
2018-05-01,1.7338352521831118e-07
2018-05-02,1.7793585703817175e-07
2018-05-03,1.9160203429931594e-07
2018-05-04,2.0369704209833546e-07
2018-05-05,2.0944967564737367e-07
2018-05-06,2.0456734769711756e-07
2018-05-07,1.913284487554507e-07
2018-05-08,1.9197372478240574e-07
2018-05-09,1.8891351805183277e-07
2018-05-10,1.916042595954289e-07
2018-05-11,1.770016938009585e-07
2018-05-12,1.6958849107362236e-07
2018-05-13,1.7707238696035276e-07
2018-05-14,1.8028356184469992e-07
2018-05-15,1.8075940676736468e-07
2018-05-16,1.729725918689789e-07
2018-05-17,1.7339575607935281e-07
2018-05-18,1.6777056276821182e-07
2018-05-19,1.714668257933657e-07
2018-05-20,1.7412496311396741e-07
2018-05-21,1.7259708765929666e-07
2018-05-22,1.6591315512949166e-07
2018-05-23,1.4959219765261232e-07
2018-05-24,1.4228533374994807e-07
2018-05-25,1.436081009482329e-07
2018-05-26,1.433417779737783e-07
2018-05-27,1.3816870315604915e-07
2018-05-28,1.291465083599257e-07
2018-05-29,1.2961371265736766e-07
2018-05-30,1.338308160690573e-07
2018-05-31,1.3572702122354566e-07
2018-06-01,1.362086353256983e-07
2018-06-02,1.385800604726945e-07
2018-06-03,1.433510337010432e-07
2018-06-04,1.410548984240456e-07
2018-06-05,1.3907636482296436e-07
2018-06-06,1.4097945382315478e-07
2018-06-07,1.413425374597217e-07
2018-06-08,1.3929269285344416e-07
2018-06-09,1.394551983972271e-07
2018-06-10,1.2915905436835158e-07
2018-06-11,1.2119922067431356e-07
2018-06-12,1.1981519706295818e-07
2018-06-13,1.1049468761276023e-07
2018-06-14,1.1254816526191265e-07
2018-06-15,1.1444847949372711e-07
2018-06-16,1.1296692552264184e-07
2018-06-17,1.1384590996083918e-07
2018-06-18,1.1379728094220207e-07
2018-06-19,1.1895335223654124e-07
2018-06-20,1.1904474212240622e-07
2018-06-21,1.197016251414121e-07
2018-06-22,1.0992933883853568e-07
2018-06-23,1.0537050357116364e-07
2018-06-24,1.007031763470062e-07
2018-06-25,1.0180361931448978e-07
2018-06-26,9.96318449873898e-08
2018-06-27,9.624872809379759e-08
2018-06-28,9.616764591521231e-08
2018-06-29,9.204671340724224e-08
2018-06-30,9.910691741221579e-08
2018-07-01,9.943837509998473e-08
2018-07-02,1.0091815543422573e-07
2018-07-03,1.0341532486540483e-07
2018-07-04,1.0216833728110085e-07
2018-07-05,1.032277074954005e-07
2018-07-06,1.0248222227779393e-07
2018-07-07,1.0233419369753018e-07
2018-07-08,1.0682501082012626e-07
2018-07-09,1.045579384751735e-07
2018-07-10,9.745469201940063e-08
2018-07-11,9.471332143386651e-08
2018-07-12,9.333247328193083e-08
2018-07-13,9.366121129910526e-08
2018-07-14,9.311871879481497e-08
2018-07-15,9.48268131895536e-08
2018-07-16,9.898227824074763e-08
2018-07-17,1.024438594572498e-07
2018-07-18,1.0516078154556092e-07
2018-07-19,1.004938504705695e-07
2018-07-20,9.709278748246695e-08
2018-07-21,9.709560263000426e-08
2018-07-22,9.767974136372937e-08
2018-07-23,9.683365606962099e-08
2018-07-24,9.81188855711799e-08
2018-07-25,9.907192140655357e-08
2018-07-26,9.937733147144796e-08
2018-07-27,9.694030291045469e-08
2018-07-28,9.720416096868705e-08
2018-07-29,9.663001659480021e-08
2018-07-30,9.51965928482768e-08
2018-07-31,9.13616618442053e-08
2018-08-01,8.705754602604452e-08
2018-08-02,8.587181636564006e-08
2018-08-03,8.481373157388742e-08
2018-08-04,8.4647742929458e-08
2018-08-05,8.349219733125217e-08
2018-08-06,8.359908256954339e-08
2018-08-07,8.260842645003844e-08
2018-08-08,7.503524442495084e-08
2018-08-09,7.390770942751871e-08
2018-08-10,7.197216336328869e-08
2018-08-11,6.510234627145095e-08
2018-08-12,6.548554958399426e-08
2018-08-13,6.332036551283744e-08
2018-08-14,5.365493670765611e-08
2018-08-15,5.8188644813919284e-08
2018-08-16,5.829367611087961e-08
2018-08-17,6.059490800445652e-08
2018-08-18,6.121261717505656e-08
2018-08-19,5.994386090006476e-08
2018-08-20,5.88263681777606e-08
2018-08-21,5.602493593375915e-08
2018-08-22,5.6983229766714595e-08
2018-08-23,5.509876485021583e-08
2018-08-24,5.5406837271708706e-08
2018-08-25,5.604575059237959e-08
2018-08-26,5.483834533179607e-08
2018-08-27,5.5268080644972485e-08
2018-08-28,5.738033626327199e-08
2018-08-29,5.8145461696432845e-08
2018-08-30,5.620827256601175e-08
2018-08-31,5.5795969596306105e-08
2018-09-01,5.7482437123835875e-08
2018-09-02,5.824159949597956e-08
2018-09-03,5.733883148153399e-08
2018-09-04,5.6771343753664703e-08
2018-09-05,5.2388366472422776e-08
2018-09-06,4.467275539135684e-08
2018-09-07,4.407351112170931e-08
2018-09-08,4.1901568672234485e-08
2018-09-09,3.890840619766692e-08
2018-09-10,3.8622226075215824e-08
2018-09-11,3.742868913890575e-08
2018-09-12,3.4644305761202355e-08
2018-09-13,3.8635656350071304e-08
2018-09-14,4.173430894350724e-08
2018-09-15,4.270690674745134e-08
2018-09-16,4.2629588190810966e-08
2018-09-17,4.1622255304081e-08
2018-09-18,3.973314811667076e-08
2018-09-19,4.086920577231334e-08
2018-09-20,4.1050190272205024e-08
2018-09-21,4.468449857555844e-08
2018-09-22,4.674381656568531e-08
2018-09-23,4.699340475079917e-08
2018-09-24,4.587878156422212e-08
2018-09-25,4.164738750704847e-08
2018-09-26,4.1734326079641485e-08
2018-09-27,4.2388646756552044e-08
2018-09-28,4.3704147339629735e-08
2018-09-29,4.375223702703361e-08
2018-09-30,4.488329937122943e-08
2018-10-01,4.4426295545984734e-08
2018-10-02,4.401572440403219e-08
2018-10-03,4.2379624590172514e-08
2018-10-04,4.301438937557599e-08
2018-10-05,4.282015078209696e-08
2018-10-06,4.3370569381570036e-08
2018-10-07,4.302574279976584e-08
2018-10-08,4.354879530905307e-08
2018-10-09,4.3661568104825766e-08
2018-10-10,4.31726517771985e-08
2018-10-11,3.860782392097166e-08
2018-10-12,3.73526502385183e-08
2018-10-13,3.8010315519984936e-08
2018-10-14,3.809840413758412e-08
2018-10-15,3.939861509912611e-08
2018-10-16,3.987436998496765e-08
2018-10-17,3.961363954375799e-08
2018-10-18,3.910495788371315e-08
2018-10-19,3.8616253957998205e-08
2018-10-20,3.885454900127732e-08
2018-10-21,3.9162000309010295e-08
2018-10-22,3.87679815029064e-08
2018-10-23,3.852022481112531e-08
2018-10-24,3.864737636287881e-08
2018-10-25,3.831721685765734e-08
2018-10-26,3.833142922779754e-08
2018-10-27,3.846174578170621e-08
2018-10-28,3.852217875564112e-08
2018-10-29,3.78612091764475e-08
2018-10-30,3.711940007436063e-08
2018-10-31,3.712315640315092e-08
2018-11-01,3.7385405522412216e-08
2018-11-02,3.747521006493814e-08
2018-11-03,3.7550817504990675e-08
2018-11-04,3.800214977424924e-08
2018-11-05,3.907233115094463e-08
2018-11-06,3.976490095468496e-08
2018-11-07,4.09301645902644e-08
2018-11-08,4.0079195862639315e-08
2018-11-09,3.943173627551772e-08
2018-11-10,3.954533298654958e-08
2018-11-11,3.935647702960694e-08
2018-11-12,3.932550803526632e-08
2018-11-13,3.880495590114054e-08
2018-11-14,3.6560271317219736e-08
2018-11-15,3.309110347015493e-08
2018-11-16,3.306206668064793e-08
2018-11-17,3.233994114716871e-08
2018-11-18,3.2648032185529814e-08
2018-11-19,2.9624014665899242e-08
2018-11-20,2.575195569835684e-08
2018-11-21,2.4781742867764076e-08
2018-11-22,2.4697663966598178e-08
2018-11-23,2.276022391015784e-08
2018-11-24,2.259583862346806e-08
2018-11-25,2.0302580880322737e-08
2018-11-26,2.0763768164518143e-08
2018-11-27,1.9654568486020224e-08
2018-11-28,2.1559393749584802e-08
2018-11-29,2.2001476057468776e-08
2018-11-30,2.1285441430700782e-08
2018-12-01,2.141263218588364e-08
2018-12-02,2.1648589430521524e-08
2018-12-03,2.0606431808620285e-08
2018-12-04,2.0273211417336644e-08
2018-12-05,1.9250524470245847e-08
2018-12-06,1.8410405346123716e-08
2018-12-07,1.6151983032224537e-08
2018-12-08,1.6802222015238383e-08
2018-12-09,1.7288995482682015e-08
2018-12-10,1.7059515185113597e-08
2018-12-11,1.6513737828006245e-08
2018-12-12,1.660944672458038e-08
2018-12-13,1.63992385493297e-08
2018-12-14,1.5757535305473292e-08
2018-12-15,1.545510410779081e-08
2018-12-16,1.5884190650050465e-08
2018-12-17,1.6424272870849664e-08
2018-12-18,1.7389440394727566e-08
2018-12-19,1.9036821913852514e-08
2018-12-20,1.9929365626793363e-08
2018-12-21,2.0827687767406582e-08
2018-12-22,2.0402083679593476e-08
2018-12-23,2.35517344672702e-08
2018-12-24,2.6722791829225585e-08
2018-12-25,2.367418490725924e-08
2018-12-26,2.3945955008349826e-08
2018-12-27,2.2813480584994998e-08
2018-12-28,2.252748841662377e-08
2018-12-29,2.518317782272728e-08
2018-12-30,2.514101976896182e-08
2018-12-31,2.48657709780564e-08
2019-01-01,2.4747671721793334e-08
2019-01-02,2.695064813667562e-08
2019-01-03,2.75475531331925e-08
2019-01-04,2.7666658888224463e-08
2019-01-05,2.8737834776791525e-08
2019-01-06,2.8136774453399147e-08
2019-01-07,2.8070855611150928e-08
2019-01-08,2.739578633781522e-08
2019-01-09,2.7550851731562916e-08
2019-01-10,2.4941235529487138e-08
2019-01-11,2.3212760144957513e-08
2019-01-12,2.3054220236879427e-08
2019-01-13,2.2269399492094373e-08
2019-01-14,2.2083302392053683e-08
2019-01-15,2.3089287801889388e-08
2019-01-16,2.2322435766155438e-08
2019-01-17,2.2178488811063328e-08
2019-01-18,2.2108453714490635e-08
2019-01-19,2.2337599642258076e-08
2019-01-20,2.2027769640864552e-08
2019-01-21,2.125663332480172e-08
2019-01-22,2.1290505623599466e-08
2019-01-23,2.138245523707013e-08
2019-01-24,2.1106874596084277e-08
2019-01-25,2.106243938117718e-08
2019-01-26,2.109148106353599e-08
2019-01-27,2.0793244214703365e-08
2019-01-28,1.9332609883407662e-08
2019-01-29,1.9026479636115045e-08
2019-01-30,1.930631392373297e-08
2019-01-31,1.9471037386975275e-08
2019-02-01,1.9201805339245665e-08
2019-02-02,1.940206898211868e-08
2019-02-03,1.9534653069180097e-08
2019-02-04,1.9372255292017168e-08
2019-02-05,1.9317229425592595e-08
2019-02-06,1.871192126946399e-08
2019-02-07,1.8886352548833414e-08
2019-02-08,1.9826546359915814e-08
2019-02-09,2.137065932856201e-08
2019-02-10,2.1315855551465463e-08
2019-02-11,2.1783895977350142e-08
2019-02-12,2.1722526544174497e-08
2019-02-13,2.2038686862706613e-08
2019-02-14,2.1980260437944597e-08
2019-02-15,2.1948675916957928e-08
2019-02-16,2.2087498087701726e-08
2019-02-17,2.262004844847682e-08
2019-02-18,2.52499590414744e-08
2019-02-19,2.6420857449065822e-08
2019-02-20,2.613119101921175e-08
2019-02-21,2.617804044428909e-08
2019-02-22,2.6432252669166665e-08
2019-02-23,2.6993172465053643e-08
2019-02-24,2.7539000988105946e-08
2019-02-25,2.4931846006891525e-08
2019-02-26,2.466779604412527e-08
2019-02-27,2.4601048198760723e-08
2019-02-28,2.455295639938885e-08
2019-03-01,2.451201303718551e-08
2019-03-02,2.4056702745277118e-08
2019-03-03,2.3949007809728045e-08
2019-03-04,2.2876075099736124e-08
2019-03-05,2.3519587900637036e-08
2019-03-06,2.460988974654013e-08
2019-03-07,2.4713494934447422e-08
2019-03-08,2.44835093585264e-08
2019-03-09,2.4465438211069518e-08
2019-03-10,2.433487375833566e-08
2019-03-11,2.3997063017378972e-08
2019-03-12,2.3770322015397498e-08
2019-03-13,2.3721058424534832e-08
2019-03-14,2.3706345086831837e-08
2019-03-15,2.413937174503988e-08
2019-03-16,2.5224488008268353e-08
2019-03-17,2.492145937546143e-08
2019-03-18,2.4812624922800562e-08
2019-03-19,2.4829740190900574e-08
2019-03-20,2.4707711769297583e-08
2019-03-21,2.4613950712517963e-08
2019-03-22,2.4347915021082124e-08
2019-03-23,2.4424131219925146e-08
2019-03-24,2.4306052034598238e-08
2019-03-25,2.4041602277393884e-08
2019-03-26,2.3856492675989837e-08
2019-03-27,2.4607696679202312e-08
2019-03-28,2.4740220478639683e-08
2019-03-29,2.4803911520528983e-08
2019-03-30,2.5289737772449647e-08
2019-03-31,2.5120629963409872e-08
2019-04-01,2.5132389335765704e-08
2019-04-02,2.6960866299464964e-08
2019-04-03,2.9874437906737134e-08
2019-04-04,2.8404235846960767e-08
2019-04-05,2.874811429059505e-08
2019-04-06,2.9142943568934617e-08
2019-04-07,2.9708675049522897e-08
2019-04-08,3.1653118040322385e-08
2019-04-09,3.1202871239235225e-08
2019-04-10,3.160602521305349e-08
2019-04-11,2.956568456148422e-08
2019-04-12,2.8908310445386354e-08
2019-04-13,2.8908759624565683e-08
2019-04-14,2.8866480969790596e-08
2019-04-15,2.9091034511721568e-08
2019-04-16,2.876640183818696e-08
2019-04-17,2.9264797832375084e-08
2019-04-18,3.0227059673506084e-08
2019-04-19,3.0275035698508234e-08
2019-04-20,3.049549902293169e-08
2019-04-21,2.98744065344055e-08
2019-04-22,2.9928774051169476e-08
2019-04-23,3.0430921383667465e-08
2019-04-24,2.9132140152559975e-08
2019-04-25,2.8671787649521446e-08
2019-04-26,2.7160782291093428e-08
2019-04-27,2.749580269550076e-08
2019-04-28,2.7645083645599156e-08
2019-04-29,2.7249857747908698e-08
2019-04-30,2.7668276806392024e-08
2019-05-01,2.81678511443084e-08
2019-05-02,2.8124839431638713e-08
2019-05-03,2.90276690779557e-08
2019-05-04,2.8787087926196944e-08
2019-05-05,2.8457781088181257e-08
2019-05-06,2.902200257695938e-08
2019-05-07,3.062380671996102e-08
2019-05-08,2.9555818390203887e-08
2019-05-09,2.9587151714609478e-08
2019-05-10,3.0072472359354004e-08
2019-05-11,3.244048155192445e-08
2019-05-12,3.318860871925405e-08
2019-05-13,3.3653269503805575e-08
2019-05-14,3.58986858721411e-08
2019-05-15,4.012426059771168e-08
2019-05-16,4.514717322098622e-08
2019-05-17,4.149886506452184e-08
2019-05-18,4.126117972521637e-08
2019-05-19,4.386625628996517e-08
2019-05-20,4.321123357506359e-08
2019-05-21,4.370436432870934e-08
2019-05-22,4.377560861744615e-08
2019-05-23,4.170561608110892e-08
2019-05-24,4.306365863613965e-08
2019-05-25,4.345647102175213e-08
2019-05-26,4.352905974148943e-08
2019-05-27,4.6273094347381556e-08
2019-05-28,4.6623747796785474e-08
2019-05-29,4.6386899982625275e-08
2019-05-30,4.7356143583305216e-08
2019-05-31,4.44238313767801e-08
2019-06-01,4.6025007804033984e-08
2019-06-02,4.6142940107715174e-08
2019-06-03,4.524017931471554e-08
2019-06-04,4.215222545426975e-08
2019-06-05,4.192030052359707e-08
2019-06-06,4.197973323727321e-08
2019-06-07,4.272852039893641e-08
2019-06-08,4.2426157004591924e-08
2019-06-09,4.094015854755938e-08
2019-06-10,4.102016850125211e-08
2019-06-11,4.174880978032206e-08
2019-06-12,4.2859862960199266e-08
2019-06-13,4.4214361571244175e-08
2019-06-14,4.383372634196977e-08
2019-06-15,4.53184597908805e-08
2019-06-16,4.616261512790441e-08
2019-06-17,4.6240410723992426e-08
2019-06-18,4.5614917571184576e-08
2019-06-19,4.5489225094087295e-08
2019-06-20,4.570234608301841e-08
2019-06-21,4.86212489798068e-08
2019-06-22,5.200309453570729e-08
2019-06-23,5.27985966017257e-08
2019-06-24,5.209191452779733e-08
2019-06-25,5.274096907752479e-08
2019-06-26,5.681592244408773e-08
2019-06-27,5.270922716074044e-08
2019-06-28,5.1303232218323795e-08
2019-06-29,5.157363193678773e-08
2019-06-30,5.1771121008470855e-08
2019-07-01,4.910501674205405e-08
2019-07-02,4.794558824400058e-08
2019-07-03,4.9741282018643346e-08
2019-07-04,4.978140489897525e-08
2019-07-05,4.84802044482492e-08
2019-07-06,4.8974314033354926e-08
2019-07-07,4.938218467653978e-08
2019-07-08,5.1563214644927596e-08
2019-07-09,5.2333017440800576e-08
2019-07-10,5.049819703693943e-08
2019-07-11,4.5882011803677116e-08
2019-07-12,4.5797817221535587e-08
2019-07-13,4.520596657296653e-08
2019-07-14,4.193321843646098e-08
2019-07-15,3.7808031148431834e-08
2019-07-16,3.6550238171770575e-08
2019-07-17,3.431012395755484e-08
2019-07-18,3.6399417265114336e-08
2019-07-19,3.677949467980154e-08
2019-07-20,3.7928398652082334e-08
2019-07-21,3.7409026025112505e-08
2019-07-22,3.67979294766162e-08
2019-07-23,3.558620910793943e-08
2019-07-24,3.4774692388869246e-08
2019-07-25,3.679471428504993e-08
2019-07-26,3.6033866231023314e-08
2019-07-27,3.5495368880085125e-08
2019-07-28,3.4642323128361094e-08
2019-07-29,3.499153561667908e-08
2019-07-30,3.476683820824946e-08
2019-07-31,3.5527058798358956e-08
2019-08-01,3.5578179271882856e-08
2019-08-02,3.619023430724673e-08
2019-08-03,3.6798248487131145e-08
2019-08-04,3.647089336125537e-08
2019-08-05,3.823818685756932e-08
2019-08-06,3.793726740948192e-08
2019-08-07,3.7289759387141866e-08
2019-08-08,3.6804123470873536e-08
2019-08-09,3.519175843756246e-08
2019-08-10,3.441086384730129e-08
2019-08-11,3.487226165126604e-08
2019-08-12,3.500601659737548e-08
2019-08-13,3.4385703365113455e-08
2019-08-14,3.31324342753161e-08
2019-08-15,3.043565874744573e-08
2019-08-16,3.0442377348091703e-08
2019-08-17,3.036252383953027e-08
2019-08-18,3.126142998973824e-08
2019-08-19,3.266487550741217e-08
2019-08-20,3.254527444803746e-08
2019-08-21,3.0777187064778706e-08
2019-08-22,3.0957678794842855e-08
2019-08-23,3.1590667137625785e-08
2019-08-24,3.1185259510562884e-08
2019-08-25,3.09512689367039e-08
2019-08-26,3.106977554812523e-08
2019-08-27,3.062302524941715e-08
2019-08-28,3.002364009286222e-08
2019-08-29,2.7802295548287856e-08
2019-08-30,2.762188437282171e-08
2019-08-31,2.7696051219909207e-08
2019-09-01,2.800456895777087e-08
2019-09-02,2.8366680017464885e-08
2019-09-03,2.921731715577232e-08
2019-09-04,2.901644911505703e-08
2019-09-05,2.8335473017675368e-08
2019-09-06,2.8398878790441206e-08
2019-09-07,2.828134780857423e-08
2019-09-08,2.9479249685584284e-08
2019-09-09,2.9406450689744564e-08
2019-09-10,2.9479613220040726e-08
2019-09-11,2.9099601489079604e-08
2019-09-12,2.918312738244733e-08
2019-09-13,2.923655263103256e-08
2019-09-14,2.977199078151041e-08
2019-09-15,3.0629285758667146e-08
2019-09-16,3.143448607373637e-08
2019-09-17,3.283057747410907e-08
2019-09-18,3.453527451816466e-08
