Date,supply/inflation_rate
2015-07-30,0.22029755940419915
2015-07-31,0.20106459084519446
2015-08-01,0.15048930747439582
2015-08-02,0.153484898837984
2015-08-03,0.15196145401526495
2015-08-04,0.15482149730417905
2015-08-05,0.14923055774811123
2015-08-06,0.1465441431111678
2015-08-07,0.1485826598294595
2015-08-08,0.15145610989870617
2015-08-09,0.1469598877658953
2015-08-10,0.1506009708431606
2015-08-11,0.15175961681048533
2015-08-12,0.14789288781990795
2015-08-13,0.15302930330290576
2015-08-14,0.16955222601618947
2015-08-15,0.15431384761613542
2015-08-16,0.1460474024430829
2015-08-17,0.15190494068404825
2015-08-18,0.14057635695180415
2015-08-19,0.14695202528099016
2015-08-20,0.1115969107006316
2015-08-21,0.14344980755556347
2015-08-22,0.14833539509664662
2015-08-23,0.14084180024442983
2015-08-24,0.14696828208491697
2015-08-25,0.14348151618764615
2015-08-26,0.14000374093761825
2015-08-27,0.13082189388437593
2015-08-28,0.12903444847204915
2015-08-29,0.11942126078602744
2015-08-30,0.11339629862709466
2015-08-31,0.11246934356977611
2015-09-01,0.10713789167474652
2015-09-02,0.09637331814459027
2015-09-03,0.09082466971769021
2015-09-04,0.12233044220592082
2015-09-05,0.1366618616742561
2015-09-06,0.1396754111386127
2015-09-07,0.13560253574913528
2015-09-08,0.13798172769093697
2015-09-09,0.14101412063008056
2015-09-10,0.14103263776421415
2015-09-11,0.145505014575795
2015-09-12,0.1406842271531703
2015-09-13,0.139318786991093
2015-09-14,0.1359616904154184
2015-09-15,0.13606486485566616
2015-09-16,0.13999390416902213
2015-09-17,0.13494738928872807
2015-09-18,0.13748844060905752
2015-09-19,0.14477016225394945
2015-09-20,0.1492459372944399
2015-09-21,0.14161466172408876
2015-09-22,0.13996510825070962
2015-09-23,0.14393543418388877
2015-09-24,0.139944041418953
2015-09-25,0.14338761932580169
2015-09-26,0.13715197503545085
2015-09-27,0.1320441015747793
2015-09-28,0.13033257935872888
2015-09-29,0.1283310169384999
2015-09-30,0.132387284670767
2015-10-01,0.14544205147181888
2015-10-02,0.14250407157528433
2015-10-03,0.13985596120905863
2015-10-04,0.13432927953310903
2015-10-05,0.13796745655494758
2015-10-06,0.1317462205897877
2015-10-07,0.1378471281576772
2015-10-08,0.14142322641927674
2015-10-09,0.13391778940208465
2015-10-10,0.13413886524646013
2015-10-11,0.1397379951230755
2015-10-12,0.14135298202379465
2015-10-13,0.1405366403635131
2015-10-14,0.13603765832850545
2015-10-15,0.1345045520221837
2015-10-16,0.13351120889662216
2015-10-17,0.13910622539325046
2015-10-18,0.1356828803533423
2015-10-19,0.13629420606760378
2015-10-20,0.1375053382093867
2015-10-21,0.1366372458914411
2015-10-22,0.13259718902084572
2015-10-23,0.14498724448666067
2015-10-24,0.14248129185577274
2015-10-25,0.14071975520114033
2015-10-26,0.13562917541693142
2015-10-27,0.14462049064633553
2015-10-28,0.1379355745403379
2015-10-29,0.14440433432103417
2015-10-30,0.14552156349907075
2015-10-31,0.14563982397635478
2015-11-01,0.147987591672184
2015-11-02,0.14206799058248398
2015-11-03,0.14464989059137712
2015-11-04,0.145211931707667
2015-11-05,0.14277802130097483
2015-11-06,0.14345267219185853
2015-11-07,0.13945573140657652
2015-11-08,0.14259874600021738
2015-11-09,0.14126394830145217
2015-11-10,0.14335231705999107
2015-11-11,0.14538891891180517
2015-11-12,0.14652084131438792
2015-11-13,0.14731794522497021
2015-11-14,0.14822304141018128
2015-11-15,0.14683590001319335
2015-11-16,0.14273701439000752
2015-11-17,0.14489885138827696
2015-11-18,0.1418296148292515
2015-11-19,0.13795800054911878
2015-11-20,0.13000722811161514
2015-11-21,0.13906687216534097
2015-11-22,0.1401565361581436
2015-11-23,0.14167471939259646
2015-11-24,0.13927152229497786
2015-11-25,0.13714055202907338
2015-11-26,0.1374563011873582
2015-11-27,0.14486556485668833
2015-11-28,0.14100928456661
2015-11-29,0.1417835624517596
2015-11-30,0.14177870403007553
2015-12-01,0.1427347293333603
2015-12-02,0.134216811831545
2015-12-03,0.14550730526534394
2015-12-04,0.13780838898039383
2015-12-05,0.13722024342285866
2015-12-06,0.13537790676086225
2015-12-07,0.13787100642184869
2015-12-08,0.1355878503069312
2015-12-09,0.14661925626862193
2015-12-10,0.1418848824090262
2015-12-11,0.13932873602020424
2015-12-12,0.14028568265458397
2015-12-13,0.1440905003282804
2015-12-14,0.1374437720327608
2015-12-15,0.1390696993215037
2015-12-16,0.13596456019264047
2015-12-17,0.13824475908354739
2015-12-18,0.13703425344823583
2015-12-19,0.13710853589927652
2015-12-20,0.13564481082149138
2015-12-21,0.13571306303960395
2015-12-22,0.14067597310801894
2015-12-23,0.1407588463125351
2015-12-24,0.13680664205862247
2015-12-25,0.13739428010946098
2015-12-26,0.1360147549737114
2015-12-27,0.13756520660825222
2015-12-28,0.1386279881678203
2015-12-29,0.13641131923257732
2015-12-30,0.13676976955635234
2015-12-31,0.13765576706869287
2016-01-01,0.13304805048297852
2016-01-02,0.14014673730413496
2016-01-03,0.14168649375810216
2016-01-04,0.1402390390783228
2016-01-05,0.14246975384182803
2016-01-06,0.1412476102792466
2016-01-07,0.1379080838983957
2016-01-08,0.1431651027864369
2016-01-09,0.14092277412180576
2016-01-10,0.1391934864439428
2016-01-11,0.13760432956082802
2016-01-12,0.1315758690784885
2016-01-13,0.13495735986333912
2016-01-14,0.13698626457168506
2016-01-15,0.1362748847112778
2016-01-16,0.13474093728495395
2016-01-17,0.13510587221901615
2016-01-18,0.13516569929319866
2016-01-19,0.13227092860997947
2016-01-20,0.13464758012092548
2016-01-21,0.13124023247024708
2016-01-22,0.13300013926013055
2016-01-23,0.13034195251953706
2016-01-24,0.13821336760584746
2016-01-25,0.1298766190494156
2016-01-26,0.13674179961844146
2016-01-27,0.13194879288349104
2016-01-28,0.1343545014380203
2016-01-29,0.1321731677843263
2016-01-30,0.1322805323831162
2016-01-31,0.1294927997928459
2016-02-01,0.13346369790432688
2016-02-02,0.13037798247055443
2016-02-03,0.1380473922371821
2016-02-04,0.13402040475552845
2016-02-05,0.1339511610522175
2016-02-06,0.1327614665846466
2016-02-07,0.13452954418031715
2016-02-08,0.1343041355608794
2016-02-09,0.13330322139140938
2016-02-10,0.1315808354621879
2016-02-11,0.13322585120653874
2016-02-12,0.13329011932247403
2016-02-13,0.13530595342860074
2016-02-14,0.13228491313541446
2016-02-15,0.1316833565669817
2016-02-16,0.13281239497727326
2016-02-17,0.1286421651998626
2016-02-18,0.13148597664665984
2016-02-19,0.13378838068392396
2016-02-20,0.13323427728279946
2016-02-21,0.13305660590615886
2016-02-22,0.13418783058697792
2016-02-23,0.13100840685627602
2016-02-24,0.13232777870928247
2016-02-25,0.13439327149804203
2016-02-26,0.13344014618803768
2016-02-27,0.13095688525380234
2016-02-28,0.13212988172712636
2016-02-29,0.12574534509277413
2016-03-01,0.13233031958216235
2016-03-02,0.13314884112847714
2016-03-03,0.1302730716439635
2016-03-04,0.12901082568111555
2016-03-05,0.1326965506628739
2016-03-06,0.12637394898233345
2016-03-07,0.12942318799185726
2016-03-08,0.1285196717059649
2016-03-09,0.12803985789797157
2016-03-10,0.13269559773298223
2016-03-11,0.1309146154760814
2016-03-12,0.13122535829484838
2016-03-13,0.13583993832009833
2016-03-14,0.13132938460206933
2016-03-15,0.1570017989623762
2016-03-16,0.15837424663585353
2016-03-17,0.1611961158020212
2016-03-18,0.1571169376857693
2016-03-19,0.16135085632218105
2016-03-20,0.1586244601770186
2016-03-21,0.15751260459853533
2016-03-22,0.15915738493154086
2016-03-23,0.15683712231704416
2016-03-24,0.16095778989480536
2016-03-25,0.1599092192915692
2016-03-26,0.16004734940226184
2016-03-27,0.1583746036951419
2016-03-28,0.15660051006413034
2016-03-29,0.15720130623226436
2016-03-30,0.15854470578309332
2016-03-31,0.15680328060005144
2016-04-01,0.15939771983469053
2016-04-02,0.1550199757492059
2016-04-03,0.15842859990584768
2016-04-04,0.1595590086143801
2016-04-05,0.15746112846063753
2016-04-06,0.15572286448711892
2016-04-07,0.15514727085875535
2016-04-08,0.15907737595228166
2016-04-09,0.1536605558792572
2016-04-10,0.1581911913173486
2016-04-11,0.15383518646807004
2016-04-12,0.15598263252127254
2016-04-13,0.1564503850597012
2016-04-14,0.15593024466528793
2016-04-15,0.15763605807219538
2016-04-16,0.15649010196929214
2016-04-17,0.15625337166659414
2016-04-18,0.1581255747868997
2016-04-19,0.15519994816182714
2016-04-20,0.15782027343366511
2016-04-21,0.15531877337384992
2016-04-22,0.15633045512242538
2016-04-23,0.15688482249565716
2016-04-24,0.15575607601962327
2016-04-25,0.15911507068358688
2016-04-26,0.15453031626553204
2016-04-27,0.15757942124924096
2016-04-28,0.15649009052829377
2016-04-29,0.1564289421614864
2016-04-30,0.15746544570552845
